6954 東証1部 ファナック(株)（電気機器）,,,,,
"2006-06-09","9060","9350","8980","9270","4252000","9270"
"2006-06-12","9170","9260","9110","9190","1033100","9190"
"2006-06-13","9030","9120","8700","8720","1164900","8720"
"2006-06-14","8610","9010","8610","8920","1127900","8920"
"2006-06-15","9020","9130","8930","8990","889200","8990"
"2006-06-16","9270","9540","9270","9540","1488600","9540"
"2006-06-19","9440","9490","9370","9470","676200","9470"
"2006-06-20","9540","9570","9300","9330","982400","9330"
"2006-06-21","9300","9350","9160","9300","569000","9300"
"2006-06-22","9500","9930","9500","9870","1131600","9870"
"2006-06-23","9750","9850","9630","9850","781300","9850"
"2006-06-26","9860","9980","9720","9920","575000","9920"
"2006-06-27","9920","10010","9850","10000","591400","10000"
"2006-06-28","9740","9850","9700","9740","777800","9740"
"2006-06-29","9750","10000","9720","9960","582700","9960"
"2006-06-30","10400","10500","10240","10280","1052300","10280"
"2006-07-03","10290","10340","10130","10170","732200","10170"
"2006-07-04","10180","10190","10060","10070","614500","10070"
"2006-07-05","9900","10030","9900","9940","455400","9940"
"2006-07-06","9850","9860","9600","9720","1066500","9720"
"2006-07-07","9740","9790","9600","9670","689800","9670"
"2006-07-10","9570","10130","9560","10120","1557200","10120"
"2006-07-11","10000","10050","9890","10000","918500","10000"
"2006-07-12","9850","9990","9620","9680","882800","9680"
"2006-07-13","9480","9620","9330","9380","1666100","9380"
"2006-07-14","9180","9390","9120","9240","1907900","9240"
"2006-07-18","9100","9140","9000","9000","1562100","9000"
"2006-07-19","9030","9420","8970","9280","1466900","9280"
"2006-07-20","9400","9470","9280","9400","1061600","9400"
"2006-07-21","9300","9360","9220","9250","687300","9250"
"2006-07-24","9160","9200","9030","9160","706000","9160"
"2006-07-25","9260","9390","9240","9270","559800","9270"
"2006-07-26","9220","9280","9060","9060","834400","9060"
"2006-07-27","9160","9490","9110","9450","946200","9450"
"2006-07-28","9550","9550","9400","9530","879100","9530"
"2006-07-31","9680","9770","9540","9560","935200","9560"
"2006-08-01","9460","9570","9420","9520","824900","9520"
"2006-08-02","9320","9430","9270","9330","1013300","9330"
"2006-08-03","9350","9420","9340","9340","673600","9340"
"2006-08-04","9300","9380","9160","9220","708400","9220"
"2006-08-07","9220","9250","9020","9020","691000","9020"
"2006-08-08","9120","9330","9080","9290","734000","9290"
"2006-08-09","9190","9450","8940","9400","1669400","9400"
"2006-08-10","9300","9380","9210","9300","578400","9300"
"2006-08-11","9350","9380","9130","9160","1024600","9160"
"2006-08-14","8960","9050","8950","9020","2477100","9020"
"2006-08-15","9030","9120","8990","9020","1699100","9020"
"2006-08-16","9180","9250","9110","9180","1680600","9180"
"2006-08-17","9350","9350","9160","9180","1505500","9180"
"2006-08-18","9260","9320","9220","9270","981300","9270"
"2006-08-21","9270","9280","9160","9180","793600","9180"
"2006-08-22","9240","9370","9170","9360","835400","9360"
"2006-08-23","9450","9500","9360","9410","1056400","9410"
"2006-08-24","9470","9510","9380","9390","1466200","9390"
"2006-08-25","9390","9480","9280","9350","721900","9350"
"2006-08-28","9300","9370","9180","9220","601300","9220"
"2006-08-29","9250","9310","9180","9270","572100","9270"
"2006-08-30","9320","9320","9120","9160","532300","9160"
"2006-08-31","9120","9360","9110","9310","1412000","9310"
"2006-09-01","9210","9440","9210","9420","869000","9420"
"2006-09-04","9490","9810","9490","9760","1800800","9760"
"2006-09-05","9800","9820","9630","9760","876800","9760"
"2006-09-06","9740","9790","9630","9760","819500","9760"
"2006-09-07","9720","9730","9470","9560","889800","9560"
"2006-09-08","9460","9520","9330","9460","2867800","9460"
"2006-09-11","9370","9430","9210","9260","1085200","9260"
"2006-09-12","9250","9330","9150","9210","982100","9210"
"2006-09-13","9250","9330","9170","9180","716000","9180"
"2006-09-14","9190","9280","9190","9250","1051600","9250"
"2006-09-15","9190","9200","9060","9090","901900","9090"
"2006-09-19","9120","9220","9070","9110","840000","9110"
"2006-09-20","9210","9210","9090","9170","1512200","9170"
"2006-09-21","9250","9250","9120","9240","844400","9240"
"2006-09-22","9140","9210","9050","9070","810800","9070"
"2006-09-25","9000","9100","8970","9040","977200","9040"
"2006-09-26","8920","9020","8880","8920","699600","8920"
"2006-09-27","8990","9170","8970","9150","640700","9150"
"2006-09-28","9170","9180","9100","9150","628300","9150"
"2006-09-29","9250","9270","9180","9220","605300","9220"
"2006-10-02","9220","9270","9160","9200","923000","9200"
"2006-10-03","9200","9250","9160","9230","658900","9230"
"2006-10-04","9330","9370","9090","9130","1098300","9130"
"2006-10-05","9300","9370","9250","9330","1133300","9330"
"2006-10-06","9380","9420","9330","9370","973900","9370"
"2006-10-10","9320","9530","9320","9380","1728300","9380"
"2006-10-11","9320","9400","9170","9250","1084000","9250"
"2006-10-12","9180","9250","9100","9120","1065000","9120"
"2006-10-13","9120","9270","9100","9240","2986900","9240"
"2006-10-16","9340","9340","9240","9310","876500","9310"
"2006-10-17","9410","9560","9370","9540","1700400","9540"
"2006-10-18","9550","9670","9510","9650","1921700","9650"
"2006-10-19","9660","9660","9410","9450","1145000","9450"
"2006-10-20","9430","9530","9410","9500","1042700","9500"
"2006-10-23","9490","9490","9400","9430","972300","9430"
"2006-10-24","9500","9570","9480","9480","585700","9480"
"2006-10-25","9550","9560","9410","9440","531600","9440"
"2006-10-26","9550","9640","9530","9570","712000","9570"
"2006-10-27","9650","9650","9370","9470","1147000","9470"
"2006-10-30","9550","9730","9550","9560","1879000","9560"
"2006-10-31","9660","10240","9660","10150","3753500","10150"
"2006-11-01","10160","10500","10070","10390","2566900","10390"
"2006-11-02","10390","10470","10260","10380","1532800","10380"
"2006-11-06","10350","10530","10260","10490","1162300","10490"
"2006-11-07","10670","10760","10550","10590","1760600","10590"
"2006-11-08","10600","10620","10450","10580","1056000","10580"
"2006-11-09","10640","10640","10380","10490","801800","10490"
"2006-11-10","10430","10590","10330","10450","1547300","10450"
"2006-11-13","10280","10420","10230","10360","869800","10360"
"2006-11-14","10560","10690","10510","10640","926000","10640"
"2006-11-15","10650","10820","10580","10720","1015100","10720"
"2006-11-16","10750","10810","10600","10680","715800","10680"
"2006-11-17","10690","10830","10610","10650","1103700","10650"
"2006-11-20","10510","10600","10320","10320","1485800","10320"
"2006-11-21","10240","10560","10230","10460","1144300","10460"
"2006-11-22","10380","10540","10280","10540","939300","10540"
"2006-11-24","10540","10620","10460","10550","1086900","10550"
"2006-11-27","10480","10670","10480","10520","965500","10520"
"2006-11-28","10320","10440","10260","10420","1016600","10420"
"2006-11-29","10430","10530","10360","10430","1356000","10430"
"2006-11-30","10630","10630","10440","10550","998200","10550"
"2006-12-01","10600","10760","10510","10720","1013100","10720"
"2006-12-04","10690","10690","10530","10600","863500","10600"
"2006-12-05","10700","10810","10600","10640","1157300","10640"
"2006-12-06","10630","10710","10480","10550","1427300","10550"
"2006-12-07","10560","10760","10520","10690","985700","10690"
"2006-12-08","10490","10790","10490","10640","3653200","10640"
"2006-12-11","10570","10800","10550","10740","792700","10740"
"2006-12-12","10800","10960","10780","10960","1322100","10960"
"2006-12-13","10970","11090","10930","10990","1153600","10990"
"2006-12-14","10830","11030","10810","11030","639700","11030"
"2006-12-15","11200","11280","11120","11170","950600","11170"
"2006-12-18","11370","11370","11270","11300","720900","11300"
"2006-12-19","11300","11550","11260","11310","1492300","11310"
"2006-12-20","11310","11480","11310","11320","1356500","11320"
"2006-12-21","11360","11500","11330","11470","1018800","11470"
"2006-12-22","11430","11720","11420","11700","1314900","11700"
"2006-12-25","11700","11750","11590","11650","479200","11650"
"2006-12-26","11660","11820","11650","11790","637800","11790"
"2006-12-27","11850","11850","11770","11810","514200","11810"
"2006-12-28","11880","11890","11690","11730","514400","11730"
"2006-12-29","11690","11780","11680","11720","229300","11720"
