6954 東証1部 ファナック(株)（電気機器）,,,,,
"2004-04-16","6570","6670","6510","6610","728800","6610"
"2004-04-19","6680","6680","6520","6610","585000","6610"
"2004-04-20","6660","6780","6570","6730","960900","6730"
"2004-04-21","6830","6860","6760","6800","1588900","6800"
"2004-04-22","6900","6910","6740","6850","1009600","6850"
"2004-04-23","6910","7160","6870","7110","2480500","7110"
"2004-04-26","7210","7240","7110","7200","1361800","7200"
"2004-04-27","7150","7160","7010","7060","1098000","7060"
"2004-04-28","7140","7150","6970","7010","951500","7010"
"2004-04-30","6680","6790","6660","6760","1077300","6760"
"2004-05-06","6800","6810","6650","6710","778400","6710"
"2004-05-07","6610","6720","6570","6570","819700","6570"
"2004-05-10","6520","6630","6300","6380","1173100","6380"
"2004-05-11","6340","6410","6210","6340","1441400","6340"
"2004-05-12","6400","6410","6260","6390","891400","6390"
"2004-05-13","6360","6360","6200","6200","858900","6200"
"2004-05-14","6100","6170","6050","6130","1775800","6130"
"2004-05-17","6150","6200","6050","6050","816100","6050"
"2004-05-18","6020","6130","5990","6070","1419100","6070"
"2004-05-19","6150","6330","6110","6230","1173100","6230"
"2004-05-20","6320","6330","6100","6200","934900","6200"
"2004-05-21","6170","6280","6150","6260","595000","6260"
"2004-05-24","6220","6290","6180","6260","758200","6260"
"2004-05-25","6200","6200","6020","6060","1268400","6060"
"2004-05-26","6200","6260","6150","6180","692500","6180"
"2004-05-27","6280","6410","6230","6370","1373100","6370"
"2004-05-28","6500","6540","6450","6450","1550000","6450"
"2004-05-31","6520","6530","6450","6500","755600","6500"
"2004-06-01","6400","6500","6370","6450","658500","6450"
"2004-06-02","6490","6490","6310","6360","671500","6360"
"2004-06-03","6410","6460","6150","6180","800300","6180"
"2004-06-04","6170","6250","6140","6230","726100","6230"
"2004-06-07","6300","6450","6280","6360","912400","6360"
"2004-06-08","6440","6440","6320","6350","665300","6350"
"2004-06-09","6300","6350","6210","6210","639700","6210"
"2004-06-10","6220","6490","6180","6400","1597500","6400"
"2004-06-11","6470","6470","6320","6340","2362500","6340"
"2004-06-14","6440","6440","6310","6310","475700","6310"
"2004-06-15","6280","6330","6200","6220","750500","6220"
"2004-06-16","6320","6430","6250","6380","667700","6380"
"2004-06-17","6310","6370","6270","6360","602400","6360"
"2004-06-18","6260","6300","6150","6150","643800","6150"
"2004-06-21","6230","6420","6200","6360","747100","6360"
"2004-06-22","6320","6340","6210","6310","587600","6310"
"2004-06-23","6320","6380","6260","6310","608400","6310"
"2004-06-24","6400","6450","6370","6450","912700","6450"
"2004-06-25","6480","6610","6460","6610","1125200","6610"
"2004-06-28","6650","6690","6600","6640","727200","6640"
"2004-06-29","6560","6640","6560","6620","337700","6620"
"2004-06-30","6600","6630","6490","6510","688700","6510"
"2004-07-01","6610","6710","6610","6700","905000","6700"
"2004-07-02","6600","6610","6540","6600","502900","6600"
"2004-07-05","6540","6630","6500","6550","723100","6550"
"2004-07-06","6520","6590","6480","6480","412900","6480"
"2004-07-07","6320","6470","6320","6400","654000","6400"
"2004-07-08","6400","6450","6320","6360","842300","6360"
"2004-07-09","6260","6400","6260","6400","824000","6400"
"2004-07-12","6500","6510","6400","6470","375100","6470"
"2004-07-13","6470","6480","6420","6470","451100","6470"
"2004-07-14","6570","6570","6330","6330","616700","6330"
"2004-07-15","6360","6430","6310","6350","483200","6350"
"2004-07-16","6330","6440","6310","6440","337400","6440"
"2004-07-20","6320","6340","6160","6200","717800","6200"
"2004-07-21","6290","6400","6260","6390","989800","6390"
"2004-07-22","6340","6340","6260","6330","688700","6330"
"2004-07-23","6380","6380","6270","6290","573600","6290"
"2004-07-26","6220","6310","6210","6310","422800","6310"
"2004-07-27","6210","6310","6180","6200","513500","6200"
"2004-07-28","6300","6380","6280","6340","490800","6340"
"2004-07-29","6350","6360","6210","6320","501100","6320"
"2004-07-30","6420","6420","6350","6420","463100","6420"
"2004-08-02","6340","6380","6230","6300","536700","6300"
"2004-08-03","6310","6330","6220","6250","490600","6250"
"2004-08-04","6240","6270","6180","6220","641600","6220"
"2004-08-05","6320","6350","6270","6300","527600","6300"
"2004-08-06","6200","6240","6180","6240","580700","6240"
"2004-08-09","6130","6230","6090","6190","733400","6190"
"2004-08-10","6100","6200","6100","6160","837200","6160"
"2004-08-11","6200","6220","6100","6120","728200","6120"
"2004-08-12","6080","6140","6080","6120","386300","6120"
"2004-08-13","6000","6040","5950","5950","974700","5950"
"2004-08-16","5900","5940","5790","5930","675300","5930"
"2004-08-17","5940","5990","5910","5910","550100","5910"
"2004-08-18","5920","5950","5850","5950","473900","5950"
"2004-08-19","5970","6010","5950","6000","382500","6000"
"2004-08-20","6000","6100","5980","5990","647100","5990"
"2004-08-23","6000","6030","5970","5980","544000","5980"
"2004-08-24","5880","5910","5760","5790","1740800","5790"
"2004-08-25","5760","5850","5710","5820","1122600","5820"
"2004-08-26","5910","5920","5870","5910","765000","5910"
"2004-08-27","5910","5940","5860","5930","428600","5930"
"2004-08-30","5910","5940","5890","5910","462600","5910"
"2004-08-31","5880","5910","5820","5840","597700","5840"
"2004-09-01","5940","5950","5900","5920","557900","5920"
"2004-09-02","5960","5990","5930","5970","421500","5970"
"2004-09-03","5980","5990","5820","5820","602900","5820"
"2004-09-06","5900","6010","5850","5990","484200","5990"
"2004-09-07","6020","6040","5970","6040","417400","6040"
"2004-09-08","6100","6120","6050","6050","519600","6050"
"2004-09-09","6090","6140","6000","6050","955300","6050"
"2004-09-10","5950","5950","5820","5900","3306300","5900"
"2004-09-13","5920","6070","5920","6070","611100","6070"
"2004-09-14","6020","6070","6010","6040","352100","6040"
"2004-09-15","6050","6070","5980","6020","460800","6020"
"2004-09-16","5990","6030","5970","6030","536300","6030"
"2004-09-17","6030","6050","5960","6020","1020900","6020"
"2004-09-21","6070","6070","6040","6060","377600","6060"
"2004-09-22","6070","6090","5980","6020","619900","6020"
"2004-09-24","5980","5990","5830","5880","750100","5880"
"2004-09-27","5870","5920","5780","5860","419600","5860"
"2004-09-28","5880","5970","5860","5930","763100","5930"
"2004-09-29","5900","5910","5820","5860","700500","5860"
"2004-09-30","5870","5930","5800","5800","844000","5800"
"2004-10-01","5880","5910","5860","5860","553100","5860"
"2004-10-04","5960","6150","5930","6110","840100","6110"
"2004-10-05","6120","6140","6050","6100","478100","6100"
"2004-10-06","6050","6240","6050","6230","870200","6230"
"2004-10-07","6150","6210","6130","6150","359600","6150"
"2004-10-08","6090","6200","6090","6160","1070700","6160"
"2004-10-12","6120","6230","6120","6180","1096400","6180"
"2004-10-13","6250","6330","6250","6250","908300","6250"
"2004-10-14","6150","6220","6140","6140","551000","6140"
"2004-10-15","6110","6210","6110","6180","617500","6180"
"2004-10-18","6240","6240","6180","6230","281200","6230"
"2004-10-19","6230","6340","6210","6270","628200","6270"
"2004-10-20","6210","6230","6150","6170","677100","6170"
"2004-10-21","6170","6250","6110","6160","477700","6160"
"2004-10-22","6150","6260","6130","6220","447700","6220"
"2004-10-25","6050","6150","6020","6100","622200","6100"
"2004-10-26","6050","6110","6050","6100","487900","6100"
"2004-10-27","6150","6210","6100","6130","438200","6130"
"2004-10-28","6330","6490","6320","6450","2409500","6450"
"2004-10-29","6380","6450","6340","6400","817500","6400"
"2004-11-01","6330","6450","6330","6450","467400","6450"
"2004-11-02","6500","6540","6480","6530","934700","6530"
"2004-11-04","6450","6570","6450","6540","717900","6540"
"2004-11-05","6600","6630","6560","6620","852800","6620"
"2004-11-08","6650","6650","6510","6520","639700","6520"
"2004-11-09","6470","6580","6470","6550","407700","6550"
"2004-11-10","6560","6640","6540","6640","580600","6640"
"2004-11-11","6660","6700","6490","6510","1013200","6510"
"2004-11-12","6510","6670","6500","6650","1402400","6650"
"2004-11-15","6710","6780","6650","6780","785500","6780"
"2004-11-16","6780","6780","6650","6670","468700","6670"
"2004-11-17","6670","6720","6640","6660","577300","6660"
"2004-11-18","6690","6740","6590","6620","715200","6620"
"2004-11-19","6690","6770","6660","6680","633800","6680"
"2004-11-22","6560","6580","6420","6490","806200","6490"
"2004-11-24","6500","6570","6480","6520","426800","6520"
"2004-11-25","6420","6500","6420","6500","464100","6500"
"2004-11-26","6470","6510","6400","6450","385200","6450"
"2004-11-29","6400","6530","6390","6480","713400","6480"
"2004-11-30","6410","6480","6360","6430","675000","6430"
"2004-12-01","6290","6390","6260","6320","587100","6320"
"2004-12-02","6440","6530","6440","6520","540000","6520"
"2004-12-03","6600","6620","6540","6580","486700","6580"
"2004-12-06","6520","6570","6500","6500","320200","6500"
"2004-12-07","6440","6500","6380","6390","444800","6390"
"2004-12-08","6360","6450","6350","6390","677100","6390"
"2004-12-09","6350","6430","6220","6250","923200","6250"
"2004-12-10","6150","6300","6150","6240","4098200","6240"
"2004-12-13","6290","6300","6240","6240","589400","6240"
"2004-12-14","6320","6390","6270","6320","757100","6320"
"2004-12-15","6380","6430","6330","6380","664100","6380"
"2004-12-16","6300","6360","6260","6320","749400","6320"
"2004-12-17","6320","6450","6310","6350","855400","6350"
"2004-12-20","6330","6430","6310","6410","976600","6410"
"2004-12-21","6410","6480","6410","6430","524200","6430"
"2004-12-22","6500","6540","6470","6480","665200","6480"
"2004-12-24","6550","6610","6520","6590","609200","6590"
"2004-12-27","6630","6630","6560","6600","283300","6600"
"2004-12-28","6550","6670","6550","6670","409500","6670"
"2004-12-29","6710","6740","6660","6660","621200","6660"
"2004-12-30","6730","6740","6700","6700","203500","6700"
