6954 東証1部 ファナック(株)（電気機器）,,,,,
"2010-07-27","10470","10560","10380","10400","1362700","10400"
"2010-07-28","10120","10410","10110","10360","3104500","10360"
"2010-07-29","10270","10740","10250","10590","2581400","10590"
"2010-07-30","10600","10600","10190","10210","1668600","10210"
"2010-08-02","10270","10310","10150","10190","1055700","10190"
"2010-08-03","10440","10460","10270","10390","1060800","10390"
"2010-08-04","10210","10250","10000","10010","1471700","10010"
"2010-08-05","10380","10400","10260","10380","1558700","10380"
"2010-08-06","10300","10340","10170","10260","935000","10260"
"2010-08-09","10140","10260","10110","10170","914600","10170"
"2010-08-10","10250","10300","10000","10110","1039600","10110"
"2010-08-11","9900","9980","9660","9670","1758300","9670"
"2010-08-12","9500","9700","9410","9690","2244000","9690"
"2010-08-13","9650","9770","9510","9600","1775500","9600"
"2010-08-16","9350","9460","9320","9420","1209100","9420"
"2010-08-17","9270","9460","9250","9370","997700","9370"
"2010-08-18","9510","9570","9360","9450","1130900","9450"
"2010-08-19","9440","9690","9420","9630","1248700","9630"
"2010-08-20","9480","9570","9360","9360","1400500","9360"
"2010-08-23","9350","9440","9280","9360","1257200","9360"
"2010-08-24","9260","9390","9210","9250","1414500","9250"
"2010-08-25","9120","9230","9020","9090","1679400","9090"
"2010-08-26","9140","9310","9090","9210","1509400","9210"
"2010-08-27","9070","9410","9070","9350","1309500","9350"
"2010-08-30","9580","9650","9410","9460","1201800","9460"
"2010-08-31","9270","9290","9020","9020","1346500","9020"
"2010-09-01","9150","9200","9100","9200","1332900","9200"
"2010-09-02","9340","9350","9170","9310","1815200","9310"
"2010-09-03","9340","9370","9240","9350","1552500","9350"
"2010-09-06","9500","9650","9450","9630","1509900","9630"
"2010-09-07","9560","9790","9540","9570","1221700","9570"
"2010-09-08","9420","9520","9400","9460","1486400","9460"
"2010-09-09","9530","9610","9500","9550","754600","9550"
"2010-09-10","9550","9700","9520","9700","2873800","9700"
"2010-09-13","9830","9930","9820","9850","1162400","9850"
"2010-09-14","9840","9880","9680","9740","1056900","9740"
"2010-09-15","9640","10190","9550","10060","2884300","10060"
"2010-09-16","10250","10280","10150","10220","1980300","10220"
"2010-09-17","10290","10320","10210","10270","1137700","10270"
"2010-09-21","10720","10740","10510","10590","2285500","10590"
"2010-09-22","10480","10580","10450","10520","1706500","10520"
"2010-09-24","10350","10640","10320","10400","2250600","10400"
"2010-09-27","10460","10740","10460","10730","1305200","10730"
"2010-09-28","10790","11060","10770","10890","2640500","10890"
"2010-09-29","10980","11000","10880","10940","2375600","10940"
"2010-09-30","10860","10920","10600","10630","1868900","10630"
"2010-10-01","10710","10830","10630","10640","1828900","10640"
"2010-10-04","10750","10950","10730","10740","1757200","10740"
"2010-10-05","10740","10990","10710","10950","1985100","10950"
"2010-10-06","11100","11140","10900","11030","1814000","11030"
"2010-10-07","11030","11030","10830","10850","1529500","10850"
"2010-10-08","10850","10850","10600","10650","2034900","10650"
"2010-10-12","10750","10920","10720","10760","1968400","10760"
"2010-10-13","10920","11060","10900","11010","1972900","11010"
"2010-10-14","11080","11330","11070","11250","1695000","11250"
"2010-10-15","11320","11370","11170","11310","1622700","11310"
"2010-10-18","11190","11340","11170","11220","1278400","11220"
"2010-10-19","11240","11440","11240","11420","1209600","11420"
"2010-10-20","11200","11220","11070","11190","1623300","11190"
"2010-10-21","11360","11420","11180","11220","1934900","11220"
"2010-10-22","11330","11340","11260","11310","892200","11310"
"2010-10-25","11330","11390","11240","11250","612300","11250"
"2010-10-26","11240","11250","11060","11120","911900","11120"
"2010-10-27","11190","11540","11060","11230","2819000","11230"
"2010-10-28","11310","11960","11290","11850","3070200","11850"
"2010-10-29","11690","11860","11650","11650","1786300","11650"
"2010-11-01","11660","12000","11590","11630","950200","11630"
"2010-11-02","11680","11770","11540","11610","1075200","11610"
"2010-11-04","11800","11800","11620","11730","1307000","11730"
"2010-11-05","11800","12110","11800","12050","2023600","12050"
"2010-11-08","12280","12440","12220","12420","1517400","12420"
"2010-11-09","12400","12440","12240","12300","1310400","12300"
"2010-11-10","12300","12440","12100","12320","1306800","12320"
"2010-11-11","12390","12440","12260","12390","998400","12390"
"2010-11-12","12370","12400","12000","12020","1429300","12020"
"2010-11-15","12080","12230","12010","12220","764300","12220"
"2010-11-16","12260","12300","11860","11890","1907000","11890"
"2010-11-17","11650","11960","11650","11940","1367100","11940"
"2010-11-18","11840","12010","11710","12000","1699200","12000"
"2010-11-19","12200","12240","11910","11940","1356300","11940"
"2010-11-22","12200","12200","12050","12050","970000","12050"
"2010-11-24","11650","12030","11650","11970","1459500","11970"
"2010-11-25","12100","12220","11980","12180","1150900","12180"
"2010-11-26","12170","12280","12090","12090","743900","12090"
"2010-11-29","12210","12250","12060","12220","795700","12220"
"2010-11-30","12150","12180","11970","11990","1227700","11990"
"2010-12-01","12000","12220","12000","12200","1370700","12200"
"2010-12-02","12430","12460","12340","12390","1372300","12390"
"2010-12-03","12510","12700","12490","12550","1406300","12550"
"2010-12-06","12630","12640","12390","12450","762100","12450"
"2010-12-07","12410","12500","12310","12440","850400","12440"
"2010-12-08","12490","12560","12410","12440","1011900","12440"
"2010-12-09","12670","12670","12530","12590","781700","12590"
"2010-12-10","12820","12820","12350","12350","4245000","12350"
"2010-12-13","12300","12530","12270","12530","807200","12530"
"2010-12-14","12490","12580","12420","12540","829100","12540"
"2010-12-15","12690","12690","12510","12580","1173500","12580"
"2010-12-16","12550","12580","12400","12460","976500","12460"
"2010-12-17","12550","12550","12310","12370","1274600","12370"
"2010-12-20","12370","12390","12150","12150","1148600","12150"
"2010-12-21","12280","12460","12260","12420","1056000","12420"
"2010-12-22","12430","12490","12320","12350","760500","12350"
"2010-12-24","12220","12390","12190","12320","796600","12320"
"2010-12-27","12330","12520","12310","12500","826900","12500"
"2010-12-28","12480","12620","12430","12550","1025100","12550"
"2010-12-29","12510","12620","12470","12620","504600","12620"
"2010-12-30","12550","12600","12400","12470","825300","12470"
