6954 東証1部 ファナック(株)（電気機器）,,,,,
"2012-03-27","15220","15510","15210","15510","1166100","15510"
"2012-03-28","15410","15480","15240","15390","815800","15390"
"2012-03-29","15290","15310","15070","15110","923800","15110"
"2012-03-30","14960","14970","14600","14680","1946600","14680"
"2012-04-02","14700","15140","14700","14970","1374600","14970"
"2012-04-03","14870","15030","14820","14910","603800","14910"
"2012-04-04","14910","14960","14600","14600","961100","14600"
"2012-04-05","14400","14590","14290","14510","1388100","14510"
"2012-04-06","14320","14380","14120","14180","974100","14180"
"2012-04-09","13970","14170","13940","13970","762700","13970"
"2012-04-10","13980","14030","13820","13960","1345600","13960"
"2012-04-11","13770","14290","13750","14220","1598000","14220"
"2012-04-12","14450","14670","14360","14600","1387800","14600"
"2012-04-13","15200","15220","14910","15010","3848400","15010"
"2012-04-16","14860","14860","14580","14600","1038400","14600"
"2012-04-17","14560","14660","14420","14570","906600","14570"
"2012-04-18","14940","15050","14830","14970","962600","14970"
"2012-04-19","14710","14870","14710","14790","1031600","14790"
"2012-04-20","14700","14810","14620","14670","837900","14670"
"2012-04-23","14770","14840","14510","14530","762700","14530"
"2012-04-24","14410","14450","14230","14410","1035100","14410"
"2012-04-25","14690","14840","14640","14800","1248600","14800"
"2012-04-26","14100","14150","13710","13900","2825500","13900"
"2012-04-27","13880","14040","13570","13590","1917800","13590"
"2012-05-01","13650","13790","13530","13550","851900","13550"
"2012-05-02","13730","13970","13670","13870","1032400","13870"
"2012-05-07","13420","13590","13390","13480","1220600","13480"
"2012-05-08","13540","13700","13500","13630","844400","13630"
"2012-05-09","13470","13520","13320","13330","883400","13330"
"2012-05-10","13200","13460","13170","13290","975300","13290"
"2012-05-11","13320","13490","13310","13360","1147900","13360"
"2012-05-14","13580","13770","13450","13600","705500","13600"
"2012-05-15","13450","13520","13330","13390","879600","13390"
"2012-05-16","13400","13470","13110","13230","1055700","13230"
"2012-05-17","13300","13410","13140","13370","923100","13370"
"2012-05-18","13010","13080","12860","12860","1147800","12860"
"2012-05-21","12870","13310","12870","13050","1035600","13050"
"2012-05-22","13400","13570","13360","13530","1014400","13530"
"2012-05-23","13530","13530","13200","13250","994500","13250"
"2012-05-24","13250","13430","13170","13360","1090000","13360"
"2012-05-25","13460","13460","13270","13360","624300","13360"
"2012-05-28","13400","13630","13390","13630","682000","13630"
"2012-05-29","13590","13880","13480","13880","1004500","13880"
"2012-05-30","13800","13830","13500","13710","851800","13710"
"2012-05-31","13460","13520","13360","13520","1048400","13520"
"2012-06-01","13350","13390","13090","13160","1019900","13160"
"2012-06-04","12760","12910","12680","12890","1276300","12890"
"2012-06-05","12980","13220","12900","13220","1028100","13220"
"2012-06-06","13230","13470","13150","13410","1108400","13410"
"2012-06-07","13550","13750","13510","13730","1082800","13730"
"2012-06-08","13650","13690","13330","13420","3074100","13420"
"2012-06-11","13720","13770","13640","13700","776600","13700"
"2012-06-12","13310","13650","13260","13530","854600","13530"
"2012-06-13","13610","13670","13550","13580","565000","13580"
"2012-06-14","13400","13490","13350","13390","1177300","13390"
"2012-06-15","13380","13480","13220","13300","873100","13300"
"2012-06-18","13620","13640","13370","13420","723900","13420"
"2012-06-19","13250","13330","13100","13170","827300","13170"
"2012-06-20","13170","13210","12880","12960","1683600","12960"
"2012-06-21","12960","13020","12810","12840","1369600","12840"
"2012-06-22","12800","12950","12710","12820","1074100","12820"
"2012-06-25","12780","12830","12570","12620","1080600","12620"
"2012-06-26","12490","12630","12460","12610","920800","12610"
"2012-06-27","12650","12660","12340","12400","1103200","12400"
"2012-06-28","12500","12760","12500","12760","958800","12760"
"2012-06-29","12630","13020","12460","12950","1244500","12950"
"2012-07-02","13120","13120","12840","12840","721800","12840"
"2012-07-03","12980","13140","12940","13080","785600","13080"
"2012-07-04","13230","13300","13200","13290","814500","13290"
"2012-07-05","13250","13510","13240","13470","930000","13470"
"2012-07-06","13420","13460","13150","13220","802000","13220"
"2012-07-09","12990","13100","12730","12740","1012900","12740"
"2012-07-10","12710","12750","12520","12550","1188200","12550"
"2012-07-11","12460","12530","12410","12510","955100","12510"
"2012-07-12","12400","12420","12070","12110","1442400","12110"
"2012-07-13","12100","12450","12100","12410","1562800","12410"
"2012-07-17","12390","12580","12290","12540","918500","12540"
"2012-07-18","12690","12700","12510","12540","643800","12540"
"2012-07-19","12660","12800","12650","12760","943800","12760"
"2012-07-20","12760","12770","12490","12490","808800","12490"
"2012-07-23","12300","12450","12280","12290","659600","12290"
"2012-07-24","12330","12430","12300","12370","657700","12370"
"2012-07-25","12040","12110","11920","12040","1356100","12040"
"2012-07-26","12640","12720","12470","12680","1617200","12680"
"2012-07-27","12950","12960","12590","12690","872200","12690"
"2012-07-30","12870","12870","12650","12730","546800","12730"
"2012-07-31","12250","12310","12110","12210","2253200","12210"
"2012-08-01","11980","11990","11610","11910","2224300","11910"
"2012-08-02","11910","11990","11720","11720","1590200","11720"
"2012-08-03","11500","11630","11240","11580","1807000","11580"
"2012-08-06","11880","12280","11850","12150","1464000","12150"
"2012-08-07","12060","12280","12040","12190","760400","12190"
"2012-08-08","12430","12580","12280","12350","1307300","12350"
"2012-08-09","12320","12680","12280","12570","1224800","12570"
"2012-08-10","12670","12780","12580","12670","1460500","12670"
"2012-08-13","12600","12630","12470","12520","383500","12520"
"2012-08-14","12560","12710","12320","12380","742300","12380"
"2012-08-15","12480","12640","12430","12580","645700","12580"
"2012-08-16","12800","13140","12780","13120","1163400","13120"
"2012-08-17","13230","13440","13220","13410","1205400","13410"
"2012-08-20","13460","13540","13280","13370","868600","13370"
"2012-08-21","13310","13350","13150","13170","686800","13170"
"2012-08-22","13190","13280","13140","13230","715400","13230"
"2012-08-23","13110","13330","13040","13280","892000","13280"
"2012-08-24","13010","13100","12970","13000","771600","13000"
"2012-08-27","13170","13180","12980","12980","732500","12980"
"2012-08-28","13120","13120","12840","13000","1010000","13000"
"2012-08-29","13000","13230","12970","13140","744600","13140"
"2012-08-30","13070","13090","12920","12980","769400","12980"
"2012-08-31","12870","13020","12780","12790","869200","12790"
"2012-09-03","12790","12860","12560","12650","692900","12650"
"2012-09-04","12690","12840","12630","12800","755500","12800"
"2012-09-05","12830","12880","12540","12550","911100","12550"
"2012-09-06","12550","12650","12480","12600","879600","12600"
"2012-09-07","13000","13000","12850","12930","1129300","12930"
"2012-09-10","12980","13120","12860","13100","736800","13100"
"2012-09-11","13000","13010","12850","12890","773800","12890"
"2012-09-12","12930","13180","12880","13170","829500","13170"
"2012-09-13","13180","13450","13170","13410","872700","13410"
"2012-09-14","13540","13720","13420","13660","2546100","13660"
"2012-09-18","13670","13910","13620","13890","1561000","13890"
"2012-09-19","13990","14140","13880","13990","1128500","13990"
"2012-09-20","13960","13990","13680","13730","1439800","13730"
"2012-09-21","13790","13810","13600","13620","1094900","13620"
"2012-09-24","13500","13580","13410","13450","1112200","13450"
"2012-09-25","13230","13250","12920","13000","1664600","13000"
"2012-09-26","12710","12720","12520","12610","1376600","12610"
"2012-09-27","12520","12700","12460","12690","1118800","12690"
"2012-09-28","12750","12800","12530","12580","1051700","12580"
"2012-10-01","12590","12770","12460","12570","761400","12570"
"2012-10-02","12700","12750","12590","12610","590600","12610"
"2012-10-03","12620","12730","12570","12640","668100","12640"
"2012-10-04","12690","12880","12540","12860","892500","12860"
"2012-10-05","12890","12970","12770","12890","615100","12890"
"2012-10-09","12950","12950","12670","12690","663400","12690"
"2012-10-10","12440","12540","12340","12450","916500","12450"
"2012-10-11","12150","12300","12080","12120","1466200","12120"
"2012-10-12","12020","12240","12020","12170","1662300","12170"
"2012-10-15","12150","12450","12110","12380","1168300","12380"
"2012-10-16","12470","12480","12330","12400","835900","12400"
"2012-10-17","12560","12750","12540","12640","1278100","12640"
"2012-10-18","12620","12890","12590","12790","1286700","12790"
"2012-10-19","12800","13290","12800","13290","1639300","13290"
"2012-10-22","12990","13000","12840","12960","1104100","12960"
"2012-10-23","13000","13210","12980","13200","1419900","13200"
"2012-10-24","12900","13200","12850","13040","963200","13040"
"2012-10-25","12900","12980","12820","12970","1083500","12970"
"2012-10-26","12480","12780","12390","12570","1829300","12570"
"2012-10-29","12620","12660","12520","12630","650400","12630"
"2012-10-30","12700","12850","12510","12510","885900","12510"
"2012-10-31","12780","12870","12700","12710","803700","12710"
"2012-11-01","12850","12900","12670","12860","748300","12860"
"2012-11-02","13200","13370","13140","13350","1363500","13350"
"2012-11-05","13310","13420","13220","13310","654100","13310"
"2012-11-06","13240","13350","13230","13330","658400","13330"
"2012-11-07","13300","13430","13120","13140","954700","13140"
"2012-11-08","12900","13000","12800","12840","863800","12840"
"2012-11-09","12670","12780","12560","12680","881000","12680"
"2012-11-12","12620","12690","12580","12600","434000","12600"
"2012-11-13","12790","12840","12570","12700","646500","12700"
"2012-11-14","12630","12690","12480","12500","669800","12500"
"2012-11-15","12500","12880","12480","12880","906700","12880"
"2012-11-16","13050","13400","13040","13370","1256800","13370"
"2012-11-19","13900","13930","13720","13800","1362600","13800"
"2012-11-20","13910","13930","13640","13700","910200","13700"
"2012-11-21","13820","13890","13680","13830","791200","13830"
"2012-11-22","13930","14000","13850","14000","867300","14000"
"2012-11-26","14000","14230","14000","14040","855000","14040"
"2012-11-27","13800","14170","13800","14090","973500","14090"
"2012-11-28","13930","13990","13820","13820","639800","13820"
"2012-11-29","13890","14000","13850","13950","746100","13950"
"2012-11-30","13980","14020","13800","13900","877000","13900"
"2012-12-03","13910","14080","13860","13940","831500","13940"
"2012-12-04","13880","13990","13840","13890","467200","13890"
"2012-12-05","13790","14060","13760","13990","760400","13990"
"2012-12-06","14150","14280","14050","14230","1094400","14230"
"2012-12-07","14290","14450","14250","14300","809200","14300"
"2012-12-10","14420","14430","14230","14300","504800","14300"
"2012-12-11","14280","14300","14110","14240","628500","14240"
"2012-12-12","14400","14410","14300","14340","888900","14340"
"2012-12-13","14500","15020","14470","15000","1731800","15000"
"2012-12-14","14970","15140","14850","15040","3347300","15040"
"2012-12-17","15430","15490","15220","15250","1285500","15250"
"2012-12-18","15140","15340","15080","15130","1022500","15130"
"2012-12-19","15130","15400","15080","15400","1620000","15400"
"2012-12-20","15160","15350","15070","15070","1703500","15070"
"2012-12-21","15230","15260","14810","14830","1322600","14830"
"2012-12-25","15110","15230","15010","15150","689800","15150"
"2012-12-26","15300","15560","15230","15560","1060000","15560"
"2012-12-27","15560","15870","15510","15730","1027900","15730"
"2012-12-28","15940","16030","15880","15920","1018300","15920"
