6954 東証1部 ファナック(株)（電気機器）,,,,,
"2013-07-17","15150","15160","14980","15060","931300","15060"
"2013-07-18","15090","15200","15020","15200","913700","15200"
"2013-07-19","15370","15440","14820","14940","1192100","14940"
"2013-07-22","15180","15200","14860","14970","604800","14970"
"2013-07-23","14830","15240","14770","15180","756000","15180"
"2013-07-24","15110","15180","14990","15130","406500","15130"
"2013-07-25","15140","15280","14930","14930","770000","14930"
"2013-07-26","14700","14750","14520","14600","1236000","14600"
"2013-07-29","14900","15250","14870","14910","2361200","14910"
"2013-07-30","14900","15020","14730","14950","1083200","14950"
"2013-07-31","15040","15050","14700","14860","1020300","14860"
"2013-08-01","14860","15490","14790","15480","1086200","15480"
"2013-08-02","15600","15990","15580","15990","1139200","15990"
"2013-08-05","15740","15810","15590","15660","645200","15660"
"2013-08-06","15730","15840","15380","15830","732500","15830"
"2013-08-07","15440","15590","15160","15170","1037000","15170"
"2013-08-08","15210","15600","14960","15010","942000","15010"
"2013-08-09","14990","15160","14880","14990","1274500","14990"
"2013-08-12","14950","15210","14850","15010","534000","15010"
"2013-08-13","15170","15200","14940","15050","644400","15050"
"2013-08-14","15160","15440","15100","15430","876200","15430"
"2013-08-15","15240","15340","15010","15090","698800","15090"
"2013-08-16","15000","15130","14880","15020","562800","15020"
"2013-08-19","15010","15080","14830","15080","401400","15080"
"2013-08-20","14860","15030","14640","14680","822900","14680"
"2013-08-21","14700","14890","14560","14830","797200","14830"
"2013-08-22","14690","14820","14510","14670","639700","14670"
"2013-08-23","14860","15080","14710","14940","841500","14940"
"2013-08-26","15070","15160","14960","15070","589600","15070"
"2013-08-27","15050","15140","14860","14980","466900","14980"
"2013-08-28","14700","15000","14620","14940","658200","14940"
"2013-08-29","14850","15000","14770","15000","658700","15000"
"2013-08-30","15190","15300","14860","15010","800600","15010"
"2013-09-02","15150","15460","15100","15420","806000","15420"
"2013-09-03","15550","15960","15520","15950","1197700","15950"
"2013-09-04","15960","16060","15790","16020","767400","16020"
"2013-09-05","16010","16200","15880","16130","962600","16130"
"2013-09-06","16180","16230","15970","16080","730200","16080"
"2013-09-09","16670","16670","16340","16580","901600","16580"
"2013-09-10","16600","16690","16480","16580","854900","16580"
"2013-09-11","16580","16800","16400","16560","997500","16560"
"2013-09-12","16480","16680","16430","16560","680400","16560"
"2013-09-13","16470","16710","16430","16620","2419600","16620"
"2013-09-17","16500","16680","16480","16480","603800","16480"
"2013-09-18","16730","17060","16600","16880","991400","16880"
"2013-09-19","17000","17260","16640","17100","1192700","17100"
"2013-09-20","17010","17020","16780","16890","1096600","16890"
"2013-09-24","16620","16910","16610","16840","660900","16840"
"2013-09-25","16800","16900","16560","16560","1095500","16560"
"2013-09-26","16440","16790","16110","16790","1492100","16790"
"2013-09-27","16740","16790","16560","16640","834700","16640"
"2013-09-30","16120","16450","16120","16210","820500","16210"
"2013-10-01","16330","16530","16230","16350","683000","16350"
"2013-10-02","16290","16410","15850","15890","1211400","15890"
"2013-10-03","15980","15990","15710","15730","1094700","15730"
"2013-10-04","15690","15950","15630","15730","998700","15730"
"2013-10-07","15700","15710","15350","15410","953800","15410"
"2013-10-08","15420","15440","15150","15330","924800","15330"
"2013-10-09","15340","15690","15250","15690","872800","15690"
"2013-10-10","15700","16030","15590","16010","847900","16010"
"2013-10-11","16370","16780","16260","16730","2177300","16730"
"2013-10-15","16780","16830","16600","16740","770900","16740"
"2013-10-16","16740","16930","16650","16920","754900","16920"
"2013-10-17","17050","17200","16860","16990","970100","16990"
"2013-10-18","16990","17070","16710","16740","987000","16740"
"2013-10-21","16890","16970","16700","16800","644600","16800"
"2013-10-22","16710","16710","16570","16630","632500","16630"
"2013-10-23","16700","16770","16250","16250","982800","16250"
"2013-10-24","16130","16380","16070","16340","914200","16340"
"2013-10-25","16340","16420","15910","15910","928800","15910"
"2013-10-28","16190","16450","16030","16450","641500","16450"
"2013-10-29","16370","16450","16150","16160","758900","16160"
"2013-10-30","15980","15990","15600","15780","2815400","15780"
"2013-10-31","15790","15960","15680","15720","1108300","15720"
"2013-11-01","15690","15720","15180","15270","1408900","15270"
"2013-11-05","15480","15480","15070","15130","992900","15130"
"2013-11-06","15130","15460","15110","15360","943900","15360"
"2013-11-07","15460","15490","15240","15310","1039500","15310"
"2013-11-08","15000","15450","15000","15390","1086100","15390"
"2013-11-11","15700","15730","15470","15550","1041000","15550"
"2013-11-12","15690","15940","15530","15920","1009600","15920"
"2013-11-13","15890","16040","15850","16000","941300","16000"
"2013-11-14","16200","16700","16140","16510","2116500","16510"
"2013-11-15","16720","16800","16530","16730","1685100","16730"
"2013-11-18","16810","16850","16580","16640","1170400","16640"
"2013-11-19","16640","16870","16610","16850","993000","16850"
"2013-11-20","16790","16830","16620","16680","1003300","16680"
"2013-11-21","16820","17080","16760","16980","1335000","16980"
"2013-11-22","17140","17150","16820","16930","1394200","16930"
"2013-11-25","17040","17360","16980","17320","1197500","17320"
"2013-11-26","17240","17300","16980","16990","1255100","16990"
"2013-11-27","16800","17070","16790","16970","845200","16970"
"2013-11-28","17200","17270","17090","17260","889800","17260"
"2013-11-29","17160","17290","16940","17240","896700","17240"
"2013-12-02","17230","17270","17020","17170","652000","17170"
"2013-12-03","17230","17320","17030","17140","1238800","17140"
"2013-12-04","16930","17110","16660","16680","1271300","16680"
"2013-12-05","16600","16730","16330","16360","1146500","16360"
"2013-12-06","16200","16580","16170","16530","846700","16530"
"2013-12-09","16930","16970","16820","16950","841100","16950"
"2013-12-10","16980","17000","16830","16920","759200","16920"
"2013-12-11","16750","16870","16610","16780","720400","16780"
"2013-12-12","16550","16710","16470","16680","898100","16680"
"2013-12-13","16680","17070","16600","16910","3291000","16910"
"2013-12-16","16990","17170","16900","17020","1243900","17020"
"2013-12-17","17170","17310","17090","17300","1278800","17300"
"2013-12-18","17270","17940","17250","17940","1978600","17940"
"2013-12-19","18700","18780","18550","18680","2102800","18680"
"2013-12-20","18680","18800","18610","18800","1248600","18800"
"2013-12-24","18810","19460","18790","19130","1930800","19130"
"2013-12-25","18910","19150","18830","19130","1183200","19130"
"2013-12-26","19210","19430","19200","19380","883900","19380"
"2013-12-27","19350","19390","18970","19120","982000","19120"
"2013-12-30","19360","19360","19010","19250","964500","19250"
