6954 東証1部 ファナック(株)（電気機器）,,,,,
"2005-04-05","6830","6870","6780","6800","765200","6800"
"2005-04-06","6830","6880","6810","6830","552000","6830"
"2005-04-07","6850","6860","6770","6810","570000","6810"
"2005-04-08","6880","6960","6840","6900","1491200","6900"
"2005-04-11","6870","6920","6790","6790","622100","6790"
"2005-04-12","6820","6880","6810","6850","914300","6850"
"2005-04-13","6820","6850","6780","6800","628100","6800"
"2005-04-14","6800","6840","6760","6840","590100","6840"
"2005-04-15","6760","6770","6670","6730","925500","6730"
"2005-04-18","6530","6580","6350","6360","1848500","6360"
"2005-04-19","6520","6550","6450","6490","896600","6490"
"2005-04-20","6550","6570","6410","6450","1123300","6450"
"2005-04-21","6300","6430","6210","6340","996700","6340"
"2005-04-22","6440","6510","6390","6390","917300","6390"
"2005-04-25","6390","6410","6310","6370","782800","6370"
"2005-04-26","6340","6360","6300","6320","754300","6320"
"2005-04-27","6260","6350","6260","6310","673400","6310"
"2005-04-28","6280","6290","6160","6200","1452100","6200"
"2005-05-02","6140","6300","6140","6240","609200","6240"
"2005-05-06","6340","6350","6300","6320","623000","6320"
"2005-05-09","6260","6310","6240","6270","598300","6270"
"2005-05-10","6300","6410","6300","6390","904000","6390"
"2005-05-11","6330","6340","6270","6300","564200","6300"
"2005-05-12","6370","6400","6300","6310","647000","6310"
"2005-05-13","6320","6500","6320","6420","1108900","6420"
"2005-05-16","6430","6430","6300","6320","537000","6320"
"2005-05-17","6420","6460","6290","6310","938300","6310"
"2005-05-18","6240","6330","6240","6260","1019100","6260"
"2005-05-19","6400","6560","6380","6500","1402800","6500"
"2005-05-20","6530","6610","6490","6490","1092500","6490"
"2005-05-23","6490","6670","6480","6670","1147800","6670"
"2005-05-24","6650","6690","6620","6690","987200","6690"
"2005-05-25","6500","6570","6470","6500","965000","6500"
"2005-05-26","6560","6570","6480","6490","583700","6490"
"2005-05-27","6590","6770","6570","6770","1088100","6770"
"2005-05-30","6750","6790","6720","6750","687600","6750"
"2005-05-31","6750","6770","6700","6740","852500","6740"
"2005-06-01","6710","6880","6700","6880","979100","6880"
"2005-06-02","6870","6870","6800","6800","619500","6800"
"2005-06-03","6810","6840","6760","6820","455900","6820"
"2005-06-06","6730","6760","6700","6740","577900","6740"
"2005-06-07","6700","6720","6660","6710","511000","6710"
"2005-06-08","6660","6820","6660","6740","586700","6740"
"2005-06-09","6690","6710","6580","6600","726000","6600"
"2005-06-10","6500","6690","6500","6640","4009800","6640"
"2005-06-13","6580","6670","6550","6630","793200","6630"
"2005-06-14","6660","6690","6620","6660","467200","6660"
"2005-06-15","6680","6740","6670","6710","472200","6710"
"2005-06-16","6690","6780","6670","6730","816400","6730"
"2005-06-17","6800","6850","6790","6850","857200","6850"
"2005-06-20","6870","6920","6840","6890","948600","6890"
"2005-06-21","6910","6970","6900","6950","997900","6950"
"2005-06-22","6950","6970","6890","6950","598600","6950"
"2005-06-23","6910","6930","6880","6900","565900","6900"
"2005-06-24","6830","6880","6820","6880","597500","6880"
"2005-06-27","6800","6850","6740","6850","702900","6850"
"2005-06-28","6860","6930","6840","6870","526300","6870"
"2005-06-29","6970","7050","6950","7030","1496000","7030"
"2005-06-30","7030","7080","7000","7050","859400","7050"
"2005-07-01","7050","7100","7010","7060","864300","7060"
"2005-07-04","7050","7070","6980","7020","549000","7020"
"2005-07-05","7030","7050","6980","7000","517600","7000"
"2005-07-06","7040","7070","6970","7000","403500","7000"
"2005-07-07","7000","7150","6960","7130","1215700","7130"
"2005-07-08","7140","7180","7050","7060","1998200","7060"
"2005-07-11","7140","7200","7120","7190","776600","7190"
"2005-07-12","7180","7230","7170","7200","699400","7200"
"2005-07-13","7200","7200","7150","7150","581300","7150"
"2005-07-14","7210","7270","7190","7230","589600","7230"
"2005-07-15","7290","7310","7270","7290","706200","7290"
"2005-07-19","7280","7350","7280","7340","569000","7340"
"2005-07-20","7400","7680","7400","7640","2999500","7640"
"2005-07-21","7660","7850","7650","7770","2215200","7770"
"2005-07-22","7740","7760","7680","7700","1219100","7700"
"2005-07-25","7750","7870","7730","7860","976300","7860"
"2005-07-26","7760","7780","7660","7740","1483500","7740"
"2005-07-27","7700","7770","7690","7740","882900","7740"
"2005-07-28","7750","7850","7750","7850","1000000","7850"
"2005-07-29","7900","8000","7800","8000","1007200","8000"
"2005-08-01","7980","8110","7950","8040","1216500","8040"
"2005-08-02","8030","8070","7970","8020","925300","8020"
"2005-08-03","8040","8040","7920","7970","1064300","7970"
"2005-08-04","7920","7930","7810","7820","881900","7820"
"2005-08-05","7790","7820","7740","7760","797100","7760"
"2005-08-08","7710","7830","7680","7780","1018400","7780"
"2005-08-09","7870","8070","7800","7990","1231700","7990"
"2005-08-10","8030","8040","7920","7940","1390700","7940"
"2005-08-11","7960","8050","7930","8040","771100","8040"
"2005-08-12","8050","8060","7950","7970","1303600","7970"
"2005-08-15","8000","8010","7860","7860","665800","7860"
"2005-08-16","7990","8250","7940","8220","1968800","8220"
"2005-08-17","8150","8200","8050","8050","1117300","8050"
"2005-08-18","8090","8210","8060","8160","941300","8160"
"2005-08-19","8070","8180","8060","8180","624200","8180"
"2005-08-22","8130","8230","8130","8160","656600","8160"
"2005-08-23","8180","8380","8180","8290","1094300","8290"
"2005-08-24","8300","8330","8210","8260","839100","8260"
"2005-08-25","8160","8300","8150","8250","583000","8250"
"2005-08-26","8320","8430","8310","8370","757600","8370"
"2005-08-29","8370","8370","8230","8260","602800","8260"
"2005-08-30","8360","8450","8340","8420","510600","8420"
"2005-08-31","8380","8410","8300","8320","477300","8320"
"2005-09-01","8400","8480","8300","8440","662100","8440"
"2005-09-02","8460","8500","8410","8500","455200","8500"
"2005-09-05","8500","8510","8440","8450","429800","8450"
"2005-09-06","8480","8520","8320","8350","1007700","8350"
"2005-09-07","8400","8440","8300","8340","771100","8340"
"2005-09-08","8250","8270","8140","8150","1408900","8150"
"2005-09-09","8200","8320","8160","8270","3307000","8270"
"2005-09-12","8400","8450","8380","8430","859000","8430"
"2005-09-13","8480","8480","8400","8400","590500","8400"
"2005-09-14","8350","8430","8320","8340","631900","8340"
"2005-09-15","8300","8430","8300","8410","617400","8410"
"2005-09-16","8470","8480","8320","8390","900500","8390"
"2005-09-20","8300","8420","8300","8390","740500","8390"
"2005-09-21","8400","8600","8370","8590","1319200","8590"
"2005-09-22","8510","8550","8400","8460","939500","8460"
"2005-09-26","8420","8670","8420","8590","879600","8590"
"2005-09-27","8650","8730","8590","8660","831200","8660"
"2005-09-28","8620","8960","8620","8900","1412400","8900"
"2005-09-29","9100","9460","9030","9200","2095800","9200"
"2005-09-30","9300","9310","9180","9180","1253300","9180"
"2005-10-03","9200","9390","9180","9230","1056800","9230"
"2005-10-04","9400","9680","9360","9680","1781600","9680"
"2005-10-05","9680","9680","9470","9560","1530600","9560"
"2005-10-06","9260","9350","9150","9250","1569600","9250"
"2005-10-07","9150","9180","9000","9000","1124200","9000"
"2005-10-11","8800","9060","8800","9050","3316000","9050"
"2005-10-12","9150","9430","9100","9230","2476200","9230"
"2005-10-13","9110","9240","9030","9180","942800","9180"
"2005-10-14","9280","9280","9050","9120","1866800","9120"
"2005-10-17","9120","9240","9060","9160","757400","9160"
"2005-10-18","9060","9140","9030","9040","982200","9040"
"2005-10-19","9000","9040","8820","8930","820900","8930"
"2005-10-20","8980","9040","8930","8960","792600","8960"
"2005-10-21","8800","8910","8750","8840","1128400","8840"
"2005-10-24","8940","8960","8650","8660","930700","8660"
"2005-10-25","8730","8830","8730","8750","871400","8750"
"2005-10-26","8750","8870","8710","8820","787300","8820"
"2005-10-27","8830","8930","8720","8720","828100","8720"
"2005-10-28","8560","8650","8470","8600","1110200","8600"
"2005-10-31","8900","9100","8900","9100","1645500","9100"
"2005-11-01","9340","9460","9250","9440","1217400","9440"
"2005-11-02","9440","9470","9330","9470","1076000","9470"
"2005-11-04","9540","9650","9380","9400","1238200","9400"
"2005-11-07","9400","9400","9110","9240","1507200","9240"
"2005-11-08","9250","9320","9140","9160","677000","9160"
"2005-11-09","9120","9380","9100","9350","952300","9350"
"2005-11-10","9290","9440","9240","9300","1140700","9300"
"2005-11-11","9370","9370","9240","9270","1013300","9270"
"2005-11-14","9190","9310","9150","9270","488000","9270"
"2005-11-15","9290","9290","9090","9170","555200","9170"
"2005-11-16","9070","9220","9060","9220","483400","9220"
"2005-11-17","9240","9610","9180","9570","1323800","9570"
"2005-11-18","9790","9830","9660","9760","1158400","9760"
"2005-11-21","9850","10100","9780","9860","1427800","9860"
"2005-11-22","9880","9960","9710","9780","794200","9780"
"2005-11-24","9930","10110","9930","9970","1196900","9970"
"2005-11-25","9960","10020","9790","9910","596500","9910"
"2005-11-28","9900","10100","9810","10100","931200","10100"
"2005-11-29","9830","10010","9830","9950","655800","9950"
"2005-11-30","9870","9920","9760","9830","946800","9830"
"2005-12-01","9830","9940","9720","9930","994600","9930"
"2005-12-02","10050","10100","9880","10100","1296800","10100"
"2005-12-05","10100","10330","10030","10210","1037100","10210"
"2005-12-06","10050","10150","9980","9980","875300","9980"
"2005-12-07","10040","10070","9970","10030","635600","10030"
"2005-12-08","10040","10200","9860","9870","1049600","9870"
"2005-12-09","9770","10060","9740","10000","3799800","10000"
"2005-12-12","10200","10350","10140","10350","1169400","10350"
"2005-12-13","10300","10350","10110","10340","1146500","10340"
"2005-12-14","10360","10440","9980","9980","1349400","9980"
"2005-12-15","9800","9990","9750","9750","1329800","9750"
"2005-12-16","9710","9920","9610","9620","1211800","9620"
"2005-12-19","9720","9920","9650","9900","803600","9900"
"2005-12-20","9900","9990","9810","9990","962000","9990"
"2005-12-21","10090","10250","10050","10220","902300","10220"
"2005-12-22","10230","10250","9890","10030","902200","10030"
"2005-12-26","10180","10280","10160","10230","572300","10230"
"2005-12-27","10170","10250","10060","10060","450600","10060"
"2005-12-28","10050","10280","10010","10280","543500","10280"
"2005-12-29","10340","10490","10260","10360","824100","10360"
"2005-12-30","10480","10480","10010","10010","537200","10010"
