6954 東証1部 ファナック(株)（電気機器）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2002-01-04","5680","5930","5680","5820","603000","5820"
"2002-01-07","6120","6310","6120","6140","1578700","6140"
"2002-01-08","6040","6120","6010","6010","946400","6010"
"2002-01-09","6110","6130","5890","5970","571600","5970"
"2002-01-10","6090","6130","6020","6070","712400","6070"
"2002-01-11","6230","6270","6080","6190","1321200","6190"
"2002-01-15","6080","6150","5920","5920","515800","5920"
"2002-01-16","5820","5880","5700","5810","878400","5810"
"2002-01-17","5750","5850","5680","5680","692700","5680"
"2002-01-18","5770","5810","5680","5770","797600","5770"
"2002-01-21","5700","5730","5590","5600","850800","5600"
"2002-01-22","5580","5590","5450","5460","754900","5460"
"2002-01-23","5480","5500","5390","5390","930500","5390"
"2002-01-24","5630","5730","5440","5470","1094100","5470"
"2002-01-25","5650","5740","5550","5690","1104400","5690"
"2002-01-28","5890","5950","5770","5800","1057400","5800"
"2002-01-29","5800","5830","5650","5650","522000","5650"
"2002-01-30","5510","5590","5450","5590","768400","5590"
"2002-01-31","5680","5730","5600","5670","711100","5670"
"2002-02-01","5650","5650","5500","5550","632600","5550"
"2002-02-04","5450","5500","5400","5430","579200","5430"
"2002-02-05","5330","5500","5320","5360","847200","5360"
"2002-02-06","5350","5350","5200","5200","698200","5200"
"2002-02-07","5290","5370","5230","5290","653900","5290"
"2002-02-08","5290","5400","5210","5320","1718000","5320"
"2002-02-12","5520","5690","5430","5640","1010900","5640"
"2002-02-13","5690","5790","5570","5770","905500","5770"
"2002-02-14","5820","6150","5820","6040","1437300","6040"
"2002-02-15","6010","6090","5890","5890","671400","5890"
"2002-02-18","5920","6010","5850","5980","354900","5980"
"2002-02-19","6020","6040","5830","5850","371400","5850"
"2002-02-20","5800","5990","5800","5840","905300","5840"
"2002-02-21","5990","6490","5990","6430","1426800","6430"
"2002-02-22","6230","6560","6200","6450","1088300","6450"
"2002-02-25","6460","6490","6260","6420","829300","6420"
"2002-02-26","6520","6600","6330","6350","891100","6350"
"2002-02-27","6350","6680","6340","6630","988100","6630"
"2002-02-28","6730","6960","6650","6840","1130400","6840"
"2002-03-01","6840","6930","6700","6910","927300","6910"
"2002-03-04","7080","7900","7060","7900","1424600","7900"
"2002-03-05","7910","8070","7760","7810","2073200","7810"
"2002-03-06","7510","7740","7190","7220","1925300","7220"
"2002-03-07","7360","7430","7200","7300","1265300","7300"
"2002-03-08","7400","7800","7280","7610","3065200","7610"
"2002-03-11","7700","7950","7660","7930","1136900","7930"
"2002-03-12","7730","7750","7460","7600","1080200","7600"
"2002-03-13","7500","7660","7450","7590","954800","7590"
"2002-03-14","7360","7480","7200","7480","1150600","7480"
"2002-03-15","7550","7730","7520","7690","742000","7690"
"2002-03-18","7700","7750","7520","7530","903400","7530"
"2002-03-19","7560","7700","7550","7700","738300","7700"
"2002-03-20","7660","7690","7550","7650","703200","7650"
"2002-03-22","7400","7480","7330","7420","645500","7420"
"2002-03-25","7230","7280","6990","7100","878800","7100"
"2002-03-26","6990","7350","6960","6980","736100","6980"
"2002-03-27","7080","7390","7060","7310","612800","7310"
"2002-03-28","7220","7290","7160","7280","434400","7280"
"2002-03-29","7200","7300","6950","6950","439800","6950"
"2002-04-01","7050","7140","6940","7040","345400","7040"
"2002-04-02","7140","7250","7070","7180","326400","7180"
"2002-04-03","7000","7400","6990","7320","566500","7320"
"2002-04-04","7220","7470","7220","7290","1025300","7290"
"2002-04-05","7300","7300","7010","7050","747400","7050"
"2002-04-08","7000","7180","6950","7000","604100","7000"
"2002-04-09","7070","7070","6640","6660","794000","6660"
"2002-04-10","6460","6840","6460","6600","888300","6600"
"2002-04-11","6700","6840","6620","6700","498200","6700"
"2002-04-12","6600","6780","6570","6570","963100","6570"
"2002-04-15","6670","6850","6580","6790","424300","6790"
"2002-04-16","6840","7010","6790","6970","678300","6970"
"2002-04-17","7180","7340","7150","7300","1084100","7300"
"2002-04-18","7200","7300","7070","7120","465700","7120"
"2002-04-19","6820","6890","6700","6890","1322500","6890"
"2002-04-22","6890","7150","6860","7060","854000","7060"
"2002-04-23","6960","7130","6930","7080","528800","7080"
"2002-04-24","7030","7070","6920","6970","423100","6970"
"2002-04-25","7070","7070","6960","7030","447600","7030"
"2002-04-26","7130","7170","7020","7090","506100","7090"
"2002-04-30","7150","7180","7040","7120","387200","7120"
"2002-05-01","7100","7110","6980","7030","425300","7030"
"2002-05-02","7090","7090","6980","7060","234900","7060"
