6954 東証1部 ファナック(株)（電気機器）,,,,,
"2002-05-07","7130","7160","6840","6840","885800","6840"
"2002-05-08","6930","7210","6920","7170","851100","7170"
"2002-05-09","7370","7370","7240","7240","567100","7240"
"2002-05-10","7140","7210","7100","7100","370800","7100"
"2002-05-13","7010","7050","6870","6940","344600","6940"
"2002-05-14","7040","7080","6890","6890","364400","6890"
"2002-05-15","7280","7360","7190","7320","870300","7320"
"2002-05-16","7320","7320","7160","7250","351400","7250"
"2002-05-17","7400","7500","7350","7450","523100","7450"
"2002-05-20","7500","7540","7430","7460","422800","7460"
"2002-05-21","7360","7370","7240","7280","409300","7280"
"2002-05-22","7180","7350","7180","7330","463600","7330"
"2002-05-23","7380","7380","7210","7270","357200","7270"
"2002-05-24","7010","7050","6960","7050","890400","7050"
"2002-05-27","6930","7150","6930","7110","489200","7110"
"2002-05-28","7010","7070","6990","7070","267700","7070"
"2002-05-29","6950","6980","6920","6940","428800","6940"
"2002-05-30","6900","6930","6810","6840","401900","6840"
"2002-05-31","6770","6970","6420","6420","1003000","6420"
"2002-06-03","6720","6840","6720","6820","492900","6820"
"2002-06-04","6760","6780","6540","6550","521500","6550"
"2002-06-05","6630","6670","6560","6560","353800","6560"
"2002-06-06","6560","6680","6510","6560","631000","6560"
"2002-06-07","6420","6460","6300","6460","555200","6460"
"2002-06-10","6550","6550","6360","6440","276600","6440"
"2002-06-11","6420","6520","6400","6460","316300","6460"
"2002-06-12","6480","6530","6240","6420","494900","6420"
"2002-06-13","6460","6460","6250","6250","598100","6250"
"2002-06-14","6260","6270","6050","6140","2360300","6140"
"2002-06-17","6120","6230","5840","5900","839900","5900"
"2002-06-18","6000","6070","5940","6000","542000","6000"
"2002-06-19","5970","6070","5830","5960","868300","5960"
"2002-06-20","5930","6100","5840","6060","713100","6060"
"2002-06-21","5880","5950","5710","5740","518100","5740"
"2002-06-24","5540","5920","5510","5890","498100","5890"
"2002-06-25","5940","6100","5860","5950","643000","5950"
"2002-06-26","5650","5750","5500","5540","949100","5540"
"2002-06-27","5740","5790","5630","5730","512100","5730"
"2002-06-28","5830","6030","5800","6020","617600","6020"
"2002-07-01","6020","6050","5850","5880","439800","5880"
"2002-07-02","5700","6040","5610","6040","630200","6040"
"2002-07-03","5890","6140","5860","6050","687100","6050"
"2002-07-04","6150","6150","5910","5940","721400","5940"
"2002-07-05","5960","6260","5960","6100","545700","6100"
"2002-07-08","6400","6410","6210","6210","861800","6210"
"2002-07-09","6300","6450","6250","6400","666000","6400"
"2002-07-10","6300","6400","6160","6190","558800","6190"
"2002-07-11","6010","6080","5860","5910","549100","5910"
"2002-07-12","6110","6120","6000","6030","854200","6030"
"2002-07-15","5950","6020","5820","5880","297200","5880"
"2002-07-16","5770","5980","5770","5800","522600","5800"
"2002-07-17","5780","5860","5640","5820","624300","5820"
"2002-07-18","5810","6200","5780","6200","745300","6200"
"2002-07-19","5980","5980","5710","5720","751600","5720"
"2002-07-22","5520","5780","5520","5640","560400","5640"
"2002-07-23","5540","5680","5500","5620","434600","5620"
"2002-07-24","5590","5690","5430","5450","778200","5450"
"2002-07-25","5620","5620","5280","5310","788200","5310"
"2002-07-26","5160","5200","4990","5090","776500","5090"
"2002-07-29","5090","5230","4960","4960","864700","4960"
"2002-07-30","5190","5380","5130","5340","750400","5340"
"2002-07-31","5330","5360","5040","5250","1407900","5250"
"2002-08-01","5450","5560","5360","5410","1856400","5410"
"2002-08-02","5380","5440","5290","5400","813700","5400"
"2002-08-05","5300","5470","5270","5300","685100","5300"
"2002-08-06","5260","5310","5070","5150","881000","5150"
"2002-08-07","5340","5360","5250","5300","1067200","5300"
"2002-08-08","5300","5350","5170","5210","672700","5210"
"2002-08-09","5250","5380","5250","5360","1014900","5360"
"2002-08-12","5260","5280","5220","5220","551300","5220"
"2002-08-13","5190","5230","5140","5190","523800","5190"
"2002-08-14","5290","5320","5220","5280","875200","5280"
"2002-08-15","5360","5380","5330","5350","410200","5350"
"2002-08-16","5370","5390","5320","5380","455800","5380"
"2002-08-19","5360","5410","5180","5260","619900","5260"
"2002-08-20","5270","5280","5170","5230","1011800","5230"
"2002-08-21","5240","5370","5240","5350","589200","5350"
"2002-08-22","5330","5390","5300","5380","617100","5380"
"2002-08-23","5450","5800","5390","5570","1491700","5570"
"2002-08-26","5670","5950","5650","5900","1279200","5900"
"2002-08-27","5800","5880","5710","5710","555400","5710"
"2002-08-28","5720","5780","5560","5640","844500","5640"
"2002-08-29","5500","5510","5320","5420","762200","5420"
"2002-08-30","5410","5430","5280","5390","647100","5390"
"2002-09-02","5360","5370","5240","5350","318000","5350"
"2002-09-03","5250","5370","5180","5190","409800","5190"
"2002-09-04","5180","5180","5000","5070","659000","5070"
"2002-09-05","5150","5350","5140","5230","805700","5230"
"2002-09-06","5130","5190","5050","5190","582500","5190"
"2002-09-09","5390","5490","5350","5490","741700","5490"
"2002-09-10","5450","5490","5250","5340","550500","5340"
"2002-09-11","5410","5450","5330","5450","377100","5450"
"2002-09-12","5360","5480","5290","5400","487500","5400"
"2002-09-13","5100","5240","5060","5180","3366900","5180"
"2002-09-17","5380","5530","5350","5510","701500","5510"
"2002-09-18","5310","5500","5190","5490","788900","5490"
"2002-09-19","5890","5900","5580","5630","1210600","5630"
"2002-09-20","5600","5620","5460","5560","654900","5560"
"2002-09-24","5380","5380","5190","5250","600500","5250"
"2002-09-25","5190","5340","5080","5100","689700","5100"
"2002-09-26","5250","5320","5240","5320","475000","5320"
"2002-09-27","5380","5560","5330","5520","656900","5520"
"2002-09-30","5380","5550","5360","5440","420500","5440"
"2002-10-01","5240","5300","5170","5190","622500","5190"
"2002-10-02","5250","5270","5040","5040","784400","5040"
"2002-10-03","4990","5050","4790","4800","1066900","4800"
"2002-10-04","4700","4980","4610","4920","1283300","4920"
"2002-10-07","4910","4910","4720","4780","1016100","4780"
"2002-10-08","4780","4900","4780","4870","912300","4870"
"2002-10-09","4780","4800","4580","4650","628900","4650"
"2002-10-10","4450","4470","4150","4230","2046400","4230"
"2002-10-11","4310","4410","4300","4400","1243300","4400"
"2002-10-15","4600","4790","4580","4730","953100","4730"
"2002-10-16","4830","4860","4760","4820","942200","4820"
"2002-10-17","4770","4820","4600","4660","866700","4660"
"2002-10-18","4770","4780","4710","4720","586700","4720"
"2002-10-21","4730","4780","4630","4660","469600","4660"
"2002-10-22","4660","4660","4430","4430","604300","4430"
"2002-10-23","4430","4650","4320","4590","734900","4590"
"2002-10-24","4580","4670","4500","4620","513700","4620"
"2002-10-25","4830","5010","4810","4910","1417000","4910"
"2002-10-28","5010","5250","4950","5250","1651500","5250"
"2002-10-29","5240","5240","5130","5220","633000","5220"
"2002-10-30","5110","5240","5030","5100","667400","5100"
"2002-10-31","5150","5190","4850","4850","670900","4850"
"2002-11-01","4860","5120","4750","5070","964800","5070"
"2002-11-05","5270","5500","5200","5380","1083300","5380"
"2002-11-06","5380","5510","5300","5380","1032500","5380"
"2002-11-07","5380","5380","5290","5350","526700","5350"
"2002-11-08","5250","5300","5080","5080","667100","5080"
"2002-11-11","5040","5090","4990","5000","506800","5000"
"2002-11-12","5010","5230","4970","5100","880100","5100"
"2002-11-13","5190","5190","5060","5130","459300","5130"
"2002-11-14","5160","5180","5030","5030","467600","5030"
"2002-11-15","5180","5450","5120","5430","889700","5430"
"2002-11-18","5410","5410","5180","5300","517600","5300"
"2002-11-19","5370","5460","5340","5440","967600","5440"
"2002-11-20","5480","5530","5430","5470","953900","5470"
"2002-11-21","5500","5650","5440","5560","917800","5560"
"2002-11-22","5720","5780","5650","5680","1030000","5680"
"2002-11-25","5580","5730","5550","5670","701100","5670"
"2002-11-26","5700","5740","5610","5700","744300","5700"
"2002-11-27","5600","5700","5590","5620","464500","5620"
"2002-11-28","5770","5980","5770","5960","1255700","5960"
"2002-11-29","5870","5960","5820","5880","590700","5880"
"2002-12-02","5780","5850","5680","5720","941000","5720"
"2002-12-03","5760","5850","5730","5730","605600","5730"
"2002-12-04","5660","5660","5490","5590","776000","5590"
"2002-12-05","5500","5730","5480","5610","824100","5610"
"2002-12-06","5610","5700","5600","5610","753500","5610"
"2002-12-09","5510","5610","5500","5540","680100","5540"
"2002-12-10","5460","5540","5420","5480","632500","5480"
"2002-12-11","5550","5640","5430","5430","461400","5430"
"2002-12-12","5360","5420","5340","5360","858000","5360"
"2002-12-13","5400","5400","5130","5160","1849900","5160"
"2002-12-16","5150","5220","5060","5130","581100","5130"
"2002-12-17","5290","5360","5250","5280","856100","5280"
"2002-12-18","5180","5220","5080","5100","702800","5100"
"2002-12-19","5090","5260","5020","5250","797100","5250"
"2002-12-20","5220","5240","5080","5160","766500","5160"
"2002-12-24","5160","5290","5100","5200","845800","5200"
"2002-12-25","5240","5320","5220","5300","1024100","5300"
"2002-12-26","5320","5550","5320","5500","704500","5500"
"2002-12-27","5510","5560","5360","5500","748800","5500"
"2002-12-30","5350","5390","5250","5250","388700","5250"
