6954 東証1部 ファナック(株)（電気機器）,,,,,
"2003-07-08","6780","6850","6480","6570","1846700","6570"
"2003-07-09","6470","6750","6450","6700","821300","6700"
"2003-07-10","6620","6750","6550","6630","609100","6630"
"2003-07-11","6520","6550","6330","6400","1311800","6400"
"2003-07-14","6400","6500","6360","6500","629900","6500"
"2003-07-15","6700","6710","6610","6640","1068300","6640"
"2003-07-16","6740","6740","6500","6560","951000","6560"
"2003-07-17","6500","6500","6380","6390","672800","6390"
"2003-07-18","6390","6530","6320","6430","566300","6430"
"2003-07-22","6300","6420","6230","6330","387000","6330"
"2003-07-23","6380","6470","6370","6420","417400","6420"
"2003-07-24","6480","6620","6450","6520","593800","6520"
"2003-07-25","6620","6750","6530","6740","1210000","6740"
"2003-07-28","6850","7000","6810","7000","1264400","7000"
"2003-07-29","7100","7190","7050","7110","1229800","7110"
"2003-07-30","7120","7180","6910","6940","1154100","6940"
"2003-07-31","6850","6940","6700","6700","782400","6700"
"2003-08-01","6810","6910","6730","6900","703600","6900"
"2003-08-04","6810","6950","6730","6840","636900","6840"
"2003-08-05","6850","6870","6590","6720","746000","6720"
"2003-08-06","6630","6710","6580","6670","804600","6670"
"2003-08-07","6670","6740","6590","6740","555100","6740"
"2003-08-08","6720","6990","6710","6900","1568400","6900"
"2003-08-11","6900","7000","6860","7000","437300","7000"
"2003-08-12","7000","7050","6930","7030","626500","7030"
"2003-08-13","7000","7130","7000","7080","751500","7080"
"2003-08-14","7000","7280","7000","7160","822400","7160"
"2003-08-15","7150","7300","7070","7120","593200","7120"
"2003-08-18","7270","7400","7250","7400","879000","7400"
"2003-08-19","7500","7650","7460","7530","890500","7530"
"2003-08-20","7600","7920","7570","7790","1332800","7790"
"2003-08-21","7700","7860","7630","7690","1162000","7690"
"2003-08-22","7740","7740","7560","7560","812300","7560"
"2003-08-25","7660","7840","7600","7820","844300","7820"
"2003-08-26","7720","7900","7720","7850","875400","7850"
"2003-08-27","7880","7900","7630","7690","709400","7690"
"2003-08-28","7850","7850","7620","7700","710600","7700"
"2003-08-29","7720","7760","7570","7700","1108300","7700"
"2003-09-01","7710","7960","7710","7960","1930200","7960"
"2003-09-02","7970","8080","7900","8000","1169700","8000"
"2003-09-03","8060","8080","7850","7900","1315600","7900"
"2003-09-04","7900","7930","7650","7660","1166100","7660"
"2003-09-05","7670","7710","7630","7670","729800","7670"
"2003-09-08","7570","7700","7500","7500","849500","7500"
"2003-09-09","7700","7940","7690","7900","979800","7900"
"2003-09-10","7700","7790","7580","7590","1228900","7590"
"2003-09-11","7500","7660","7450","7510","1040000","7510"
"2003-09-12","7500","7520","7240","7310","3756900","7310"
"2003-09-16","7380","7440","7210","7340","1074200","7340"
"2003-09-17","7640","7660","7510","7550","1348100","7550"
"2003-09-18","7400","7440","7340","7350","1346200","7350"
"2003-09-19","7400","7470","7130","7150","1254400","7150"
"2003-09-22","7030","7070","6720","6840","1360900","6840"
"2003-09-24","6880","7070","6700","6750","1049400","6750"
"2003-09-25","6640","6810","6620","6770","884700","6770"
"2003-09-26","6790","6920","6750","6840","903900","6840"
"2003-09-29","6880","6920","6670","6840","592900","6840"
"2003-09-30","6940","6990","6770","6770","682500","6770"
"2003-10-01","6670","6840","6630","6820","989400","6820"
"2003-10-02","7020","7030","6850","7000","755100","7000"
"2003-10-03","7090","7230","7010","7130","1173500","7130"
"2003-10-06","7330","7370","7120","7120","819900","7120"
"2003-10-07","7280","7370","7200","7370","684000","7370"
"2003-10-08","7270","7340","6900","6940","923200","6940"
"2003-10-09","6900","6950","6770","6850","812500","6850"
"2003-10-10","6950","7200","6920","7110","1456400","7110"
"2003-10-14","7310","7420","7220","7260","1189900","7260"
"2003-10-15","7310","7310","7160","7250","507500","7250"
"2003-10-16","7250","7440","7110","7440","654900","7440"
"2003-10-17","7450","7470","7350","7400","611600","7400"
"2003-10-20","7250","7480","7180","7460","575500","7460"
"2003-10-21","7490","7540","7400","7460","720100","7460"
"2003-10-22","7450","7500","7290","7430","714200","7430"
"2003-10-23","7190","7230","6950","7040","1078200","7040"
"2003-10-24","6940","7050","6750","6940","826500","6940"
"2003-10-27","6840","7010","6840","6930","505800","6930"
"2003-10-28","6910","7020","6840","6900","667200","6900"
"2003-10-29","6800","6820","6630","6680","2808200","6680"
"2003-10-30","6670","6770","6580","6620","1472700","6620"
"2003-10-31","6600","6700","6550","6610","746800","6610"
"2003-11-04","6810","6840","6750","6810","996700","6810"
"2003-11-05","6890","7050","6810","7050","1780200","7050"
"2003-11-06","7050","7070","6760","6760","1279100","6760"
"2003-11-07","6860","7040","6770","7000","984200","7000"
"2003-11-10","7000","7000","6880","6940","658800","6940"
"2003-11-11","6820","6830","6470","6510","1511000","6510"
"2003-11-12","6710","6710","6520","6540","854600","6540"
"2003-11-13","6510","6520","6420","6460","3049700","6460"
"2003-11-14","6460","6470","6410","6440","2747900","6440"
"2003-11-17","6410","6420","6410","6410","5703100","6410"
"2003-11-18","6310","6410","6260","6380","1463200","6380"
"2003-11-19","6390","6420","6310","6310","1466100","6310"
"2003-11-20","6360","6430","6340","6370","1218200","6370"
"2003-11-21","6330","6430","6330","6410","1789700","6410"
"2003-11-25","6460","6470","6400","6400","1924700","6400"
"2003-11-26","6390","6440","6390","6440","1307600","6440"
"2003-11-27","6440","6450","6400","6450","1298700","6450"
"2003-11-28","6430","6440","6400","6440","871500","6440"
"2003-12-01","6400","6460","6390","6450","1825500","6450"
"2003-12-02","6450","6460","6400","6410","1669400","6410"
"2003-12-03","6410","6440","6380","6380","887800","6380"
"2003-12-04","6380","6430","6380","6420","1276700","6420"
"2003-12-05","6430","6430","6390","6400","644300","6400"
"2003-12-08","6380","6390","6100","6170","1019100","6170"
"2003-12-09","6220","6350","6110","6350","1154900","6350"
"2003-12-10","6300","6300","6120","6120","1354300","6120"
"2003-12-11","6170","6310","6170","6310","858600","6310"
"2003-12-12","6410","6430","6330","6380","2087100","6380"
"2003-12-15","6450","6460","6380","6420","950200","6420"
"2003-12-16","6300","6390","6280","6300","528900","6300"
"2003-12-17","6350","6350","6110","6110","475000","6110"
"2003-12-18","6090","6120","5900","5960","1083200","5960"
"2003-12-19","6040","6200","6020","6200","689700","6200"
"2003-12-22","6100","6240","6090","6200","499400","6200"
"2003-12-24","6240","6300","6100","6150","466400","6150"
"2003-12-25","6150","6180","6110","6130","232100","6130"
"2003-12-26","6160","6200","6110","6160","212200","6160"
"2003-12-29","6200","6370","6180","6360","446600","6360"
"2003-12-30","6420","6430","6360","6420","426500","6420"
