6954 東証1部 ファナック(株)（電気機器）,,,,,
"2007-03-20","10700","10840","10560","10790","1717500","10790"
"2007-03-22","10990","11060","10870","10890","846500","10890"
"2007-03-23","10990","11050","10930","11010","948100","11010"
"2007-03-26","11180","11180","11080","11120","701700","11120"
"2007-03-27","11070","11280","11050","11090","1145000","11090"
"2007-03-28","11010","11080","10850","10930","1083800","10930"
"2007-03-29","10780","11100","10720","11040","770400","11040"
"2007-03-30","10960","11090","10930","10970","584000","10970"
"2007-04-02","10920","11100","10650","10730","1020000","10730"
"2007-04-03","10830","11030","10810","10960","1037300","10960"
"2007-04-04","11110","11240","11040","11240","816200","11240"
"2007-04-05","11280","11360","11220","11250","811100","11250"
"2007-04-06","11330","11380","11270","11370","508100","11370"
"2007-04-09","11460","11630","11440","11620","985400","11620"
"2007-04-10","11420","11600","11350","11480","792800","11480"
"2007-04-11","11410","11500","11390","11460","633300","11460"
"2007-04-12","11460","11550","11430","11510","812700","11510"
"2007-04-13","11630","11680","11530","11590","1585700","11590"
"2007-04-16","11570","11740","11570","11650","1261000","11650"
"2007-04-17","11760","11830","11480","11510","1228800","11510"
"2007-04-18","11500","11590","11430","11480","1252200","11480"
"2007-04-19","11280","11450","11160","11270","1339500","11270"
"2007-04-20","11300","11440","11270","11380","724000","11380"
"2007-04-23","11580","11720","11500","11560","1045500","11560"
"2007-04-24","11470","11590","11430","11490","794700","11490"
"2007-04-25","11350","11600","11350","11540","1268800","11540"
"2007-04-26","11700","11940","11680","11900","1838300","11900"
"2007-04-27","11730","11870","11690","11780","1937800","11780"
"2007-05-01","11590","11610","11380","11430","1574800","11430"
"2007-05-02","11400","11430","11240","11390","1140100","11390"
"2007-05-07","11470","11550","11460","11480","961400","11480"
"2007-05-08","11420","11530","11410","11500","1095000","11500"
"2007-05-09","11300","11420","11300","11390","1044900","11390"
"2007-05-10","11350","11440","11320","11370","718800","11370"
"2007-05-11","11170","11290","10960","11250","1397200","11250"
"2007-05-14","11350","11380","11260","11310","633600","11310"
"2007-05-15","11110","11230","11100","11200","803400","11200"
"2007-05-16","11000","11150","10980","11100","957500","11100"
"2007-05-17","11100","11200","11030","11080","498000","11080"
"2007-05-18","11150","11150","10900","10940","649100","10940"
"2007-05-21","10940","11170","10930","11060","475400","11060"
"2007-05-22","11190","11280","11140","11220","599300","11220"
"2007-05-23","11280","11340","11210","11240","466300","11240"
"2007-05-24","11340","11600","11300","11550","1311200","11550"
"2007-05-25","11350","11450","11310","11390","724600","11390"
"2007-05-28","11400","11460","11370","11420","399600","11420"
"2007-05-29","11360","11510","11320","11430","513900","11430"
"2007-05-30","11350","11480","11320","11400","604500","11400"
"2007-05-31","11470","11680","11470","11620","1124000","11620"
"2007-06-01","11630","11680","11590","11650","822300","11650"
"2007-06-04","11660","11660","11480","11510","1047100","11510"
"2007-06-05","11650","11720","11600","11720","1044100","11720"
"2007-06-06","11630","11730","11610","11660","649300","11660"
"2007-06-07","11500","11620","11460","11610","785800","11610"
"2007-06-08","11500","11500","11260","11420","3545200","11420"
"2007-06-11","11500","11550","11450","11530","565500","11530"
"2007-06-12","11680","11810","11650","11730","1328800","11730"
"2007-06-13","11690","11710","11530","11670","829700","11670"
"2007-06-14","12100","12130","11950","12060","1370800","12060"
"2007-06-15","12190","12190","12040","12100","891400","12100"
"2007-06-18","12290","12390","12200","12290","829100","12290"
"2007-06-19","12400","12620","12380","12540","1334400","12540"
"2007-06-20","12600","12820","12500","12730","1646300","12730"
"2007-06-21","12680","12760","12610","12660","915500","12660"
"2007-06-22","12600","12780","12550","12780","987800","12780"
"2007-06-25","12670","13120","12640","12960","1357200","12960"
"2007-06-26","12950","13040","12930","12960","994100","12960"
"2007-06-27","12920","12920","12680","12680","1217800","12680"
"2007-06-28","12690","12750","12630","12690","473600","12690"
"2007-06-29","12610","12720","12560","12720","1381900","12720"
"2007-07-02","12690","12900","12670","12870","728300","12870"
"2007-07-03","12880","12960","12840","12880","794800","12880"
"2007-07-04","12770","12900","12770","12800","356500","12800"
"2007-07-05","12720","12860","12700","12820","312600","12820"
"2007-07-06","12720","12740","12620","12700","639900","12700"
"2007-07-09","12790","12910","12750","12860","552800","12860"
"2007-07-10","12860","13030","12810","13020","694400","13020"
"2007-07-11","13000","13010","12900","12910","591800","12910"
"2007-07-12","13080","13200","12930","13070","1172500","13070"
"2007-07-13","13170","13390","13120","13340","1814500","13340"
"2007-07-17","13490","13500","13370","13420","957400","13420"
"2007-07-18","13250","13350","13120","13180","942500","13180"
"2007-07-19","13280","13300","13130","13230","478700","13230"
"2007-07-20","13180","13430","13180","13370","528000","13370"
"2007-07-23","13170","13340","13160","13300","590400","13300"
"2007-07-24","13210","13280","13090","13250","644000","13250"
"2007-07-25","12990","13030","12920","13010","649700","13010"
"2007-07-26","13060","13260","12930","13100","887100","13100"
"2007-07-27","12600","12760","12470","12650","1089700","12650"
"2007-07-30","12850","12890","12680","12870","1301400","12870"
"2007-07-31","12710","12960","12710","12930","976900","12930"
"2007-08-01","12730","12940","12600","12620","1092300","12620"
"2007-08-02","12670","12740","12220","12520","1093600","12520"
"2007-08-03","12320","12440","12210","12250","1020900","12250"
"2007-08-06","11860","12290","11860","12280","1051400","12280"
"2007-08-07","12680","12700","12310","12370","866100","12370"
"2007-08-08","12240","12420","12130","12180","780200","12180"
"2007-08-09","12380","12500","12270","12460","964000","12460"
"2007-08-10","12030","12330","12000","12330","1534500","12330"
"2007-08-13","12130","12270","12040","12140","884400","12140"
"2007-08-14","12120","12230","12040","12110","578500","12110"
"2007-08-15","11910","11980","11700","11850","1053800","11850"
"2007-08-16","11630","11740","11360","11550","1249300","11550"
"2007-08-17","11560","11730","10450","10730","1817200","10730"
"2007-08-20","11330","11450","11070","11120","918800","11120"
"2007-08-21","10920","11360","10850","10950","1367100","10950"
"2007-08-22","11000","11110","10910","11040","628000","11040"
"2007-08-23","11440","11490","11110","11220","959200","11220"
"2007-08-24","11060","11190","11010","11160","850700","11160"
"2007-08-27","11330","11420","11110","11160","549000","11160"
"2007-08-28","11220","11320","11070","11200","582200","11200"
"2007-08-29","11000","11010","10810","10910","908700","10910"
"2007-08-30","10970","11050","10850","10960","1209100","10960"
"2007-08-31","11100","11300","11060","11270","750300","11270"
"2007-09-03","11280","11420","11180","11250","676100","11250"
"2007-09-04","11110","11260","11090","11180","407500","11180"
"2007-09-05","11300","11470","10950","10970","916300","10970"
"2007-09-06","10900","11180","10830","11170","801900","11170"
"2007-09-07","11390","11400","11050","11170","772500","11170"
"2007-09-10","10810","10950","10720","10830","784300","10830"
"2007-09-11","10950","10960","10720","10830","708600","10830"
"2007-09-12","10950","11110","10730","10810","933100","10810"
"2007-09-13","10740","10900","10540","10680","1077700","10680"
"2007-09-14","10690","11040","10600","11030","3196200","11030"
"2007-09-18","11100","11120","10810","10830","710000","10830"
"2007-09-19","11200","11380","11110","11370","851200","11370"
"2007-09-20","11570","11670","11450","11610","1041600","11610"
"2007-09-21","11420","11690","11420","11610","640900","11610"
"2007-09-25","11740","11740","11410","11600","829600","11600"
"2007-09-26","11550","11640","11440","11530","609600","11530"
"2007-09-27","11560","11750","11540","11700","619600","11700"
"2007-09-28","11720","11790","11670","11710","569400","11710"
"2007-10-01","11770","11930","11720","11850","821000","11850"
"2007-10-02","12250","12280","11930","11990","877100","11990"
"2007-10-03","12130","12300","12100","12300","886500","12300"
"2007-10-04","12290","12290","12120","12230","723600","12230"
"2007-10-05","12300","12320","12170","12200","677600","12200"
"2007-10-09","12240","12540","12240","12420","918300","12420"
"2007-10-10","12380","12520","12380","12420","781700","12420"
"2007-10-11","12420","12940","12400","12880","1298200","12880"
"2007-10-12","12930","13000","12800","12910","1682800","12910"
"2007-10-15","12970","13020","12850","12950","652300","12950"
"2007-10-16","12890","12930","12720","12790","970500","12790"
"2007-10-17","12700","12900","12530","12710","1022000","12710"
"2007-10-18","12680","12810","12630","12720","873000","12720"
"2007-10-19","12790","12790","12580","12690","745600","12690"
"2007-10-22","12160","12490","12140","12480","880300","12480"
"2007-10-23","12330","12610","12300","12480","693200","12480"
"2007-10-24","12430","12550","12330","12460","606500","12460"
"2007-10-25","12360","12460","12250","12390","782500","12390"
"2007-10-26","12400","12820","12400","12820","833000","12820"
"2007-10-29","13020","13210","12920","12930","1213600","12930"
"2007-10-30","13030","13060","12510","12690","1322000","12690"
"2007-10-31","12420","12570","12360","12540","1287900","12540"
"2007-11-01","12550","12810","12530","12750","622500","12750"
"2007-11-02","12550","12660","12420","12540","921000","12540"
"2007-11-05","12300","12570","12240","12310","894800","12310"
"2007-11-06","12000","12480","11990","12410","809700","12410"
"2007-11-07","12260","12420","12210","12320","851400","12320"
"2007-11-08","12200","12230","12030","12190","1654800","12190"
"2007-11-09","12030","12110","11890","11970","1631400","11970"
"2007-11-12","11670","11850","11550","11750","1111100","11750"
"2007-11-13","11660","11660","11370","11540","845200","11540"
"2007-11-14","11560","11710","11480","11680","892900","11680"
"2007-11-15","11750","11780","11510","11550","671200","11550"
"2007-11-16","11460","11500","11200","11300","748800","11300"
"2007-11-19","11290","11440","11130","11160","635600","11160"
"2007-11-20","10960","11470","10880","11440","1334100","11440"
"2007-11-21","11240","11300","10900","11060","1075600","11060"
"2007-11-22","10950","11240","10870","11190","1316500","11190"
"2007-11-26","11100","11500","11040","11380","1097900","11380"
"2007-11-27","11250","11720","11110","11450","894100","11450"
"2007-11-28","11350","11450","11160","11270","748600","11270"
"2007-11-29","11410","11560","11410","11510","917600","11510"
"2007-11-30","11310","11550","11290","11550","1195700","11550"
"2007-12-03","11350","11440","11230","11300","1346600","11300"
"2007-12-04","11100","11270","11030","11100","1168400","11100"
"2007-12-05","10900","11140","10900","11120","877700","11120"
"2007-12-06","11170","11250","11040","11160","1423100","11160"
"2007-12-07","11200","11280","11170","11250","1037200","11250"
"2007-12-10","11260","11260","10960","11020","1129000","11020"
"2007-12-11","11030","11150","11030","11100","761100","11100"
"2007-12-12","10760","10980","10700","10980","1012600","10980"
"2007-12-13","10840","10880","10650","10650","1165800","10650"
"2007-12-14","10610","11000","10610","10910","3663000","10910"
"2007-12-17","10810","10870","10510","10560","929300","10560"
"2007-12-18","10500","10620","10480","10540","804700","10540"
"2007-12-19","10500","10600","10450","10470","539000","10470"
"2007-12-20","10780","10780","10540","10580","972500","10580"
"2007-12-21","10490","10750","10340","10710","1079600","10710"
"2007-12-25","11000","11070","10940","11070","636000","11070"
"2007-12-26","11130","11150","11070","11120","345800","11120"
"2007-12-27","11010","11080","10970","11050","388200","11050"
"2007-12-28","10950","10990","10800","10880","509400","10880"
