6954 東証1部 ファナック(株)（電気機器）,,,,,
"2008-05-14","10760","11100","10720","11100","1389500","11100"
"2008-05-15","11010","11110","10960","11020","1092100","11020"
"2008-05-16","11220","11250","10910","10960","698800","10960"
"2008-05-19","10970","11050","10880","11010","715800","11010"
"2008-05-20","10810","11060","10810","10910","670500","10910"
"2008-05-21","10870","11030","10820","10860","920400","10860"
"2008-05-22","10570","10980","10500","10940","1088200","10940"
"2008-05-23","10760","11030","10690","10890","768100","10890"
"2008-05-26","10660","10710","10450","10520","1030100","10520"
"2008-05-27","10540","10770","10540","10710","665900","10710"
"2008-05-28","10750","10890","10480","10540","974400","10540"
"2008-05-29","10780","11100","10750","11080","1321100","11080"
"2008-05-30","11100","11480","11040","11450","1307600","11450"
"2008-06-02","11540","11740","11410","11720","1322400","11720"
"2008-06-03","11520","11730","11480","11730","1353700","11730"
"2008-06-04","11730","11840","11690","11830","1011900","11830"
"2008-06-05","11630","11690","11450","11550","1008700","11550"
"2008-06-06","11840","11840","11680","11700","641500","11700"
"2008-06-09","11300","11360","11240","11250","806400","11250"
"2008-06-10","11450","11450","10990","11090","1031300","11090"
"2008-06-11","11290","11410","11070","11400","1058200","11400"
"2008-06-12","11000","11180","11000","11160","969000","11160"
"2008-06-13","11360","11510","11260","11380","5689800","11380"
"2008-06-16","11580","11810","11500","11760","1057900","11760"
"2008-06-17","11880","11890","11650","11780","1011600","11780"
"2008-06-18","11690","11960","11680","11860","758700","11860"
"2008-06-19","11660","11680","11520","11670","903100","11670"
"2008-06-20","11680","11900","11530","11630","1058000","11630"
"2008-06-23","11430","11850","11400","11800","1410400","11800"
"2008-06-24","11630","11680","11500","11560","936400","11560"
"2008-06-25","11450","11540","11280","11400","958400","11400"
"2008-06-26","11280","11310","11050","11180","2097400","11180"
"2008-06-27","10750","10770","10590","10700","2025500","10700"
"2008-06-30","10800","10800","10370","10370","1679200","10370"
"2008-07-01","10010","10080","9900","9900","3712700","9900"
"2008-07-02","10030","10030","9820","9900","2027900","9900"
"2008-07-03","9900","9940","9580","9860","2304100","9860"
"2008-07-04","9900","9950","9750","9820","1250600","9820"
"2008-07-07","9720","9910","9650","9820","1068100","9820"
"2008-07-08","9700","9730","9450","9470","1585600","9470"
"2008-07-09","9760","9820","9520","9560","1072100","9560"
"2008-07-10","9460","9560","9380","9470","1003400","9470"
"2008-07-11","9570","9580","9320","9450","2025900","9450"
"2008-07-14","9410","9640","9410","9510","892200","9510"
"2008-07-15","9320","9380","9210","9210","1142600","9210"
"2008-07-16","9110","9230","9040","9220","1216200","9220"
"2008-07-17","9320","9450","9240","9410","1066500","9410"
"2008-07-18","9440","9530","9220","9280","1159900","9280"
"2008-07-22","9580","9720","9430","9660","1216500","9660"
"2008-07-23","9960","10050","9840","9980","1673200","9980"
"2008-07-24","10080","10130","9930","10070","1253300","10070"
"2008-07-25","9870","9870","9300","9350","3290900","9350"
"2008-07-28","9250","9440","9110","9200","2502400","9200"
"2008-07-29","9030","9040","8730","8870","2411300","8870"
"2008-07-30","8880","8950","8740","8860","1533000","8860"
"2008-07-31","8960","8960","8530","8620","1977300","8620"
"2008-08-01","8580","8630","8490","8510","1534500","8510"
"2008-08-04","8500","8500","8270","8290","2086300","8290"
"2008-08-05","8250","8530","8250","8400","1373700","8400"
"2008-08-06","8700","8720","8540","8580","1563000","8580"
"2008-08-07","8680","8820","8670","8780","1295500","8780"
"2008-08-08","8780","8930","8610","8840","2262600","8840"
"2008-08-11","8920","9180","8900","9120","1211800","9120"
"2008-08-12","9150","9180","8810","8840","1346800","8840"
"2008-08-13","8870","8890","8620","8680","1155200","8680"
"2008-08-14","8650","8730","8480","8590","920600","8590"
"2008-08-15","8710","8760","8640","8690","606000","8690"
"2008-08-18","8630","8940","8630","8730","1095400","8730"
"2008-08-19","8730","8730","8400","8500","1234900","8500"
"2008-08-20","8400","8490","8280","8390","1258600","8390"
"2008-08-21","8410","8420","8280","8330","912800","8330"
"2008-08-22","8250","8280","8060","8120","1260200","8120"
"2008-08-25","8290","8340","8160","8160","909900","8160"
"2008-08-26","7980","8050","7960","8010","1510300","8010"
"2008-08-27","8090","8150","8030","8090","1433500","8090"
"2008-08-28","8190","8190","8030","8120","1481600","8120"
"2008-08-29","8220","8270","8160","8220","1369000","8220"
"2008-09-01","8150","8230","8130","8160","742700","8160"
"2008-09-02","8120","8190","7760","7920","1453900","7920"
"2008-09-03","7960","8030","7870","7880","1193400","7880"
"2008-09-04","7870","7870","7670","7840","1487000","7840"
"2008-09-05","7640","7700","7530","7620","1380800","7620"
"2008-09-08","8000","8170","7960","8060","1425900","8060"
"2008-09-09","8000","8010","7820","7870","736100","7870"
"2008-09-10","7670","7730","7530","7690","1192000","7690"
"2008-09-11","7590","7670","7510","7540","941800","7540"
"2008-09-12","7720","7800","7610","7760","2935700","7760"
"2008-09-16","7360","7450","7270","7290","1351300","7290"
"2008-09-17","7330","7490","7290","7440","1359500","7440"
"2008-09-18","7140","7400","7110","7350","1094800","7350"
"2008-09-19","7750","8340","7720","8340","2522800","8340"
"2008-09-22","8740","8780","8470","8640","1726900","8640"
"2008-09-24","8240","8370","8100","8370","1975500","8370"
"2008-09-25","7980","8410","7980","8350","698200","8350"
"2008-09-26","8360","8400","8010","8170","984200","8170"
"2008-09-29","8180","8420","7970","8030","1255200","8030"
"2008-09-30","7630","7930","7600","7740","1326100","7740"
"2008-10-01","7870","8000","7740","7800","1015800","7800"
"2008-10-02","7910","8000","7480","7490","1605800","7490"
"2008-10-03","7390","7390","7150","7330","1910500","7330"
"2008-10-06","7240","7250","6980","7160","1552300","7160"
"2008-10-07","6950","7190","6850","7050","1735100","7050"
"2008-10-08","6920","7110","6440","6600","3292500","6600"
"2008-10-09","6600","6870","6460","6510","2409900","6510"
"2008-10-10","5510","6220","5510","5830","4349300","5830"
"2008-10-14","6830","6830","6740","6830","1240400","6830"
"2008-10-15","6630","7020","6570","7000","2029700","7000"
"2008-10-16","6160","6300","6000","6000","2262700","6000"
"2008-10-17","6200","6220","5880","6030","2326800","6030"
"2008-10-20","6070","6260","5930","6080","2269000","6080"
"2008-10-21","6430","6490","6330","6490","1986400","6490"
"2008-10-22","6260","6300","6150","6300","2371700","6300"
"2008-10-23","5980","5980","5510","5800","3894100","5800"
"2008-10-24","5760","5770","4800","4870","2933100","4870"
"2008-10-27","4970","5360","4960","5110","5335700","5110"
"2008-10-28","5310","6000","5170","6000","5099900","6000"
"2008-10-29","6010","6530","5560","6190","3405700","6190"
"2008-10-30","6200","7190","6050","7180","2516300","7180"
"2008-10-31","6880","6950","6350","6360","2972100","6360"
"2008-11-04","6660","6830","6590","6740","2077100","6740"
"2008-11-05","6970","7030","6810","7000","1638200","7000"
"2008-11-06","6500","6620","6420","6590","2262000","6590"
"2008-11-07","6090","6360","5700","6080","3301200","6080"
"2008-11-10","6260","6480","6180","6400","1834700","6400"
"2008-11-11","6100","6330","6010","6160","1495100","6160"
"2008-11-12","5900","6140","5860","6020","1404000","6020"
"2008-11-13","5600","5630","5280","5350","2608400","5350"
"2008-11-14","5700","5870","5600","5640","2459100","5640"
"2008-11-17","5540","5880","5370","5660","1772900","5660"
"2008-11-18","5560","5620","5480","5580","1264400","5580"
"2008-11-19","5630","5630","5240","5410","1575600","5410"
"2008-11-20","5110","5240","5010","5010","1679600","5010"
"2008-11-21","4920","5760","4870","5680","3445200","5680"
"2008-11-25","5960","6030","5630","5890","1980000","5890"
"2008-11-26","5870","6120","5820","5960","2064900","5960"
"2008-11-27","6030","6120","5880","5940","858400","5940"
"2008-11-28","5950","6000","5820","5890","1032800","5890"
"2008-12-01","5810","5840","5690","5770","778600","5770"
"2008-12-02","5380","5560","5370","5370","1491300","5370"
"2008-12-03","5470","5520","5250","5400","1463600","5400"
"2008-12-04","5410","5490","5120","5150","1593700","5150"
"2008-12-05","5160","5280","5130","5140","1642800","5140"
"2008-12-08","5160","5480","5080","5450","1459100","5450"
"2008-12-09","5550","5640","5480","5620","1380800","5620"
"2008-12-10","5520","5840","5420","5830","1366900","5830"
"2008-12-11","5870","5930","5740","5910","1380100","5910"
"2008-12-12","5620","5860","5360","5460","3786200","5460"
"2008-12-15","5740","5970","5740","5960","1284000","5960"
"2008-12-16","5800","6020","5760","5950","1062000","5950"
"2008-12-17","6150","6240","5910","6040","1822800","6040"
"2008-12-18","6100","6340","6080","6340","1882200","6340"
"2008-12-19","6350","6350","6000","6010","1727900","6010"
"2008-12-22","6080","6240","6000","6210","867800","6210"
"2008-12-24","6010","6130","5900","5920","883500","5920"
"2008-12-25","5900","6000","5870","6000","222700","6000"
"2008-12-26","5980","6170","5960","6160","478900","6160"
"2008-12-29","6130","6180","6020","6120","411400","6120"
"2008-12-30","6160","6370","6140","6290","652800","6290"
