Date,Open,High,Low,Adj Close*
2005/2/28,11790,11795,11715,11765
2005/3/1,11790,11860,11780,11850
2005/3/2,11800,11845,11775,11790
2005/3/3,11840,11870,11775,11830
2005/3/4,11870,11970,11870,11970
2005/3/7,11915,11975,11905,11965
2005/3/8,11895,11895,11850,11865
2005/3/9,11970,11970,11855,11875
2005/3/10,11800,11845,11790,11845
2005/3/11,11850,11945,11850,11900
2005/3/14,11820,11850,11800,11825
2005/3/15,11835,11855,11730,11755
2005/3/16,11820,11820,11675,11700
2005/3/17,11705,11740,11680,11715
2005/3/18,11810,11825,11765,11805
2005/3/21,11815,11820,11775,11805
2005/3/22,11795,11880,11740,11745
2005/3/23,11730,11730,11655,11690
2005/3/24,11695,11760,11675,11740
2005/3/28,11820,11865,11795,11840
2005/3/29,11600,11635,11505,11530
2005/3/30,11550,11620,11525,11620
2005/3/31,11615,11630,11580,11600
2005/4/1,11740,11750,11635,11650
2005/4/4,11655,11680,11615,11680
2005/4/5,11760,11790,11755,11790
2005/4/6,11835,11870,11785,11850
2005/4/7,11900,11900,11790,11870
2005/4/8,11870,11895,11815,11815
2005/4/11,11760,11765,11725,11725
2005/4/12,11670,11750,11595,11750
2005/4/13,11660,11670,11560,11570
2005/4/14,11565,11595,11475,11480
2005/4/15,11405,11450,11200,11200
2005/4/18,10940,11000,10930,10965
2005/4/19,10960,11090,10960,11090
2005/4/20,11140,11150,10890,10915
2005/4/21,10900,11155,10900,11155
2005/4/22,11035,11115,10895,10985
2005/4/25,11045,11115,11040,11110
2005/4/26,11010,11035,10945,10950
2005/4/27,10985,11015,10895,11000
2005/4/28,10980,11000,10890,10900
2005/4/29,10935,10965,10865,10940
2005/5/2,11020,11045,10980,11045
2005/5/3,11010,11070,10985,11020
2005/5/4,11025,11130,11000,11120
2005/5/5,11130,11175,11085,11135
2005/5/6,11155,11215,11155,11165
2005/5/9,11175,11240,11165,11230
2005/5/10,11145,11150,11070,11080
2005/5/11,11115,11140,11040,11120
2005/5/12,11085,11095,11005,11010
2005/5/13,11040,11095,10960,11020
2005/5/16,10940,11000,10930,11000
2005/5/17,10840,10925,10840,10915
2005/5/18,10860,11000,10850,10985
2005/5/19,11060,11130,11060,11115
2005/5/20,11060,11075,11030,11050
2005/5/23,11145,11185,11140,11165
2005/5/24,11120,11130,11090,11130
2005/5/25,11040,11050,10965,10980
2005/5/26,11065,11105,11060,11090
2005/5/27,11145,11210,11125,11195
2005/5/31,11235,11255,11200,11210
2005/6/1,11290,11395,11285,11360
2005/6/2,11295,11330,11270,11330
2005/6/3,11280,11285,11220,11220
2005/6/6,11240,11260,11205,11260
2005/6/7,11220,11295,11215,11220
2005/6/8,11300,11315,11275,11290
2005/6/9,11190,11250,11175,11240
2005/6/10,11300,11330,11255,11325
2005/6/13,11330,11365,11295,11365
2005/6/14,11345,11390,11335,11390
2005/6/15,11405,11430,11345,11415
2005/6/16,11440,11475,11415,11460
2005/6/17,11520,11560,11510,11545
2005/6/20,11455,11490,11455,11475
2005/6/21,11490,11510,11465,11500
2005/6/22,11545,11555,11510,11530
2005/6/23,11545,11555,11465,11480
2005/6/24,11505,11520,11440,11445
2005/6/27,11420,11460,11400,11400
2005/6/28,11510,11590,11425,11590
2005/6/29,11555,11585,11540,11540
2005/6/30,11565,11600,11520,11520
2005/7/1,11635,11670,11615,11660
2005/7/5,11640,11665,11575,11655
2005/7/6,11620,11660,11575,11575
2005/7/7,11360,11545,11325,11540
2005/7/8,11600,11735,11575,11730
2005/7/11,11710,11780,11705,11755
2005/7/12,11700,11750,11680,11725
2005/7/13,11705,11735,11690,11695
2005/7/14,11805,11825,11770,11810
2005/7/15,11795,11815,11755,11790
2005/7/18,11785,11785,11720,11735
2005/7/19,11795,11835,11785,11835
2005/7/20,11785,11845,11775,11830
2005/7/21,11785,11830,11720,11745
2005/7/22,11690,11745,11675,11745
2005/7/25,11760,11775,11725,11725
2005/7/26,11750,11765,11730,11755
2005/7/27,11840,11895,11820,11890
2005/7/28,11850,11915,11845,11915
2005/7/29,11920,11930,11845,11875
2005/8/1,11955,11975,11940,11965
2005/8/2,11940,12020,11940,12005
2005/8/3,11995,11995,11925,11945
2005/8/4,11970,11970,11825,11835
2005/8/5,11790,11835,11700,11715
2005/8/8,11795,11800,11740,11775
2005/8/9,11920,11990,11775,11970
2005/8/10,12145,12220,12100,12155
2005/8/11,12240,12350,12215,12350
2005/8/12,12290,12290,12210,12255
2005/8/15,12280,12340,12270,12340
2005/8/16,12325,12325,12235,12235
2005/8/17,12275,12340,12255,12315
2005/8/18,12265,12305,12250,12285
2005/8/19,12335,12360,12325,12350
2005/8/22,12485,12545,12445,12530
2005/8/23,12460,12465,12395,12460
2005/8/24,12465,12505,12390,12400
2005/8/25,12405,12435,12400,12435
2005/8/26,12450,12450,12375,12410
2005/8/29,12335,12445,12330,12435
2005/8/30,12460,12465,12375,12420
2005/8/31,12420,12515,12420,12515
2005/9/1,12560,12590,12520,12540
2005/9/2,12540,12625,12540,12585
2005/9/6,12655,12725,12615,12700
2005/9/7,12640,12675,12610,12665
2005/9/8,12580,12585,12535,12545
2005/9/9,12710,12810,12525,12790
2005/9/12,12830,12890,12820,12890
2005/9/13,12855,12870,12800,12810
2005/9/14,12775,12815,12740,12750
2005/9/15,12905,12940,12890,12940
2005/9/16,12930,13070,12930,13065
2005/9/19,13020,13020,12955,12975
2005/9/20,13125,13160,13070,13085
2005/9/21,13080,13145,13070,13100
2005/9/22,13100,13140,13085,13125
2005/9/23,13135,13210,13120,13190
2005/9/26,13330,13370,13305,13330
2005/9/27,13340,13370,13300,13370
2005/9/28,13365,13510,13365,13475
2005/9/29,13485,13715,13455,13715
2005/9/30,13600,13675,13575,13665
2005/10/3,13600,13610,13545,13600
2005/10/4,13755,13815,13700,13705
2005/10/5,13635,13640,13500,13525
2005/10/6,13540,13540,13045,13150
2005/10/7,13125,13305,13100,13290
2005/10/10,13310,13330,13215,13240
2005/10/11,13525,13560,13230,13510
2005/10/12,13445,13485,13350,13365
2005/10/13,13425,13435,13310,13425
2005/10/14,13405,13540,13390,13530
2005/10/17,13360,13445,13350,13430
2005/10/18,13380,13385,13270,13295
2005/10/19,13230,13255,13055,13250
2005/10/20,13255,13255,13025,13030
2005/10/21,13005,13250,13005,13215
2005/10/24,13110,13245,13095,13235
2005/10/25,13270,13300,13210,13295
2005/10/26,13430,13485,13370,13410
2005/10/27,13355,13380,13260,13290
2005/10/28,13305,13450,13300,13435
2005/10/31,13620,13725,13620,13680
2005/11/1,13625,13900,13625,13895
2005/11/2,13890,13995,13830,13985
2005/11/3,13950,14065,13915,14065
2005/11/4,14035,14050,13985,14035
2005/11/7,14020,14080,13980,14070
2005/11/8,14025,14035,13950,13975
2005/11/9,14005,14095,13985,14035
2005/11/10,14030,14110,13990,14100
2005/11/11,14120,14220,14115,14220
2005/11/14,14160,14165,14090,14155
2005/11/15,14070,14130,14035,14075
2005/11/16,14170,14215,14155,14205
2005/11/17,14415,14525,14415,14510
2005/11/18,14490,14680,14490,14665
2005/11/21,14700,14780,14680,14765
2005/11/22,14650,14760,14630,14725
2005/11/23,14725,14860,14705,14860
2005/11/25,14695,14840,14670,14810
2005/11/28,14995,15000,14830,14865
2005/11/29,14895,14955,14895,14920
2005/11/30,14845,14890,14825,14855
2005/12/1,15170,15300,15165,15280
2005/12/2,15385,15400,15285,15340
2005/12/5,15555,15565,15440,15500
2005/12/6,15465,15595,15455,15535
2005/12/7,15530,15540,15400,15460
2005/12/8,15140,15285,15120,15175
2005/12/9,15150,15535,15150,15530
2005/12/12,15770,15775,15685,15760
2005/12/13,15755,15880,15740,15860
2005/12/14,15840,15860,15290,15350
2005/12/15,15095,15215,15090,15115
2005/12/16,15240,15285,15025,15215
2005/12/19,15420,15435,15315,15325
2005/12/20,15570,15640,15555,15635
2005/12/21,15915,15955,15890,15950
2005/12/22,15905,15970,15855,15965
2005/12/23,15935,15955,15910,15945
2005/12/27,16015,16050,15810,15820
2005/12/28,16250,16280,16185,16275
2005/12/29,16380,16390,16300,16320
2005/12/30,16025,16135,16005,16130
2006/1/3,16250,16390,16175,16385
2006/1/4,16350,16515,16335,16490
2006/1/5,16485,16485,16305,16345
2006/1/6,16350,16440,16300,16435
2006/1/9,16390,16515,16385,16465
2006/1/10,16085,16500,16055,16150
2006/1/11,16180,16420,16180,16420
2006/1/12,16390,16405,16305,16325
2006/1/13,16330,16360,16260,16355
2006/1/17,16215,16275,15765,15820
2006/1/18,15760,15790,15295,15355
2006/1/19,15290,15820,15290,15785
2006/1/20,15695,15705,15205,15250
2006/1/23,15405,15450,15320,15365
2006/1/24,15380,15720,15380,15720
2006/1/25,15695,15775,15640,15730
2006/1/26,16035,16200,16025,16165
2006/1/27,16450,16700,16425,16695
2006/1/30,16570,16650,16555,16640
2006/1/31,16660,16670,16550,16560
2006/2/1,16560,16655,16490,16640
2006/2/2,16710,16710,16505,16540
2006/2/3,16700,16815,16590,16725
2006/2/6,16745,16780,16715,16750
2006/2/7,16630,16655,16520,16555
2006/2/8,16335,16475,16280,16470
2006/2/9,16565,16615,16465,16485
2006/2/10,16290,16340,16140,16280
2006/2/13,15930,16010,15870,15895
2006/2/14,16170,16315,15895,16305
2006/2/15,15970,16065,15945,16010
2006/2/16,16030,16160,16010,16160
2006/2/17,15815,15840,15730,15760
2006/2/21,15575,16015,15560,15920
2006/2/22,15795,15985,15775,15945
2006/2/23,16010,16075,15975,15990
2006/2/24,15985,16180,15985,16160
2006/2/27,16120,16250,16120,16230
2006/2/28,16180,16180,15955,15965
2006/3/1,15955,16130,15950,16125
2006/3/2,16125,16125,15760,15825
2006/3/3,15830,15830,15565,15610
2006/3/6,15900,15910,15765,15815
2006/3/7,15875,15875,15600,15680
2006/3/8,15640,15745,15555,15705
2006/3/9,15930,16000,15910,15915
2006/3/10,15910,16245,15910,16205
2006/3/13,16350,16375,16295,16360
2006/3/14,16190,16310,16125,16310
2006/3/15,16275,16305,16210,16295
2006/3/16,16085,16185,16050,16095
2006/3/17,16220,16235,16180,16220
2006/3/20,16520,16530,16470,16500
2006/3/21,16470,16580,16420,16450
2006/3/22,16430,16570,16415,16560
2006/3/23,16440,16480,16345,16450
2006/3/24,16465,16530,16430,16510
2006/3/27,16555,16570,16490,16555
2006/3/28,16655,16680,16520,16555
2006/3/29,16905,17070,16875,17055
2006/3/30,17030,17145,16995,17085
2006/3/31,17045,17075,16980,17005
2006/4/3,17355,17430,17330,17385
2006/4/4,17320,17375,17280,17335
2006/4/5,17290,17380,17275,17360
2006/4/6,17510,17520,17425,17450
2006/4/7,17535,17580,17370,17425
2006/4/10,17465,17515,17440,17505
2006/4/11,17420,17475,17280,17315
2006/4/12,17170,17215,17140,17200
2006/4/13,17230,17250,17130,17205
2006/4/17,17015,17035,16955,16980
2006/4/18,16985,17465,16985,17460
2006/4/19,17480,17480,17355,17450
2006/4/20,17345,17440,17275,17320
2006/4/21,17395,17430,17255,17295
2006/4/24,16900,16955,16820,16835
2006/4/25,16820,17025,16820,16920
2006/4/26,16915,17150,16915,17110
2006/4/27,17035,17145,16990,17040
2006/4/28,16970,17020,16870,16930
2006/5/1,16935,16950,16865,16870
2006/5/2,17135,17160,17105,17135
2006/5/3,17100,17175,17070,17160
2006/5/4,17150,17260,17150,17245
2006/5/5,17220,17340,17145,17340
2006/5/8,17230,17295,17205,17270
2006/5/9,17180,17235,17160,17205
2006/5/10,16990,17000,16860,16880
2006/5/11,16900,16955,16555,16620
2006/5/12,16455,16520,16300,16325
2006/5/15,16425,16525,16320,16515
2006/5/16,16525,16535,16220,16230
2006/5/17,16225,16280,15870,15930
2006/5/18,15930,16150,15890,15965
2006/5/19,15960,16295,15960,16220
2006/5/22,15830,15855,15630,15725
2006/5/23,15735,15900,15550,15560
2006/5/24,15505,15900,15500,15840
2006/5/25,15845,15890,15700,15865
2006/5/26,16010,16175,15950,16140
2006/5/30,15920,15980,15535,15570
2006/5/31,15560,15660,15520,15655
2006/6/1,15670,15730,15440,15715
2006/6/2,15810,15855,15670,15815
2006/6/5,15670,15705,15425,15500
2006/6/6,15400,15535,15160,15335
2006/6/7,15350,15350,15080,15085
2006/6/8,14750,15100,14475,14670
2006/6/9,14640,14850,14620,14635
2006/6/12,14780,14865,14545,14575
2006/6/13,14255,14340,14110,14150
2006/6/14,14105,14400,14105,14390
2006/6/15,14400,14880,14400,14835
2006/6/16,14785,14870,14665,14695
2006/6/19,14935,14965,14710,14755
2006/6/20,14745,14775,14630,14720
2006/6/21,14725,14920,14635,14855
2006/6/22,15105,15105,14950,15050
2006/6/23,15055,15170,14995,15075
2006/6/26,15110,15155,15080,15145
2006/6/27,15150,15155,14870,14900
2006/6/28,14930,15010,14865,15010
2006/6/29,15185,15485,15010,15470
2006/6/30,15490,15555,15435,15495
2006/7/3,15590,15755,15585,15740
2006/7/5,15630,15660,15290,15425
2006/7/6,15445,15470,15345,15440
2006/7/7,15335,15445,15150,15185
2006/7/10,15490,15545,15410,15490
2006/7/11,15480,15500,15285,15490
2006/7/12,15550,15580,15120,15195
2006/7/13,15250,15300,14800,14860
2006/7/14,14870,14880,14655,14700
2006/7/17,14715,14785,14645,14710
2006/7/18,14480,14625,14410,14580
2006/7/19,14590,14940,14530,14860
2006/7/20,14880,15020,14750,14795
2006/7/21,14805,14850,14650,14710
2006/7/24,14815,15030,14785,14975
2006/7/25,14990,15225,14990,15140
2006/7/26,15135,15135,14905,14950
2006/7/27,14925,15305,14920,15190
2006/7/28,15175,15505,15145,15460
2006/7/31,15410,15440,15375,15430
2006/8/1,15425,15430,15245,15320
2006/8/2,15310,15625,15310,15575
2006/8/3,15475,15610,15380,15545
2006/8/4,15575,15630,15420,15485
2006/8/7,15215,15250,15170,15220
2006/8/8,15210,15470,15210,15380
2006/8/9,15395,15745,15385,15555
2006/8/10,15565,15640,15500,15605
2006/8/11,15600,15630,15520,15580
2006/8/14,15650,15935,15650,15820
2006/8/15,15820,16050,15820,16010
2006/8/16,16045,16195,16040,16160
2006/8/17,16025,16135,16000,16075
2006/8/18,16060,16130,16010,16125
2006/8/21,15995,16025,15965,16020
2006/8/22,16115,16200,16020,16195
2006/8/23,16170,16195,16030,16105
2006/8/24,16100,16100,15930,15970
2006/8/25,15970,16055,15940,15980
2006/8/28,15790,15925,15785,15875
2006/8/29,15940,15955,15830,15955
2006/8/30,15900,15955,15885,15910
2006/8/31,15900,16155,15900,16085
2006/9/1,16135,16215,16095,16195
2006/9/5,16325,16365,16295,16335
2006/9/6,16245,16250,16115,16125
2006/9/7,15900,15950,15805,15935
2006/9/8,15930,16040,15925,16015
2006/9/11,15790,15900,15710,15805
2006/9/12,15690,15955,15690,15945
2006/9/13,15735,15945,15705,15815
2006/9/14,15830,15910,15810,15835
2006/9/15,15840,15910,15780,15805
2006/9/18,15880,15905,15805,15865
2006/9/19,15785,15850,15645,15740
2006/9/20,15735,15870,15690,15850
2006/9/21,15820,15830,15645,15695
2006/9/22,15560,15590,15440,15515
2006/9/25,15605,15690,15485,15670
2006/9/26,15560,15720,15540,15700
2006/9/27,15925,16020,15880,15970
2006/9/28,15975,16115,15975,16095
2006/9/29,16135,16155,16085,16100
2006/10/2,16215,16300,16185,16200
2006/10/3,16165,16285,16135,16250
2006/10/4,16220,16345,16100,16340
2006/10/5,16345,16500,16345,16445
2006/10/6,16470,16500,16350,16415
2006/10/9,16385,16405,16265,16305
2006/10/10,16305,16560,16305,16530
2006/10/11,16530,16530,16290,16440
2006/10/12,16380,16560,16350,16530
2006/10/13,16575,16650,16540,16620
2006/10/16,16695,16715,16650,16680
2006/10/17,16555,16675,16445,16585
2006/10/18,16595,16765,16580,16700
2006/10/19,16685,16695,16530,16580
2006/10/20,16570,16665,16545,16610
2006/10/23,16670,16890,16670,16870
2006/10/24,16860,16860,16765,16840
2006/10/25,16830,16850,16720,16835
2006/10/26,16850,16870,16745,16870
2006/10/27,16680,16695,16490,16520
2006/10/30,16380,16480,16360,16435
2006/10/31,16430,16440,16300,16360
2006/11/1,16350,16460,16225,16245
2006/11/2,16330,16365,16250,16300
2006/11/3,16375,16445,16320,16340
2006/11/6,16415,16585,16395,16560
2006/11/7,16565,16565,16375,16400
2006/11/8,16245,16400,16160,16270
2006/11/9,16260,16300,16115,16145
2006/11/10,16140,16140,16060,16085
2006/11/13,16035,16100,16000,16040
2006/11/14,16035,16400,16025,16390
2006/11/15,16270,16390,16210,16350
2006/11/16,16160,16255,16145,16235
2006/11/17,16065,16080,15975,16060
2006/11/20,15760,15850,15740,15795
2006/11/21,15820,15820,15715,15770
2006/11/22,15765,15870,15765,15790
2006/11/24,15780,15815,15590,15600
2006/11/27,15775,15820,15620,15665
2006/11/28,15670,15890,15650,15880
2006/11/29,15880,16190,15865,16180
2006/11/30,16175,16280,16165,16215
2006/12/1,16305,16305,16065,16240
2006/12/4,16230,16405,16220,16350
2006/12/5,16355,16355,16240,16330
2006/12/6,16350,16415,16320,16400
2006/12/7,16445,16520,16435,16440
2006/12/8,16410,16555,16410,16535
2006/12/11,16585,16670,16550,16640
2006/12/12,16655,16685,16575,16680
2006/12/13,16730,16745,16680,16735
2006/12/14,16730,16965,16730,16940
2006/12/15,16935,17035,16900,16960
2006/12/18,16955,16970,16830,16865
2006/12/19,16795,16860,16735,16780
2006/12/20,17015,17060,16975,16990
2006/12/21,17050,17100,16980,16990
2006/12/22,16985,17155,16985,17135
2006/12/26,17180,17265,17165,17255
2006/12/27,17245,17330,17210,17325
2006/12/28,17230,17320,17230,17295
2006/12/29,17295,17340,17250,17255
2007/1/3,17295,17475,17245,17315
2007/1/4,17310,17420,17245,17410
2007/1/5,17405,17405,16930,16935
2007/1/8,17070,17075,16935,17060
2007/1/9,17275,17275,17055,17245
2007/1/10,17225,17225,16905,16995
2007/1/11,17000,17070,16880,17025
2007/1/12,17065,17195,17030,17140
2007/1/16,17265,17285,17200,17230
2007/1/17,17280,17290,17205,17220
2007/1/18,17200,17455,17200,17330
2007/1/19,17340,17465,17330,17420
2007/1/22,17465,17470,17315,17375
2007/1/23,17410,17550,17380,17505
2007/1/24,17520,17675,17520,17665
2007/1/25,17650,17650,17320,17380
2007/1/26,17405,17480,17320,17445
2007/1/29,17515,17595,17495,17530
2007/1/30,17520,17615,17505,17590
2007/1/31,17390,17595,17335,17420
2007/2/1,17420,17655,17420,17650
2007/2/2,17640,17640,17555,17560
2007/2/5,17375,17445,17350,17380
2007/2/6,17435,17470,17350,17420
2007/2/7,17435,17445,17315,17370
2007/2/8,17290,17300,17220,17280
2007/2/9,17555,17565,17280,17430
2007/2/12,17480,17525,17385,17425
2007/2/13,17450,17720,17450,17690
2007/2/14,17700,17985,17700,17940
2007/2/15,17855,17900,17815,17880
2007/2/16,17870,17885,17805,17860
2007/2/20,17930,17975,17870,17940
2007/2/21,17910,17980,17860,17975
2007/2/22,18095,18185,18085,18170
2007/2/23,18155,18235,18140,18205
2007/2/26,18240,18250,18140,18225
2007/2/27,18215,18215,17280,17465
2007/2/28,17445,17640,17380,17495
2007/3/1,17510,17510,16990,17300
2007/3/2,17065,17285,16835,16865
2007/3/5,16485,16715,16470,16520
2007/3/6,16510,16970,16510,16925
2007/3/7,16745,16905,16720,16740
2007/3/8,17070,17170,17030,17060
2007/3/9,17050,17245,17050,17185
2007/3/12,17295,17300,17095,17275
2007/3/13,17275,17280,16715,16775
2007/3/14,16780,16780,16275,16710
2007/3/15,16745,16915,16715,16820
2007/3/16,16825,16865,16630,16715
2007/3/19,17025,17115,16970,17105
2007/3/20,17095,17240,17040,17210
2007/3/21,17220,17510,17190,17460
2007/3/22,17430,17635,17430,17560
2007/3/23,17560,17570,17425,17515
2007/3/26,17495,17560,17285,17480
2007/3/27,17475,17480,17355,17405
2007/3/28,17395,17395,17040,17130
2007/3/29,17135,17420,17135,17330
2007/3/30,17325,17475,17190,17245
2007/4/2,17105,17200,17050,17135
2007/4/3,17305,17465,17300,17430
2007/4/4,17445,17590,17420,17585
2007/4/5,17565,17605,17480,17555
2007/4/9,17745,17810,17715,17730
2007/4/10,17730,17780,17690,17730
2007/4/11,17730,17745,17570,17625
2007/4/12,17530,17650,17470,17615
2007/4/13,17470,17570,17435,17535
2007/4/16,17695,17895,17690,17870
2007/4/17,17585,17705,17575,17655
2007/4/18,17660,17665,17545,17610
2007/4/19,17670,17670,17310,17440
2007/4/20,17425,17620,17410,17615
2007/4/23,17465,17520,17390,17440
2007/4/24,17440,17465,17310,17435
2007/4/25,17440,17490,17310,17485
2007/4/26,17490,17520,17380,17515
2007/4/27,17525,17525,17290,17400
2007/4/30,17440,17460,17265,17305
2007/5/1,17280,17330,17215,17320
2007/5/2,17445,17520,17405,17490
2007/5/3,17505,17585,17455,17580
2007/5/4,17580,17625,17550,17605
2007/5/7,17640,17675,17605,17665
2007/5/8,17655,17655,17515,17585
2007/5/9,17720,17815,17670,17810
2007/5/10,17810,17810,17500,17520
2007/5/11,17520,17720,17475,17715
2007/5/14,17675,17745,17600,17685
2007/5/15,17685,17685,17490,17530
2007/5/16,17575,17670,17520,17670
2007/5/17,17675,17680,17470,17550
2007/5/18,17415,17545,17405,17495
2007/5/21,17530,17620,17520,17565
2007/5/22,17705,17725,17625,17665
2007/5/23,17665,17800,17665,17700
2007/5/24,17690,17745,17500,17535
2007/5/25,17535,17565,17450,17535
2007/5/29,17610,17745,17600,17700
2007/5/30,17695,17715,17515,17710
2007/5/31,17855,17965,17840,17955
2007/6/1,17940,18065,17940,18045
2007/6/4,17945,18010,17915,17985
2007/6/5,17980,18060,17885,17965
2007/6/6,17965,17965,17750,17795
2007/6/7,17985,17990,17715,17770
2007/6/8,17670,17945,17660,17940
2007/6/11,17875,17995,17825,17915
2007/6/12,17800,17850,17655,17670
2007/6/13,17720,17915,17680,17890
2007/6/14,17925,18020,17895,17990
2007/6/15,17980,18195,17980,18160
2007/6/18,18190,18240,18125,18215
2007/6/19,18160,18215,18125,18210
2007/6/20,18235,18290,18075,18085
2007/6/21,18185,18250,18075,18220
2007/6/22,18180,18205,17950,18030
2007/6/25,18030,18165,17960,18030
2007/6/26,18025,18115,17955,17970
2007/6/27,17970,17980,17740,17945
2007/6/28,17975,18065,17945,17990
2007/6/29,18095,18220,17980,18165
2007/7/2,18165,18275,18145,18265
2007/7/3,18210,18245,18185,18235
2007/7/5,18190,18235,18120,18225
2007/7/6,18225,18240,18160,18195
2007/7/9,18290,18360,18225,18225
2007/7/10,18230,18230,18040,18070
2007/7/11,18010,18120,17920,18120
2007/7/12,18125,18195,18020,18185
2007/7/13,18195,18300,18190,18245
2007/7/16,18235,18265,18170,18190
2007/7/17,18140,18255,18140,18200
2007/7/18,18165,18205,17935,18085
2007/7/19,18085,18230,18070,18190
2007/7/20,18185,18185,17855,17945
2007/7/23,17940,18075,17940,18015
2007/7/24,18005,18015,17700,17745
2007/7/25,17815,17880,17640,17795
2007/7/26,17775,17815,17050,17265
2007/7/27,17270,17300,16980,17020
2007/7/30,17140,17355,17120,17295
2007/7/31,17315,17410,17105,17140
2007/8/1,17145,17145,16800,16985
2007/8/2,16990,17170,16980,17130
2007/8/3,17000,17025,16610,16675
2007/8/6,16910,17040,16730,17025
2007/8/7,16960,17105,16880,17025
2007/8/8,17025,17335,17015,17290
2007/8/9,17285,17295,16830,16855
2007/8/10,16850,16850,16445,16700
2007/8/13,16745,16880,16740,16740
2007/8/14,16735,16890,16555,16620
2007/8/15,16570,16625,16240,16265
2007/8/16,16250,16255,15500,15940
2007/8/17,15950,16110,15355,15825
2007/8/20,15845,15855,15575,15795
2007/8/21,15685,15870,15685,15820
2007/8/22,15865,16175,15820,16155
2007/8/23,16155,16570,16155,16365
2007/8/24,16335,16495,16200,16485
2007/8/27,16400,16405,16285,16290
2007/8/28,16280,16285,15880,15945
2007/8/29,15940,16410,15880,16375
2007/8/30,16370,16370,16040,16225
2007/8/31,16650,16675,16505,16585
2007/9/4,16490,16590,16345,16545
2007/9/5,16535,16555,15990,16095
2007/9/6,16130,16260,16080,16185
2007/9/7,16050,16095,15735,15790
2007/9/10,15805,15855,15565,15710
2007/9/11,15700,15980,15700,15955
2007/9/12,15820,15925,15795,15885
2007/9/13,15775,16005,15760,15935
2007/9/14,15935,16100,15935,16090
2007/9/17,15975,16035,15915,15970
2007/9/18,15830,16275,15805,16260
2007/9/19,16280,16580,16280,16440
2007/9/20,16340,16425,16125,16180
2007/9/21,16175,16500,16175,16370
2007/9/24,16425,16445,16340,16380
2007/9/25,16315,16380,16250,16375
2007/9/26,16380,16610,16380,16570
2007/9/27,16870,16930,16830,16925
2007/9/28,16770,16815,16680,16730
2007/10/1,16900,17150,16830,17080
2007/10/2,17155,17165,17015,17060
2007/10/3,17080,17155,17025,17100
2007/10/4,17105,17125,17045,17075
2007/10/5,17130,17305,17110,17280
2007/10/8,17240,17285,17185,17265
2007/10/9,17300,17300,17185,17280
2007/10/10,17225,17270,17160,17250
2007/10/11,17230,17600,17230,17370
2007/10/12,17345,17480,17340,17480
2007/10/15,17425,17430,17190,17290
2007/10/16,17040,17315,16920,16935
2007/10/17,16965,17130,16910,17000
2007/10/18,17010,17055,16895,16970
2007/10/19,16950,17000,16425,16430
2007/10/22,16320,16505,16285,16475
2007/10/23,16500,16590,16395,16550
2007/10/24,16550,16550,16085,16370
2007/10/25,16365,16460,16200,16360
2007/10/26,16350,16685,16350,16635
2007/10/29,16745,16760,16665,16735
2007/10/30,16680,16700,16595,16625
2007/10/31,16725,16875,16690,16835
2007/11/1,16840,16885,16420,16515
2007/11/2,16415,16575,16285,16490
2007/11/5,16110,16225,16070,16180
2007/11/6,16255,16385,16255,16360
2007/11/7,16385,16400,15755,15825
2007/11/8,15790,15900,15530,15655
2007/11/9,15640,15710,15050,15245
2007/11/12,15160,15235,14950,15015
2007/11/13,15030,15450,15005,15410
2007/11/14,15430,15650,15390,15480
2007/11/15,15240,15490,15070,15160
2007/11/16,15170,15250,15075,15175
2007/11/19,15040,15050,14700,14765
2007/11/20,14760,15285,14760,15165
2007/11/21,15160,15205,14535,14680
2007/11/23,14785,15040,14745,14990
2007/11/26,15190,15205,14805,14840
2007/11/27,15190,15290,14830,15265
2007/11/28,15135,15570,15135,15510
2007/11/29,15530,15680,15490,15575
2007/11/30,15785,15900,15555,15780
2007/12/3,15680,15685,15555,15625
2007/12/4,15410,15435,15335,15415
2007/12/5,15695,15905,15430,15850
2007/12/6,15940,16090,15795,16080
2007/12/7,16055,16055,15925,15995
2007/12/10,15935,16075,15935,16020
2007/12/11,16015,16130,15535,15615
2007/12/12,15885,16150,15770,15915
2007/12/13,15555,15900,15465,15605
2007/12/14,15460,15630,15430,15445
2007/12/17,15230,15330,15025,15035
2007/12/18,15050,15330,15050,15250
2007/12/19,15080,15255,15060,15165
2007/12/20,15055,15175,15010,15115
2007/12/21,15395,15675,15385,15595
2007/12/24,15575,15660,15555,15645
2007/12/26,15700,15740,15640,15700
2007/12/27,15665,15680,15350,15395
2007/12/28,15330,15490,15260,15295
2007/12/31,15335,15350,15120,15160
2008/1/2,15220,15260,14820,14945
2008/1/3,14845,15000,14805,14875
2008/1/4,14845,14855,14350,14480
2008/1/7,14525,14565,14380,14480
2008/1/8,14520,14645,14350,14370
2008/1/9,14300,14620,14300,14590
2008/1/10,14615,14630,14315,14470
2008/1/11,14475,14475,14075,14145
2008/1/14,14125,14260,14060,14190
2008/1/15,13960,14050,13615,13765
2008/1/16,13680,13730,13350,13565
2008/1/17,13715,13745,13290,13340
2008/1/18,13390,13785,13380,13530
2008/1/22,12905,13220,12560,13080
2008/1/23,13055,13080,12365,13075
2008/1/24,13080,13290,13040,13260
2008/1/25,13295,13760,13290,13445
2008/1/28,13155,13400,13070,13290
2008/1/29,13305,13580,13305,13520
