Date,Open,High,Low,Adj Close*
2008/1/30,13520,13655,13355,13360
2008/1/31,13355,13680,13235,13580
2008/2/1,13625,13820,13560,13760
2008/2/4,13900,13940,13730,13750
2008/2/5,13780,13780,13285,13350
2008/2/6,13345,13345,13020,13085
2008/2/7,13115,13345,12950,13240
2008/2/8,13180,13255,12850,12935
2008/2/11,12960,13070,12825,12980
2008/2/12,12935,13300,12935,13215
2008/2/13,13170,13335,13130,13280
2008/2/14,13600,13710,13425,13435
2008/2/15,13540,13620,13365,13560
2008/2/19,13710,13890,13610,13700
2008/2/20,13355,13530,13280,13465
2008/2/21,13480,13795,13455,13520
2008/2/22,13500,13595,13300,13590
2008/2/25,13865,14035,13755,14005
2008/2/26,13970,14095,13850,14045
2008/2/27,13925,14065,13865,13915
2008/2/28,13900,13925,13655,13680
2008/2/29,13455,13465,13260,13295
2008/3/3,12920,13180,12890,13120
2008/3/4,13130,13175,12690,12910
2008/3/5,12935,13180,12920,13025
2008/3/6,13105,13165,12755,12805
2008/3/7,12805,12845,12550,12650
2008/3/10,12630,12690,12400,12425
2008/3/11,12420,13020,12415,13010
2008/3/12,13000,13030,12745,12770
2008/3/13,12215,12705,12195,12520
2008/3/14,12340,12495,11950,12035
2008/3/17,11655,11830,11505,11710
2008/3/18,11780,12355,11700,12345
2008/3/19,12350,12400,11840,11850
2008/3/20,11850,12175,11815,12110
2008/3/24,12455,12660,12455,12595
2008/3/25,12610,12790,12605,12690
2008/3/26,12660,12700,12510,12515
2008/3/27,12515,12795,12500,12590
2008/3/28,12855,12860,12610,12635
2008/3/31,12540,12715,12535,12640
2008/4/1,12660,13220,12660,13185
2008/4/2,13245,13375,13175,13250
2008/4/3,13375,13415,13270,13350
2008/4/4,13340,13420,13210,13260
2008/4/7,13550,13555,13410,13430
2008/4/8,13410,13410,13205,13350
2008/4/9,13360,13360,13020,13090
2008/4/10,12930,13100,12845,13005
2008/4/11,13005,13225,12965,13005
2008/4/14,12910,12990,12850,12915
2008/4/15,12925,13070,12875,13010
2008/4/16,13050,13475,13045,13455
2008/4/17,13435,13475,13325,13455
2008/4/18,13450,13840,13450,13720
2008/4/21,13620,13685,13555,13670
2008/4/22,13640,13640,13415,13510
2008/4/23,13540,13690,13455,13635
2008/4/24,13615,13795,13445,13675
2008/4/25,13655,14000,13655,13915
2008/4/28,13975,14015,13885,13970
2008/4/29,13975,13975,13810,13865
2008/4/30,13850,14090,13765,13880
2008/5/1,13835,14080,13780,14065
2008/5/2,14095,14280,14070,14185
2008/5/5,14110,14190,14075,14135
2008/5/6,14125,14190,13955,14150
2008/5/7,14170,14210,13885,13915
2008/5/8,13930,13985,13830,13900
2008/5/9,13885,13890,13560,13600
2008/5/12,13790,13845,13690,13835
2008/5/13,13965,14045,13900,14010
2008/5/14,14110,14315,14060,14180
2008/5/15,14150,14370,14125,14345
2008/5/16,14345,14375,14205,14315
2008/5/19,14350,14415,14225,14275
2008/5/20,14255,14255,13950,13990
2008/5/21,13995,13995,13700,13740
2008/5/22,13740,14045,13740,14015
2008/5/23,14005,14030,13800,13860
2008/5/27,13750,13980,13720,13945
2008/5/28,13960,13960,13775,13920
2008/5/29,13920,14275,13900,14215
2008/5/30,14370,14395,14315,14350
2008/6/2,14280,14295,14105,14205
2008/6/3,14165,14355,14105,14205
2008/6/4,14265,14415,14205,14350
2008/6/5,14405,14565,14320,14560
2008/6/6,14485,14505,14015,14060
2008/6/9,14205,14305,14125,14215
2008/6/10,14010,14175,13935,14035
2008/6/11,14035,14210,13865,13895
2008/6/12,14045,14080,13940,13985
2008/6/13,13965,14150,13915,14135
2008/6/16,14355,14360,14190,14295
2008/6/17,14440,14490,14325,14330
2008/6/18,14380,14380,14200,14215
2008/6/19,14215,14225,14070,14195
2008/6/20,13940,13945,13675,13695
2008/6/23,13860,13905,13775,13810
2008/6/24,13760,13870,13655,13775
2008/6/25,13955,14085,13775,13925
2008/6/26,13960,13970,13465,13510
2008/6/27,13500,13520,13365,13480
2008/6/30,13400,13585,13375,13475
2008/7/1,13280,13460,13155,13455
2008/7/2,13440,13470,13150,13160
2008/7/3,13140,13415,13140,13320
2008/7/7,13375,13480,13215,13325
2008/7/8,13025,13275,12990,13265
2008/7/9,13170,13275,12965,12975
2008/7/10,12980,13200,12945,13095
2008/7/11,13080,13105,12710,12905
2008/7/14,13045,13090,12850,12920
2008/7/15,12585,12775,12485,12585
2008/7/16,12580,12975,12560,12960
2008/7/17,13020,13165,12985,13085
2008/7/18,13015,13140,12960,13095
2008/7/21,13175,13240,13080,13145
2008/7/22,13100,13320,13035,13300
2008/7/23,13330,13510,13320,13445
2008/7/24,13435,13600,13365,13395
2008/7/25,13410,13490,13325,13480
2008/7/28,13360,13435,13190,13240
2008/7/29,13240,13360,13160,13325
2008/7/30,13405,13530,13370,13475
2008/7/31,13465,13475,13250,13305
2008/8/1,13295,13295,13005,13085
2008/8/4,12925,13020,12880,12910
2008/8/5,13035,13180,13015,13165
2008/8/6,13160,13315,13160,13310
2008/8/7,13295,13295,13015,13055
2008/8/8,13150,13345,12980,13280
2008/8/11,13360,13490,13320,13395
2008/8/12,13395,13395,13160,13255
2008/8/13,13280,13285,12850,12970
2008/8/14,12975,13045,12830,12945
2008/8/15,12975,13015,12905,12950
2008/8/18,13145,13180,12915,12985
2008/8/19,12810,12835,12680,12745
2008/8/20,12760,12920,12740,12855
2008/8/21,12865,12865,12655,12780
2008/8/22,12735,12920,12725,12910
2008/8/25,12875,12920,12640,12685
2008/8/26,12715,12870,12715,12815
2008/8/27,12760,12920,12750,12890
2008/8/28,12900,13010,12780,12995
2008/8/29,13030,13055,12860,12900
2008/9/2,12835,12940,12645,12690
2008/9/3,12635,12685,12555,12650
2008/9/4,12635,12635,12215,12230
2008/9/5,12210,12235,11985,12180
2008/9/8,12280,12670,12215,12525
2008/9/9,12520,12535,12130,12180
2008/9/10,12200,12380,12175,12270
2008/9/11,11985,12195,11880,12185
2008/9/12,12220,12290,12060,12260
2008/9/15,12010,12010,11590,11675
2008/9/16,11665,11720,11265,11715
2008/9/17,11550,11730,11190,11275
2008/9/18,11285,11845,11170,11710
2008/9/19,11710,12465,11710,12410
2008/9/22,12350,12350,11730,11810
2008/9/23,11825,11930,11630,11680
2008/9/24,11600,12015,11570,11960
2008/9/25,12000,12280,11945,12155
2008/9/26,12160,12160,11790,12070
2008/9/29,11650,11675,11070,11175
2008/9/30,12095,12095,11180,11595
2008/10/1,11605,11605,11340,11545
2008/10/2,11535,11535,10905,11005
2008/10/3,10975,11295,10825,10870
2008/10/6,10830,10830,9870,10035
2008/10/7,10065,10230,9665,9750
2008/10/8,9625,9705,8970,9095
2008/10/9,9105,9365,8505,8535
2008/10/10,8505,8505,7535,7885
2008/10/13,8600,8885,8445,8885
2008/10/14,9005,9885,9005,9345
2008/10/15,9400,9400,8345,8380
2008/10/16,8420,8750,8000,8700
2008/10/17,8695,8930,8350,8545
2008/10/20,9020,9305,8870,9295
2008/10/21,9310,9320,8790,8915
2008/10/22,8930,8975,7915,8125
2008/10/23,8155,8405,7835,8360
2008/10/24,8375,8400,7360,7410
2008/10/27,7000,7375,6935,6940
2008/10/28,6900,7940,6900,7940
2008/10/29,8165,8620,8165,8300
2008/10/30,8310,9075,8285,8945
2008/10/31,8890,8940,8405,8795
2008/11/3,8825,8995,8780,8930
2008/11/4,8920,9640,8920,9515
2008/11/5,9510,9510,9030,9085
2008/11/6,9040,9040,8215,8260
2008/11/7,8260,8780,8260,8770
2008/11/10,9275,9290,8790,8900
2008/11/11,8710,8895,8350,8480
2008/11/12,8500,8705,8055,8085
2008/11/13,8085,8825,7950,8790
2008/11/14,8590,8780,8305,8365
2008/11/17,8430,8590,8240,8355
2008/11/18,8145,8455,8075,8445
2008/11/19,8215,8315,7740,7800
2008/11/20,7905,7905,7210,7270
2008/11/21,7280,7995,7280,7870
2008/11/24,7945,8600,7940,8420
2008/11/25,8285,8580,8135,8295
2008/11/26,8260,8565,8040,8520
2008/11/28,8375,8580,8360,8505
2008/12/1,8245,8265,7735,7765
2008/12/2,7950,8150,7875,8070
2008/12/3,8070,8230,7815,8165
2008/12/4,8140,8140,7695,7795
2008/12/5,7835,8045,7575,8010
2008/12/8,8425,8600,8365,8485
2008/12/9,8490,8580,8340,8410
2008/12/10,8375,8710,8375,8635
2008/12/11,8600,8710,8410,8450
2008/12/12,8235,8595,8160,8535
2008/12/15,8585,8605,8395,8580
2008/12/16,8590,8890,8520,8860
2008/12/17,8860,8870,8530,8635
2008/12/18,8725,8755,8475,8670
2008/12/19,8510,8655,8430,8450
2008/12/22,8625,8705,8400,8500
2008/12/23,8445,8600,8370,8445
2008/12/24,8485,8565,8455,8535
2008/12/26,8710,8730,8640,8720
2008/12/29,8755,8780,8590,8750
2008/12/30,8760,8985,8740,8955
2008/12/31,8955,9165,8955,9075
2009/1/2,9105,9370,9080,9290
2009/1/5,9190,9290,9125,9195
2009/1/6,9190,9300,9155,9165
2009/1/7,9215,9215,8910,8965
2009/1/8,8860,8950,8785,8945
2009/1/9,8830,8885,8635,8680
2009/1/12,8630,8650,8390,8475
2009/1/13,8505,8505,8245,8330
2009/1/14,8350,8350,7970,8070
2009/1/15,8000,8160,7860,8040
2009/1/16,8055,8365,7990,8200
2009/1/20,8270,8275,7710,7775
2009/1/21,7740,8045,7705,8015
2009/1/22,8045,8085,7700,7870
2009/1/23,7585,7830,7525,7745
2009/1/26,7710,7890,7650,7780
2009/1/27,7800,8085,7800,7975
2009/1/28,8010,8360,8010,8310
2009/1/29,8125,8145,7950,8005
2009/1/30,7970,8005,7770,7820
2009/2/2,7725,7885,7710,7815
2009/2/3,7870,7990,7770,7895
2009/2/4,7975,8140,7945,8005
2009/2/5,7935,8165,7845,8095
2009/2/6,8110,8345,8065,8290
2009/2/9,8035,8195,8005,8140
2009/2/10,7985,8065,7690,7730
2009/2/11,7765,7820,7680,7765
2009/2/12,7805,7805,7550,7770
2009/2/13,7740,7835,7665,7685
2009/2/17,7720,7750,7410,7425
2009/2/18,7435,7615,7435,7560
2009/2/19,7605,7675,7495,7520
2009/2/20,7300,7370,7160,7260
2009/2/23,7435,7440,7095,7155
2009/2/24,7155,7530,7155,7445
2009/2/25,7475,7545,7275,7390
2009/2/26,7400,7590,7330,7385
2009/2/27,7515,7515,7310,7365
2009/3/2,7205,7265,7035,7060
2009/3/3,7015,7240,7015,7050
2009/3/4,7065,7495,7010,7370
2009/3/5,7360,7395,7125,7215
2009/3/6,7260,7260,6950,7150
2009/3/9,6970,7120,6945,6975
2009/3/10,7115,7390,6970,7340
2009/3/11,7385,7510,7325,7395
2009/3/12,7180,7475,7150,7475
2009/3/13,7430,7665,7370,7605
2009/3/16,7795,7875,7690,7730
2009/3/17,7820,8020,7740,8010
2009/3/18,8040,8045,7775,7985
2009/3/19,7980,8010,7785,7815
2009/3/20,7810,7875,7705,7755
2009/3/23,8250,8435,8175,8400
2009/3/24,8360,8435,8290,8340
2009/3/25,8370,8540,8250,8375
2009/3/26,8705,8750,8610,8735
2009/3/27,8725,8745,8470,8560
2009/3/30,8185,8225,8030,8115
2009/3/31,8230,8390,8160,8270
2009/4/1,8380,8545,8300,8535
2009/4/2,8545,9005,8540,8945
2009/4/3,8935,8975,8755,8885
2009/4/6,8930,8935,8710,8855
2009/4/7,8870,8885,8680,8720
2009/4/8,8640,8760,8610,8665
2009/4/9,8635,9100,8635,9055
2009/4/13,9000,9010,8840,8945
2009/4/14,8945,8960,8765,8810
2009/4/15,8795,8885,8755,8850
2009/4/16,8825,8950,8755,8890
2009/4/17,8970,8995,8875,8945
2009/4/20,8845,8865,8650,8690
2009/4/21,8725,8850,8600,8835
2009/4/22,8725,8910,8650,8745
2009/4/23,8745,8915,8720,8880
2009/4/24,8925,8930,8780,8900
2009/4/27,8710,8855,8695,8790
2009/4/28,8505,8670,8500,8595
2009/4/29,8715,8865,8690,8770
2009/4/30,8760,8995,8760,8860
2009/5/1,9090,9120,9000,9110
2009/5/4,9195,9305,9130,9300
2009/5/5,9325,9375,9230,9315
2009/5/6,9300,9445,9250,9425
2009/5/7,9435,9485,9205,9285
2009/5/8,9480,9545,9435,9515
2009/5/11,9370,9390,9295,9360
2009/5/12,9370,9410,9220,9330
2009/5/13,9285,9320,9035,9085
2009/5/14,9065,9215,9010,9125
2009/5/15,9195,9245,9090,9160
2009/5/18,9165,9385,9160,9365
2009/5/19,9400,9425,9305,9330
2009/5/20,9340,9460,9295,9300
2009/5/21,9255,9260,9055,9120
2009/5/22,9150,9300,9130,9220
2009/5/26,9325,9505,9220,9495
2009/5/27,9475,9495,9315,9375
2009/5/28,9435,9550,9355,9510
2009/5/29,9520,9565,9450,9540
2009/6/1,9730,9860,9705,9815
2009/6/2,9820,9820,9700,9750
2009/6/3,9750,9770,9545,9620
2009/6/4,9605,9780,9605,9750
2009/6/5,9820,9960,9740,9880
2009/6/8,9775,9915,9745,9860
2009/6/9,9790,9880,9775,9820
2009/6/10,10060,10070,9875,10000
2009/6/11,10010,10090,9975,10005
2009/6/12,10110,10150,10055,10100
2009/6/15,9975,9980,9805,9825
2009/6/16,9825,9850,9630,9655
2009/6/17,9680,9785,9645,9725
2009/6/18,9680,9845,9665,9755
2009/6/19,9775,9870,9775,9830
2009/6/22,9740,9755,9540,9600
2009/6/23,9590,9605,9500,9550
2009/6/24,9610,9775,9600,9645
2009/6/25,9650,9905,9650,9905
2009/6/26,9900,9950,9835,9900
2009/6/29,9895,9955,9830,9945
2009/6/30,9945,9965,9805,9890
2009/7/1,9970,10060,9940,10000
2009/7/2,9850,9875,9670,9685
2009/7/6,9610,9715,9600,9710
2009/7/7,9680,9690,9485,9540
2009/7/8,9540,9540,9200,9295
2009/7/9,9300,9380,9290,9340
2009/7/10,9145,9245,9120,9215
2009/7/13,9240,9280,9060,9260
2009/7/14,9285,9350,9225,9315
2009/7/15,9330,9540,9330,9515
2009/7/16,9405,9465,9355,9430
2009/7/17,9420,9490,9360,9475
2009/7/20,9570,9620,9550,9595
2009/7/21,9610,9745,9585,9660
2009/7/22,9670,9795,9640,9755
2009/7/23,9805,10025,9770,9960
2009/7/24,9955,10060,9930,10035
2009/7/27,9980,10130,9940,10125
2009/7/28,10105,10105,9945,10020
2009/7/29,10010,10145,10010,10145
2009/7/30,10180,10435,10140,10305
2009/7/31,10300,10405,10300,10315
2009/8/3,10435,10500,10395,10470
2009/8/4,10480,10485,10325,10450
2009/8/5,10305,10355,10185,10295
2009/8/6,10270,10500,10270,10410
2009/8/7,10380,10680,10380,10590
2009/8/10,10530,10570,10480,10530
2009/8/11,10525,10600,10415,10455
2009/8/12,10430,10595,10395,10520
2009/8/13,10510,10605,10435,10545
2009/8/14,10585,10600,10395,10520
2009/8/17,10175,10225,10120,10125
2009/8/18,10140,10335,10100,10295
2009/8/19,10260,10300,10115,10265
2009/8/20,10345,10440,10285,10405
2009/8/21,10405,10525,10340,10500
2009/8/24,10570,10635,10555,10585
2009/8/25,10565,10680,10560,10585
2009/8/26,10595,10660,10565,10615
2009/8/27,10630,10630,10440,10555
2009/8/28,10590,10645,10520,10575
2009/8/31,10435,10475,10385,10460
2009/9/1,10425,10535,10275,10285
2009/9/2,10290,10300,10210,10240
2009/9/3,10225,10275,10160,10240
2009/9/4,10215,10350,10200,10330
2009/9/8,10335,10420,10335,10415
2009/9/9,10445,10460,10350,10455
2009/9/10,10435,10560,10425,10545
2009/9/11,10395,10445,10340,10365
2009/9/14,10165,10290,10165,10255
2009/9/15,10275,10280,10165,10235
2009/9/16,10240,10335,10225,10310
2009/9/17,10380,10435,10320,10380
2009/9/18,10390,10420,10355,10380
2009/9/21,10330,10380,10295,10365
2009/9/22,10415,10425,10355,10390
2009/9/23,10390,10445,10300,10335
2009/9/24,10330,10495,10315,10340
2009/9/25,10285,10350,10150,10165
2009/9/28,10050,10215,10040,10205
2009/9/29,10080,10160,10040,10075
2009/9/30,10120,10130,9965,10015
2009/10/1,10010,10035,9775,9810
2009/10/2,9685,9700,9560,9695
2009/10/5,9750,9760,9650,9750
2009/10/6,9795,9825,9710,9725
2009/10/7,9745,9765,9700,9765
2009/10/8,9750,9920,9750,9875
2009/10/9,9875,10070,9875,10060
2009/10/12,10140,10165,10070,10085
2009/10/13,10120,10120,10010,10055
2009/10/14,10120,10195,10120,10190
2009/10/15,10260,10330,10200,10305
2009/10/16,10260,10310,10155,10205
2009/10/19,10310,10350,10250,10295
2009/10/20,10340,10350,10225,10315
2009/10/21,10305,10395,10240,10255
2009/10/22,10250,10340,10195,10335
2009/10/23,10355,10355,10205,10240
2009/10/26,10390,10420,10205,10245
2009/10/27,10235,10265,10135,10150
2009/10/28,9995,10175,9870,9880
2009/10/29,9895,10075,9870,10030
2009/10/30,10090,10150,9700,9715
2009/11/2,9820,9905,9740,9790
2009/11/3,9800,9835,9630,9810
2009/11/4,9815,9935,9800,9860
2009/11/5,9745,9900,9730,9860
2009/11/6,9770,9815,9670,9795
2009/11/9,9855,9990,9845,9990
2009/11/10,9965,9965,9850,9930
2009/11/11,9940,9990,9895,9930
2009/11/12,9945,9945,9740,9775
2009/11/13,9745,9800,9695,9775
2009/11/16,9815,9920,9795,9865
2009/11/17,9725,9770,9705,9760
2009/11/18,9685,9780,9620,9715
2009/11/19,9725,9725,9375,9450
2009/11/20,9445,9485,9365,9470
2009/11/23,9560,9615,9535,9550
2009/11/24,9545,9545,9305,9340
2009/11/25,9410,9450,9370,9400
2009/11/27,9345,9355,9100,9200
2009/11/30,9265,9330,9215,9235
2009/12/1,9250,9630,9250,9625
2009/12/2,9660,9715,9615,9690
2009/12/3,9670,10025,9670,9915
2009/12/4,9890,10250,9890,10215
2009/12/7,10120,10155,10060,10110
2009/12/8,10100,10100,9935,9975
2009/12/9,9945,9975,9860,9950
2009/12/10,9880,9935,9860,9935
2009/12/11,10105,10140,10055,10090
2009/12/14,10080,10090,10045,10065
2009/12/15,10065,10130,10045,10120
2009/12/16,10145,10265,10120,10235
2009/12/17,10100,10145,10080,10115
2009/12/18,10185,10195,10090,10115
2009/12/21,10190,10295,10190,10265
2009/12/22,10400,10445,10360,10430
2009/12/23,10415,10495,10410,10460
2009/12/24,10505,10540,10495,10515
2009/12/28,10635,10665,10585,10600
2009/12/29,10610,10710,10605,10690
2009/12/30,10535,10625,10530,10625
2009/12/31,10630,10670,10585,10615
2010/1/4,10685,10835,10675,10820
2010/1/5,10715,10795,10695,10755
2010/1/6,10670,10825,10670,10770
2010/1/7,10665,10800,10660,10745
2010/1/8,10825,10865,10735,10835
2010/1/11,10880,10905,10785,10845
2010/1/12,10850,10855,10685,10765
2010/1/13,10765,10825,10690,10795
2010/1/14,10925,10930,10850,10920
2010/1/15,10925,10980,10775,10830
2010/1/19,10845,10895,10710,10860
2010/1/20,10695,10705,10555,10655
2010/1/21,10765,10850,10550,10600
2010/1/22,10580,10585,10320,10350
2010/1/25,10510,10575,10410,10465
2010/1/26,10270,10390,10265,10330
2010/1/27,10290,10330,10175,10315
2010/1/28,10345,10440,10200,10290
2010/1/29,10225,10325,10125,10205
2010/2/1,10235,10315,10225,10285
2010/2/2,10285,10480,10285,10420
2010/2/3,10435,10460,10385,10440
2010/2/4,10270,10445,9990,10035
2010/2/5,10020,10040,9790,9975
2010/2/8,9950,9985,9850,9870
2010/2/9,9870,10095,9860,10020
2010/2/10,10030,10085,9930,10035
2010/2/11,10060,10070,9935,10055
2010/2/12,10035,10095,9970,10090
2010/2/16,10040,10200,10005,10180
2010/2/17,10320,10380,10310,10365
2010/2/18,10325,10430,10285,10420
2010/2/19,10405,10405,10200,10275
2010/2/22,10345,10380,10325,10375
2010/2/23,10315,10330,10135,10205
2010/2/24,10190,10240,10130,10230
2010/2/25,10110,10120,9945,10060
2010/2/26,10070,10170,10035,10160
2010/3/1,10205,10265,10170,10230
2010/3/2,10225,10305,10220,10240
2010/3/3,10255,10330,10225,10240
2010/3/4,10250,10250,10170,10225
2010/3/5,10390,10555,10380,10540
2010/3/8,10585,10650,10575,10620
2010/3/9,10520,10640,10495,10585
2010/3/10,10580,10670,10580,10615
2010/3/11,10610,10650,10570,10650
2010/3/12,10680,10775,10680,10740
2010/3/15,10660,10690,10610,10665
2010/3/16,10685,10750,10670,10730
2010/3/17,10745,10800,10725,10770
2010/3/18,10775,10775,10685,10725
2010/3/19,10750,10765,10645,10705
2010/3/22,10595,10695,10560,10685
2010/3/23,10690,10775,10675,10770
2010/3/24,10770,10810,10695,10795
2010/3/25,10795,10950,10795,10825
2010/3/26,10800,10995,10800,10920
2010/3/29,11065,11075,11005,11050
2010/3/30,11115,11170,11070,11115
2010/3/31,11130,11150,11040,11140
2010/4/1,11125,11375,11110,11355
2010/4/5,11320,11385,11310,11375
2010/4/6,11310,11345,11260,11320
2010/4/7,11280,11295,11200,11260
2010/4/8,11120,11245,11105,11225
2010/4/9,11250,11265,11225,11250
2010/4/12,11260,11280,11220,11260
2010/4/13,11275,11275,11115,11190
2010/4/14,11220,11290,11210,11280
2010/4/15,11240,11305,11225,11270
2010/4/16,11145,11160,10830,10915
2010/4/19,10850,10955,10800,10955
2010/4/20,10975,11010,10940,11005
2010/4/21,11030,11060,10975,11025
2010/4/22,11025,11055,10770,10915
2010/4/23,10915,11050,10915,11020
2010/4/26,11165,11215,11160,11175
2010/4/27,11135,11155,10850,10895
2010/4/28,10905,11000,10865,10950
2010/4/29,10945,11100,10945,11075
2010/4/30,11060,11110,10940,10990
2010/5/3,10995,11145,10995,11100
2010/5/4,11030,11040,10675,10725
2010/5/5,10700,10730,10580,10660
2010/5/6,10680,10695,9660,10175
2010/5/7,10160,10490,10030,10170
2010/5/10,10705,10795,10645,10705
2010/5/11,10700,10740,10355,10435
2010/5/12,10430,10565,10420,10535
2010/5/13,10550,10590,10450,10480
2010/5/14,10380,10395,10140,10300
2010/5/17,10305,10350,10130,10290
2010/5/18,10305,10385,10140,10160
2010/5/19,10160,10160,9975,10115
2010/5/20,10140,10145,9680,9720
2010/5/21,9690,9855,9505,9830
2010/5/24,9670,9800,9665,9680
2010/5/25,9700,9700,9280,9545
2010/5/26,9565,9625,9410,9420
2010/5/27,9725,9825,9660,9785
2010/5/28,9820,9845,9620,9645
2010/6/1,9745,9790,9590,9615
2010/6/2,9680,9830,9610,9805
2010/6/3,9950,9995,9825,9925
2010/6/4,9910,9910,9555,9610
2010/6/7,9575,9605,9400,9405
2010/6/8,9410,9550,9370,9510
2010/6/9,9515,9620,9435,9485
2010/6/10,9485,9720,9465,9695
2010/6/11,9745,9805,9625,9795
2010/6/14,9900,9930,9820,9840
2010/6/15,9905,10050,9885,10035
2010/6/16,10030,10130,9995,10090
2010/6/17,10080,10105,9945,10030
2010/6/18,9965,10030,9960,9995
2010/6/21,10255,10265,10105,10160
2010/6/22,10060,10135,9905,9940
2010/6/23,9950,9970,9780,9880
2010/6/24,9810,9825,9695,9755
2010/6/25,9750,9805,9665,9760
2010/6/28,9710,9750,9645,9675
2010/6/29,9675,9675,9285,9345
2010/6/30,9345,9390,9200,9200
2010/7/1,9215,9220,9015,9190
2010/7/2,9215,9300,9125,9170
2010/7/6,9235,9505,9195,9320
2010/7/7,9260,9550,9250,9535
2010/7/8,9540,9635,9505,9610
2010/7/9,9570,9640,9535,9615
2010/7/12,9535,9615,9535,9580
2010/7/13,9580,9665,9575,9625
2010/7/14,9685,9785,9670,9780
2010/7/15,9675,9725,9525,9625
2010/7/16,9640,9640,9190,9240
2010/7/19,9270,9295,9180,9270
2010/7/20,9200,9405,9160,9380
2010/7/21,9385,9415,9190,9200
2010/7/22,9285,9430,9280,9345
2010/7/23,9350,9545,9350,9505
2010/7/26,9450,9540,9425,9535
2010/7/27,9540,9640,9535,9635
2010/7/28,9625,9705,9590,9680
2010/7/29,9690,9745,9560,9640
2010/7/30,9500,9560,9410,9535
2010/8/2,9550,9735,9545,9720
2010/8/3,9625,9670,9585,9655
2010/8/4,9625,9655,9480,9635
2010/8/5,9620,9645,9545,9595
2010/8/6,9640,9670,9450,9590
2010/8/9,9580,9640,9560,9635
2010/8/10,9495,9540,9450,9485
2010/8/11,9445,9460,9120,9125
2010/8/12,9135,9200,9055,9170
2010/8/13,9195,9245,9155,9200
2010/8/16,9140,9180,9085,9135
2010/8/17,9210,9315,9195,9220
2010/8/18,9225,9280,9180,9220
2010/8/19,9345,9355,9160,9215
2010/8/20,9085,9170,9080,9165
2010/8/23,9130,9140,9030,9045
2010/8/24,8880,8905,8795,8850
2010/8/25,8825,8930,8730,8910
2010/8/26,8875,8925,8815,8835
2010/8/27,8975,9085,8920,9080
2010/8/30,9055,9085,8980,8985
2010/8/31,8810,8885,8765,8830
2010/9/1,8925,9120,8905,9115
2010/9/2,9030,9110,9010,9105
2010/9/3,9140,9260,9130,9180
2010/9/7,9275,9330,9090,9095
2010/9/8,9090,9150,9070,9120
2010/9/9,9135,9190,9130,9155
2010/9/10,9170,9270,9170,9250
2010/9/13,9290,9325,9235,9295
2010/9/14,9290,9290,9170,9245
2010/9/15,9225,9620,9145,9605
2010/9/16,9595,9625,9430,9535
2010/9/17,9535,9610,9480,9535
2010/9/20,9500,9695,9500,9675
2010/9/21,9670,9680,9490,9525
2010/9/22,9525,9570,9405,9430
2010/9/23,9450,9475,9320,9365
2010/9/24,9315,9550,9315,9500
2010/9/27,9545,9560,9485,9510
2010/9/28,9510,9550,9420,9485
2010/9/29,9520,9605,9495,9530
2010/9/30,9540,9570,9360,9405
2010/10/1,9410,9475,9365,9435
2010/10/4,9470,9515,9260,9325
2010/10/5,9335,9640,9305,9600
2010/10/6,9605,9720,9575,9670
2010/10/7,9655,9720,9575,9655
2010/10/8,9640,9670,9500,9615
2010/10/11,9615,9635,9590,9625
2010/10/12,9615,9650,9370,9440
2010/10/13,9470,9560,9400,9500
2010/10/14,9505,9615,9485,9565
2010/10/15,9575,9575,9475,9560
2010/10/18,9525,9575,9465,9530
2010/10/19,9520,9575,9420,9480
2010/10/20,9470,9500,9315,9475
2010/10/21,9475,9495,9330,9395
2010/10/22,9370,9455,9370,9445
2010/10/25,9460,9460,9325,9385
2010/10/26,9390,9460,9345,9430
2010/10/27,9435,9455,9320,9400
2010/10/28,9395,9420,9320,9340
2010/10/29,9330,9335,9145,9170
2010/11/1,9170,9275,9075,9120
2010/11/2,9115,9220,9110,9210
2010/11/3,9240,9290,9170,9280
2010/11/4,9270,9495,9265,9470
2010/11/5,9485,9700,9460,9700
2010/11/8,9705,9740,9675,9710
2010/11/9,9685,9795,9655,9730
2010/11/10,9735,9900,9725,9865
2010/11/11,9805,9885,9790,9845
2010/11/12,9840,9850,9640,9730
2010/11/15,9735,9900,9735,9865
2010/11/16,9845,9910,9660,9690
2010/11/17,9695,9850,9690,9820
2010/11/18,9820,10155,9810,10110
2010/11/19,10120,10135,10005,10095
2010/11/22,10115,10175,9980,10095
2010/11/23,10090,10110,9785,9855
2010/11/24,9840,10140,9840,10130
2010/11/26,10085,10135,9990,10015
2010/11/29,10065,10155,9980,10080
2010/11/30,10080,10105,9855,9935
2010/12/1,9935,10205,9920,10175
2010/12/2,10185,10315,10145,10315
2010/12/3,10350,10350,10110,10170
2010/12/6,10175,10205,10130,10185
2010/12/7,10190,10245,10095,10200
2010/12/8,10205,10280,10185,10280
2010/12/9,10285,10300,10210,10255
2010/12/10,10250,10320,10190,10200
2010/12/13,10210,10330,10190,10275
2010/12/14,10270,10370,10255,10335
2010/12/15,10345,10390,10275,10330
2010/12/16,10325,10370,10270,10335
2010/12/17,10345,10370,10265,10300
2010/12/20,10310,10320,10180,10265
2010/12/21,10260,10405,10260,10380
2010/12/22,10375,10390,10315,10335
2010/12/23,10335,10350,10250,10275
2010/12/27,10285,10380,10255,10315
2010/12/28,10315,10335,10225,10270
