9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2005-03-18","4300","4420","4290","4400","3856604","1466.7"
"2005-03-22","4410","4440","4370","4370","1855302","1456.7"
"2005-03-23","4380","4390","4340","4370","1697402","1456.7"
"2005-03-24","4360","4370","4320","4340","1474001","1446.7"
"2005-03-25","4510","4520","4430","4480","7516308","1493.3"
"2005-03-28","4500","4570","4490","4500","2973503","1500"
"2005-03-29","4510","4510","4420","4450","1898602","1483.3"
"2005-03-30","4400","4450","4380","4430","1967502","1476.7"
"2005-03-31","4440","4470","4390","4420","1861902","1473.3"
"2005-04-01","4330","4400","4330","4380","2162802","1460"
"2005-04-04","4360","4370","4320","4320","1997502","1440"
"2005-04-05","4330","4370","4310","4370","2182402","1456.7"
"2005-04-06","4350","4370","4300","4320","2109102","1440"
"2005-04-07","4300","4310","4240","4270","3602304","1423.3"
"2005-04-08","4290","4510","4290","4510","17021917","1503.3"
"2005-04-11","4490","4530","4420","4440","11310611","1480"
"2005-04-12","4440","4470","4290","4340","5625806","1446.7"
"2005-04-13","4350","4370","4300","4320","2579703","1440"
"2005-04-14","4280","4340","4270","4340","3183403","1446.7"
"2005-04-15","4290","4310","4270","4270","2850503","1423.3"
"2005-04-18","4160","4190","4100","4140","3803604","1380"
"2005-04-19","4230","4240","4140","4150","2726403","1383.3"
"2005-04-20","4240","4240","4180","4200","2338102","1400"
"2005-04-21","4110","4250","4060","4240","3840304","1413.3"
"2005-04-22","4270","4330","4240","4300","4896505","1433.3"
"2005-04-25","4270","4330","4270","4310","2159902","1436.7"
"2005-04-26","4300","4310","4270","4290","2020702","1430"
"2005-04-27","4250","4270","4220","4260","1493201","1420"
"2005-04-28","4270","4270","4190","4220","2706103","1406.7"
"2005-05-02","4170","4200","4160","4180","1214201","1393.3"
"2005-05-06","4200","4210","4120","4160","2225802","1386.7"
"2005-05-09","4120","4170","4100","4130","3379903","1376.7"
"2005-05-10","4130","4150","4080","4100","2136802","1366.7"
"2005-05-11","4050","4060","3980","4020","4067504","1340"
"2005-05-12","4000","4010","3910","3910","3610104","1303.3"
"2005-05-13","3950","4080","3940","3970","7471107","1323.3"
"2005-05-16","3970","3990","3870","3880","2299002","1293.3"
"2005-05-17","3930","3940","3710","3730","5309405","1243.3"
"2005-05-18","3750","3800","3690","3740","4088804","1246.7"
"2005-05-19","3810","3920","3800","3880","4151504","1293.3"
"2005-05-20","3910","4000","3900","3990","4648005","1330"
"2005-05-23","3990","4010","3900","3920","2702503","1306.7"
"2005-05-24","3950","3950","3850","3850","2164002","1283.3"
"2005-05-25","3850","3860","3700","3760","3542104","1253.3"
"2005-05-26","3750","3830","3720","3810","2378202","1270"
"2005-05-27","3850","3900","3780","3900","2991503","1300"
"2005-05-30","3880","3950","3870","3920","2202002","1306.7"
"2005-05-31","3930","3940","3870","3910","2099802","1303.3"
"2005-06-01","3890","3930","3880","3920","2030402","1306.7"
"2005-06-02","4000","4140","4000","4120","8602709","1373.3"
"2005-06-03","4150","4160","4040","4100","6408206","1366.7"
"2005-06-06","4060","4160","4050","4150","4564105","1383.3"
"2005-06-07","4150","4210","4120","4120","4942605","1373.3"
"2005-06-08","4140","4190","4130","4160","2200002","1386.7"
"2005-06-09","4160","4160","4060","4070","2456502","1356.7"
"2005-06-10","4060","4140","4060","4080","5519706","1360"
"2005-06-13","4070","4110","4040","4050","1511902","1350"
"2005-06-14","4050","4070","3990","4000","1850102","1333.3"
"2005-06-15","3980","4000","3940","3990","2687603","1330"
"2005-06-16","4000","4020","3940","3940","1905202","1313.3"
"2005-06-17","3950","4020","3940","4000","2276702","1333.3"
"2005-06-20","4030","4050","3980","4000","3205703","1333.3"
"2005-06-21","4020","4140","4000","4120","3921304","1373.3"
"2005-06-22","4100","4120","4050","4100","3940304","1366.7"
"2005-06-23","4090","4100","4040","4050","1421701","1350"
"2005-06-24","4010","4070","4000","4050","2362502","1350"
"2005-06-27","4030","4080","4020","4060","2408302","1353.3"
"2005-06-28","4080","4290","4060","4270","8780809","1423.3"
"2005-06-29","4290","4340","4250","4290","8853109","1430"
"2005-06-30","4290","4370","4280","4350","5342305","1450"
"2005-07-01","4320","4370","4280","4350","4276504","1450"
"2005-07-04","4400","4460","4390","4420","6546807","1473.3"
"2005-07-05","4410","4410","4340","4370","2946503","1456.7"
"2005-07-06","4390","4430","4330","4330","2524103","1443.3"
"2005-07-07","4320","4400","4290","4400","2912003","1466.7"
"2005-07-08","4430","4480","4400","4450","7279207","1483.3"
"2005-07-11","4500","4530","4470","4480","4193204","1493.3"
"2005-07-12","4510","4520","4470","4490","3066303","1496.7"
"2005-07-13","4490","4540","4480","4520","4317304","1506.7"
"2005-07-14","4530","4550","4520","4520","2691103","1506.7"
"2005-07-15","4530","4540","4480","4500","1862402","1500"
"2005-07-19","4500","4520","4460","4470","1839402","1490"
"2005-07-20","4470","4480","4440","4450","1923702","1483.3"
"2005-07-21","4480","4580","4480","4530","4624205","1510"
"2005-07-22","4510","4550","4490","4540","2450902","1513.3"
"2005-07-25","4550","4590","4530","4590","2915503","1530"
"2005-07-26","4590","4620","4560","4570","2797303","1523.3"
"2005-07-27","4570","4630","4550","4610","3536304","1536.7"
"2005-07-28","4640","4650","4590","4590","1874602","1530"
"2005-07-29","4620","4620","4560","4610","2204302","1536.7"
"2005-08-01","4590","4610","4560","4560","1469401","1520"
"2005-08-02","4580","4590","4470","4480","2741903","1493.3"
"2005-08-03","4500","4550","4500","4510","2045902","1503.3"
"2005-08-04","4480","4510","4430","4430","2959503","1476.7"
"2005-08-05","4400","4420","4330","4360","2655603","1453.3"
"2005-08-08","4300","4370","4270","4370","2984203","1456.7"
"2005-08-09","4380","4410","4350","4370","2410902","1456.7"
"2005-08-10","4420","4480","4390","4470","2746003","1490"
"2005-08-11","4650","4670","4550","4560","7729208","1520"
"2005-08-12","4600","4930","4590","4930","18670819","1643.3"
"2005-08-15","4990","5150","4980","5030","18968919","1676.7"
"2005-08-16","5090","5100","4990","5070","6893607","1690"
"2005-08-17","5040","5520","5030","5450","29937630","1816.7"
"2005-08-18","5550","5580","5450","5510","17600318","1836.7"
"2005-08-19","5450","5460","5350","5400","6904907","1800"
"2005-08-22","5440","5570","5440","5480","8971709","1826.7"
"2005-08-23","5430","5630","5330","5330","11480811","1776.7"
"2005-08-24","5300","5390","5280","5380","5618606","1793.3"
"2005-08-25","5310","5460","5290","5420","5556006","1806.7"
"2005-08-26","5490","5530","5400","5460","10520111","1820"
"2005-08-29","5460","5500","5330","5360","6509407","1786.7"
"2005-08-30","5450","5480","5410","5480","3297803","1826.7"
"2005-08-31","5550","5680","5520","5610","16220116","1870"
"2005-09-01","5710","5720","5610","5610","8542009","1870"
"2005-09-02","5630","5640","5540","5610","4466604","1870"
"2005-09-05","5610","5740","5580","5720","7199707","1906.7"
"2005-09-06","5790","5840","5710","5730","12311412","1910"
"2005-09-07","5780","5780","5650","5680","4681005","1893.3"
"2005-09-08","5680","5760","5630","5740","4786705","1913.3"
"2005-09-09","5750","5830","5730","5830","10214710","1943.3"
"2005-09-12","5890","5910","5780","5810","5408505","1936.7"
"2005-09-13","5810","5860","5760","5770","4032404","1923.3"
"2005-09-14","5740","5810","5740","5790","2541303","1930"
"2005-09-15","5770","5840","5770","5800","2752603","1933.3"
"2005-09-16","5790","5980","5710","5960","8229808","1986.7"
"2005-09-20","6010","6030","5940","5970","4873005","1990"
"2005-09-21","5940","5960","5850","5850","3474603","1950"
"2005-09-22","5700","5790","5650","5690","4976805","1896.7"
"2005-09-26","5700","5750","5620","5640","2879703","1880"
"2005-09-27","5710","5730","5570","5610","3347403","1870"
"2005-09-28","5600","5610","5460","5510","4550905","1836.7"
"2005-09-29","5510","6410","5510","6400","20556321","2133.3"
"2005-09-30","6500","6810","6270","6300","27541728","2100"
"2005-10-03","6460","6890","6430","6780","31320631","2260"
"2005-10-04","6890","6940","6590","6710","16673017","2236.7"
"2005-10-05","6690","6760","6560","6570","5735506","2190"
"2005-10-06","6460","6510","6350","6440","5537506","2146.7"
"2005-10-07","6360","6410","6260","6280","4653405","2093.3"
"2005-10-11","6350","6500","6350","6500","6546907","2166.7"
"2005-10-12","6520","6580","6320","6330","5937906","2110"
"2005-10-13","6300","6500","6220","6420","5740606","2140"
"2005-10-14","6520","6520","6340","6360","3405103","2120"
"2005-10-17","6390","6430","6300","6340","2562203","2113.3"
"2005-10-18","6290","6350","6260","6290","2900203","2096.7"
"2005-10-19","6280","6290","6150","6180","3256403","2060"
"2005-10-20","6280","6440","6260","6370","8052608","2123.3"
"2005-10-21","6270","6620","6230","6600","13549114","2200"
"2005-10-24","6590","6690","6480","6520","9632110","2173.3"
"2005-10-25","6580","6600","6430","6440","3888804","2146.7"
"2005-10-26","6490","6670","6470","6600","5918606","2200"
"2005-10-27","6620","6650","6530","6550","4443504","2183.3"
"2005-10-28","6520","6590","6470","6530","2824303","2176.7"
"2005-10-31","6570","6580","6480","6550","2191502","2183.3"
"2005-11-01","6630","6840","6590","6790","4414404","2263.3"
"2005-11-02","6800","6800","6660","6730","4018604","2243.3"
"2005-11-04","6840","6850","6730","6800","4220204","2266.7"
"2005-11-07","6820","7250","6810","7180","17772918","2393.3"
"2005-11-08","7250","7440","7140","7300","12484712","2433.3"
"2005-11-09","7210","7300","7070","7070","6984907","2356.7"
"2005-11-10","7070","7170","7020","7120","5834506","2373.3"
"2005-11-11","7420","7480","7300","7300","19365919","2433.3"
"2005-11-14","7370","7740","7340","7560","17750118","2520"
"2005-11-15","7580","7760","7510","7690","12975713","2563.3"
"2005-11-16","7690","8160","7640","8100","21814422","2700"
"2005-11-17","8180","8480","8110","8480","18329218","2826.7"
"2005-11-18","8680","8760","8160","8260","20774021","2753.3"
"2005-11-21","8350","8600","8200","8350","15330315","2783.3"
"2005-11-22","8420","8680","8360","8680","13339413","2893.3"
"2005-11-24","8880","8940","8700","8880","17043617","2960"
"2005-11-25","8710","9400","8630","9360","22229622","3120"
"2005-11-28","9400","9980","9400","9830","30700631","3276.7"
"2005-11-29","9760","10260","9530","9600","43484243","3200"
"2005-11-30","9900","9910","9600","9640","12749013","3213.3"
"2005-12-01","9630","10240","9350","10240","23864024","3413.3"
"2005-12-02","10540","10690","10340","10690","20124620","3563.3"
"2005-12-05","10690","11170","10580","10870","20028120","3623.3"
"2005-12-06","10760","10980","10540","10580","11214611","3526.7"
"2005-12-07","10780","10810","10180","10200","13314713","3400"
"2005-12-08","10000","10300","9750","9900","15013115","3300"
"2005-12-09","9800","10870","9800","10750","19396819","3583.3"
"2005-12-12","11000","11110","10530","10620","13143613","3540"
"2005-12-13","10670","10820","10420","10750","10005510","3583.3"
"2005-12-14","10710","10940","10480","10540","8231808","3513.3"
"2005-12-15","10410","10700","10370","10470","7421207","3490"
"2005-12-16","10610","10900","10470","10830","13487913","3610"
"2005-12-19","10840","11750","10710","11700","23107223","3900"
"2005-12-20","11630","12040","11530","11790","21678822","3930"
"2005-12-21","11900","13680","11770","12790","28811229","4263.3"
"2005-12-22","12990","13630","12090","12970","27072027","4323.3"
"2005-12-26","13700","13750","12580","13360","19760420","4453.3"
"2005-12-27","12900","13330","12730","12730","15068815","4243.3"
"2005-12-28","4390","4680","4110","4380","54154200","4380"
"2005-12-29","4510","4880","4450","4880","60172300","4880"
"2005-12-30","5030","5220","4850","4980","47424000","4980"
