9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2016-11-29","6709","6820","6659","6675","14141600","6675"
"2016-11-30","6706","6760","6690","6712","6052900","6712"
"2016-12-01","6878","6963","6815","6874","8611900","6874"
"2016-12-02","6900","6924","6830","6880","5436900","6880"
"2016-12-05","6858","6915","6771","6802","5491000","6802"
"2016-12-06","6858","6975","6856","6956","6918100","6956"
"2016-12-07","7250","7395","7154","7387","20852100","7387"
"2016-12-08","7537","7970","7527","7792","33038800","7792"
"2016-12-09","7867","7900","7713","7825","17335800","7825"
"2016-12-12","7900","7923","7753","7782","8406600","7782"
"2016-12-13","7839","7857","7735","7772","6696800","7772"
"2016-12-14","7800","8007","7756","7959","13896000","7959"
"2016-12-15","7900","8068","7765","7848","10547900","7848"
"2016-12-16","7888","7926","7823","7831","5625700","7831"
"2016-12-19","7801","7840","7777","7822","4128500","7822"
"2016-12-20","7792","8027","7783","7972","8117600","7972"
"2016-12-21","8012","8026","7845","7914","7179300","7914"
"2016-12-22","7875","7914","7824","7914","4109500","7914"
"2016-12-26","7870","7886","7815","7847","3447100","7847"
"2016-12-27","7845","7922","7826","7868","3740400","7868"
"2016-12-28","7891","7902","7838","7858","3085500","7858"
"2016-12-29","7820","7830","7710","7730","5429100","7730"
"2016-12-30","7690","7814","7643","7765","4683700","7765"
