9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2006-01-04","5190","5190","4900","4940","30690800","4940"
"2006-01-05","4850","4940","4580","4580","40688600","4580"
"2006-01-06","4580","4770","4350","4500","68036000","4500"
"2006-01-10","4520","4560","4180","4180","45727000","4180"
"2006-01-11","4150","4420","4100","4420","48823500","4420"
"2006-01-12","4420","4430","4260","4290","29139900","4290"
"2006-01-13","4300","4490","4230","4450","32457700","4450"
"2006-01-16","4350","4440","4300","4320","24077400","4320"
"2006-01-17","4150","4300","3820","3840","46754900","3840"
"2006-01-18","3590","3690","3340","3340","60458800","3340"
"2006-01-19","3440","3840","3440","3840","67815904","3840"
"2006-01-20","3980","3980","3470","3650","65098500","3650"
"2006-01-23","3500","3620","3340","3360","48574700","3360"
"2006-01-24","3610","3750","3550","3640","50066100","3640"
"2006-01-25","3700","3820","3570","3590","41920400","3590"
"2006-01-26","3670","3710","3540","3570","28481700","3570"
"2006-01-27","3670","3690","3560","3670","22473600","3670"
"2006-01-30","3750","3840","3700","3750","29369500","3750"
"2006-01-31","3750","4000","3740","3950","44388700","3950"
"2006-02-01","3940","4070","3910","3950","38942200","3950"
"2006-02-02","4050","4080","3980","4030","24253400","4030"
"2006-02-03","3980","4220","3960","4200","42201000","4200"
"2006-02-06","4250","4300","4150","4290","43667100","4290"
"2006-02-07","4320","4420","4270","4410","36285400","4410"
"2006-02-08","4340","4430","4170","4180","44141000","4180"
"2006-02-09","4250","4300","3960","4050","51176300","4050"
"2006-02-10","4090","4140","3840","4050","41760700","4050"
"2006-02-13","3900","3980","3630","3640","52093900","3640"
"2006-02-14","3580","3800","3350","3800","65704200","3800"
"2006-02-15","3820","3840","3620","3640","46325300","3640"
"2006-02-16","3590","3710","3510","3580","49019100","3580"
"2006-02-17","3630","3690","3470","3480","36944900","3480"
"2006-02-20","3420","3440","3270","3270","47366800","3270"
"2006-02-21","3440","3740","3360","3730","61644000","3730"
"2006-02-22","3650","3690","3550","3570","48229700","3570"
"2006-02-23","3640","3710","3610","3670","34373700","3670"
"2006-02-24","3640","3790","3620","3740","35537500","3740"
"2006-02-27","3770","3830","3680","3680","24774100","3680"
"2006-02-28","3710","3730","3550","3600","19273100","3600"
"2006-03-01","3500","3550","3420","3460","30206700","3460"
"2006-03-02","3500","3520","3340","3370","24953900","3370"
"2006-03-03","3340","3430","3250","3310","35359800","3310"
"2006-03-06","3510","3520","3380","3430","45120700","3430"
"2006-03-07","3330","3340","3060","3140","65923700","3140"
"2006-03-08","3040","3140","2975","3060","50702300","3060"
"2006-03-09","3080","3200","3080","3130","38665400","3130"
"2006-03-10","3110","3250","3110","3200","38202200","3200"
"2006-03-13","3240","3260","3130","3140","16937700","3140"
"2006-03-14","3140","3170","3110","3130","13287200","3130"
"2006-03-15","3140","3170","3040","3060","14375700","3060"
"2006-03-16","3030","3060","2970","3020","23152600","3020"
"2006-03-17","3030","3140","2960","3140","31781700","3140"
"2006-03-20","3270","3280","3160","3190","22711000","3190"
"2006-03-22","3180","3180","3080","3080","17019300","3080"
"2006-03-23","3100","3110","3000","3000","14164400","3000"
"2006-03-24","3000","3100","2990","3060","23237100","3060"
"2006-03-27","3110","3130","3050","3070","10435200","3070"
"2006-03-28","3050","3200","3030","3190","25091800","3190"
"2006-03-29","3220","3420","3170","3380","56258100","3380"
"2006-03-30","3410","3450","3330","3370","25750000","3370"
"2006-03-31","3370","3500","3350","3450","26611000","3450"
"2006-04-03","3490","3590","3430","3560","30488000","3560"
"2006-04-04","3520","3570","3490","3510","21337900","3510"
"2006-04-05","3520","3560","3380","3420","23476600","3420"
"2006-04-06","3390","3450","3340","3380","17945600","3380"
"2006-04-07","3390","3450","3360","3440","20389800","3440"
"2006-04-10","3410","3470","3340","3370","19188400","3370"
"2006-04-11","3360","3420","3330","3380","17809900","3380"
"2006-04-12","3350","3390","3340","3360","9607700","3360"
"2006-04-13","3390","3400","3270","3280","17304800","3280"
"2006-04-14","3290","3300","3210","3220","17506900","3220"
"2006-04-17","3190","3200","3070","3080","18957600","3080"
"2006-04-18","3080","3230","3060","3190","23935800","3190"
"2006-04-19","3240","3270","3140","3150","15150300","3150"
"2006-04-20","3150","3170","3070","3080","16176300","3080"
"2006-04-21","3110","3120","2980","2990","29578000","2990"
"2006-04-24","2960","3030","2905","2930","31043500","2930"
"2006-04-25","2965","3050","2940","3030","34810300","3030"
"2006-04-26","3040","3040","2915","2960","30097800","2960"
"2006-04-27","2960","2985","2925","2930","13733900","2930"
"2006-04-28","2930","2965","2910","2930","16422800","2930"
"2006-05-01","2930","2940","2825","2825","21817400","2825"
"2006-05-02","2785","2900","2775","2900","29430400","2900"
"2006-05-08","2930","3060","2905","3050","32305200","3050"
"2006-05-09","3030","3120","3010","3090","24686000","3090"
"2006-05-10","3110","3150","3020","3040","24050700","3040"
"2006-05-11","3060","3150","3010","3020","30839700","3020"
"2006-05-12","2965","2965","2915","2925","26297700","2925"
"2006-05-15","2940","3110","2935","3000","44297200","3000"
"2006-05-16","3010","3040","2825","2835","31924000","2835"
"2006-05-17","2885","2905","2775","2885","29002300","2885"
"2006-05-18","2790","2940","2770","2920","34947900","2920"
"2006-05-19","2920","3020","2865","3010","35438400","3010"
"2006-05-22","3050","3060","2895","2895","26431600","2895"
"2006-05-23","2855","2875","2795","2835","31153100","2835"
"2006-05-24","2870","2885","2815","2880","19069700","2880"
"2006-05-25","2860","3000","2845","2985","42936200","2985"
"2006-05-26","2990","3020","2905","2940","23875100","2940"
"2006-05-29","2945","2980","2895","2895","19436000","2895"
"2006-05-30","2890","2920","2865","2875","20833600","2875"
"2006-05-31","2800","2820","2700","2720","29053900","2720"
"2006-06-01","2730","2745","2465","2510","58531300","2510"
"2006-06-02","2505","2605","2160","2590","80239300","2590"
"2006-06-05","2550","2640","2485","2540","56363300","2540"
"2006-06-06","2460","2500","2425","2440","40167700","2440"
"2006-06-07","2415","2480","2375","2380","43146200","2380"
"2006-06-08","2340","2350","2270","2305","47236200","2305"
"2006-06-09","2270","2435","2270","2420","62666000","2420"
"2006-06-12","2390","2465","2350","2460","38412000","2460"
"2006-06-13","2380","2450","2325","2325","40744700","2325"
"2006-06-14","2305","2505","2295","2490","52122000","2490"
"2006-06-15","2600","2605","2505","2510","38053400","2510"
"2006-06-16","2630","2630","2460","2475","43925900","2475"
"2006-06-19","2490","2570","2460","2545","37407900","2545"
"2006-06-20","2545","2565","2430","2440","29767400","2440"
"2006-06-21","2455","2490","2385","2430","34953800","2430"
"2006-06-22","2480","2490","2445","2485","30739000","2485"
"2006-06-23","2445","2525","2445","2520","29365600","2520"
"2006-06-26","2525","2530","2470","2485","18549800","2485"
"2006-06-27","2495","2545","2475","2530","29314000","2530"
"2006-06-28","2500","2530","2475","2485","26442700","2485"
"2006-06-29","2505","2510","2475","2500","12638800","2500"
"2006-06-30","2540","2570","2490","2565","30330600","2565"
"2006-07-03","2560","2725","2535","2700","50356200","2700"
"2006-07-04","2725","2765","2685","2690","35913000","2690"
"2006-07-05","2650","2690","2645","2655","23907500","2655"
"2006-07-06","2660","2700","2550","2575","43230200","2575"
"2006-07-07","2535","2540","2280","2300","79604400","2300"
"2006-07-10","2220","2365","2165","2335","77439400","2335"
"2006-07-11","2300","2320","2180","2205","49698600","2205"
"2006-07-12","2210","2285","2205","2250","44759900","2250"
"2006-07-13","2225","2275","2110","2120","37778000","2120"
"2006-07-14","2070","2160","2065","2105","40802900","2105"
"2006-07-18","2095","2115","1962","1973","44993600","1973"
"2006-07-19","2000","2025","1894","1900","41037800","1900"
"2006-07-20","1990","2100","1981","2095","54564500","2095"
"2006-07-21","2065","2070","1998","2035","36644700","2035"
"2006-07-24","1972","2005","1940","1987","29127000","1987"
"2006-07-25","2070","2105","2035","2050","30732200","2050"
"2006-07-26","2065","2080","1962","1966","35654500","1966"
"2006-07-27","1967","2060","1941","2030","35695100","2030"
"2006-07-28","2035","2065","2000","2060","26717300","2060"
"2006-07-31","2135","2145","2090","2105","26178100","2105"
"2006-08-01","2080","2175","2070","2175","33427700","2175"
"2006-08-02","2170","2205","2145","2200","36131400","2200"
"2006-08-03","2225","2230","2135","2165","36916800","2165"
"2006-08-04","2160","2215","2160","2210","29910900","2210"
"2006-08-07","2200","2215","2135","2145","29245900","2145"
"2006-08-08","2150","2185","2120","2180","21612800","2180"
"2006-08-09","2200","2300","2140","2285","46010300","2285"
"2006-08-10","2270","2365","2250","2345","57651300","2345"
"2006-08-11","2355","2410","2340","2380","55143500","2380"
"2006-08-14","2380","2460","2370","2450","37693300","2450"
"2006-08-15","2450","2480","2345","2345","43291500","2345"
"2006-08-16","2410","2430","2375","2405","35764100","2405"
"2006-08-17","2445","2470","2400","2410","26509900","2410"
"2006-08-18","2400","2430","2390","2390","23414200","2390"
"2006-08-21","2405","2420","2345","2365","20669900","2365"
"2006-08-22","2350","2405","2340","2390","22339400","2390"
"2006-08-23","2390","2445","2385","2420","29735800","2420"
"2006-08-24","2420","2440","2370","2370","27814500","2370"
"2006-08-25","2325","2330","2130","2140","57654000","2140"
"2006-08-28","2005","2085","1995","2020","56627500","2020"
"2006-08-29","2050","2100","2050","2100","32837000","2100"
"2006-08-30","2125","2145","2005","2030","37874100","2030"
"2006-08-31","2040","2090","2025","2040","25630900","2040"
"2006-09-01","2050","2085","2025","2085","27513400","2085"
"2006-09-04","2135","2210","2100","2185","42850400","2185"
"2006-09-05","2215","2320","2195","2310","58738800","2310"
"2006-09-06","2270","2295","2145","2180","60219200","2180"
"2006-09-07","2140","2235","2115","2210","53885000","2210"
"2006-09-08","2200","2245","2140","2220","57466500","2220"
"2006-09-11","2230","2250","2130","2145","33154800","2145"
"2006-09-12","2165","2220","2120","2155","59435700","2155"
"2006-09-13","2195","2220","2130","2135","32363700","2135"
"2006-09-14","2160","2165","2050","2075","41068400","2075"
"2006-09-15","2065","2130","2055","2095","28084100","2095"
"2006-09-19","2120","2160","2110","2140","29832400","2140"
"2006-09-20","2105","2115","2020","2075","32206000","2075"
"2006-09-21","2080","2100","2040","2095","28492300","2095"
"2006-09-22","2075","2150","2065","2130","34525600","2130"
"2006-09-25","2140","2165","2100","2110","23275100","2110"
"2006-09-26","2140","2220","2135","2190","39148700","2190"
"2006-09-27","2235","2250","2185","2210","31527800","2210"
"2006-09-28","2230","2290","2220","2280","36494200","2280"
"2006-09-29","2315","2460","2310","2445","78874200","2445"
"2006-10-02","2435","2480","2390","2395","75139400","2395"
"2006-10-03","2375","2460","2365","2435","45466300","2435"
"2006-10-04","2530","2585","2410","2420","78267000","2420"
"2006-10-05","2540","2550","2430","2475","51162000","2475"
"2006-10-06","2475","2510","2420","2475","35851500","2475"
"2006-10-10","2460","2485","2425","2450","35624500","2450"
"2006-10-11","2440","2470","2380","2400","37785100","2400"
"2006-10-12","2370","2430","2360","2405","31298200","2405"
"2006-10-13","2440","2470","2415","2465","33103900","2465"
"2006-10-16","2490","2540","2475","2540","36579600","2540"
"2006-10-17","2550","2555","2490","2505","31060500","2505"
"2006-10-18","2485","2645","2485","2645","53394100","2645"
"2006-10-19","2675","2700","2625","2645","47085200","2645"
"2006-10-20","2635","2640","2580","2595","30659200","2595"
"2006-10-23","2590","2690","2550","2685","40036800","2685"
"2006-10-24","2785","2790","2645","2655","56562100","2655"
"2006-10-25","2665","2680","2580","2590","36025300","2590"
"2006-10-26","2605","2710","2590","2665","41413100","2665"
"2006-10-27","2665","2675","2595","2615","32952500","2615"
"2006-10-30","2585","2720","2540","2635","72865900","2635"
"2006-10-31","2590","2615","2560","2560","40016400","2560"
"2006-11-01","2510","2535","2430","2435","47551100","2435"
"2006-11-02","2400","2495","2380","2440","48155200","2440"
"2006-11-06","2445","2465","2380","2410","36479300","2410"
"2006-11-07","2445","2465","2420","2440","32065400","2440"
"2006-11-08","2445","2460","2320","2340","39320700","2340"
"2006-11-09","2345","2390","2340","2380","29430100","2380"
"2006-11-10","2370","2375","2290","2290","34309300","2290"
"2006-11-13","2270","2320","2255","2295","33499800","2295"
"2006-11-14","2320","2370","2310","2355","31253600","2355"
"2006-11-15","2370","2385","2320","2330","19537700","2330"
"2006-11-16","2325","2370","2295","2305","18409800","2305"
"2006-11-17","2290","2295","2235","2245","21704500","2245"
"2006-11-20","2215","2230","2150","2160","23830900","2160"
"2006-11-21","2195","2215","2115","2140","18081300","2140"
"2006-11-22","2145","2320","2145","2320","42830200","2320"
"2006-11-24","2280","2300","2210","2255","28037700","2255"
"2006-11-27","2230","2345","2220","2315","29145300","2315"
"2006-11-28","2265","2380","2260","2370","30751200","2370"
"2006-11-29","2390","2440","2375","2400","29203300","2400"
"2006-11-30","2425","2450","2415","2425","19999500","2425"
"2006-12-01","2435","2490","2420","2465","22903300","2465"
"2006-12-04","2485","2515","2460","2485","32857300","2485"
"2006-12-05","2520","2525","2440","2445","19765000","2445"
"2006-12-06","2450","2495","2445","2485","21471700","2485"
"2006-12-07","2500","2510","2465","2475","14839500","2475"
"2006-12-08","2440","2515","2440","2440","28538800","2440"
"2006-12-11","2465","2470","2400","2415","12344400","2415"
"2006-12-12","2425","2465","2425","2445","14879000","2445"
"2006-12-13","2455","2490","2445","2485","19110600","2485"
"2006-12-14","2490","2530","2470","2525","26654400","2525"
"2006-12-15","2550","2565","2530","2535","23256400","2535"
"2006-12-18","2540","2550","2505","2530","16782800","2530"
"2006-12-19","2500","2515","2435","2440","16311200","2440"
"2006-12-20","2445","2500","2445","2490","13745900","2490"
"2006-12-21","2500","2510","2445","2445","12215200","2445"
"2006-12-22","2450","2460","2415","2440","8566100","2440"
"2006-12-25","2430","2435","2375","2385","9272600","2385"
"2006-12-26","2365","2425","2360","2400","14778800","2400"
"2006-12-27","2405","2425","2370","2385","13050300","2385"
"2006-12-28","2385","2395","2340","2355","10941600","2355"
"2006-12-29","2345","2365","2305","2315","9198800","2315"
