9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2001-03-26","4470","4820","4420","4820","3360803","1606.7"
"2001-03-27","4950","5270","4880","4930","6196506","1643.3"
"2001-03-28","5330","5330","5070","5100","2956403","1700"
"2001-03-29","4900","4950","4830","4850","2143602","1616.7"
"2001-03-30","4900","4970","4700","4700","1772402","1566.7"
"2001-04-02","4700","5010","4500","4700","2454802","1566.7"
"2001-04-03","4620","4840","4620","4720","1408101","1573.3"
"2001-04-04","4570","4610","4490","4520","2605203","1506.7"
"2001-04-05","4550","4660","4420","4540","2978403","1513.3"
"2001-04-06","4940","4950","4730","4790","3818504","1596.7"
"2001-04-09","4600","4640","4540","4550","1513502","1516.7"
"2001-04-10","4590","4620","4340","4410","1968102","1470"
"2001-04-11","4510","4640","4450","4530","1876602","1510"
"2001-04-12","4630","4630","4540","4600","1738702","1533.3"
"2001-04-13","4700","4830","4590","4610","2415002","1536.7"
"2001-04-16","4590","4600","4460","4510","1323201","1503.3"
"2001-04-17","4410","4430","4350","4360","1550102","1453.3"
"2001-04-18","4500","4810","4450","4800","2549903","1600"
"2001-04-19","5000","5120","4850","4880","5108305","1626.7"
"2001-04-20","4880","4970","4700","4790","2205402","1596.7"
"2001-04-23","4740","4810","4650","4660","1397401","1553.3"
"2001-04-24","4500","4560","4460","4510","1999602","1503.3"
"2001-04-25","4500","4630","4500","4560","1088601","1520"
"2001-04-26","4610","4660","4550","4580","1126401","1526.7"
"2001-04-27","4630","4700","4520","4700","1243901","1566.7"
"2001-05-01","4800","5020","4780","4990","3777104","1663.3"
"2001-05-02","5140","5390","5040","5390","7016807","1796.7"
"2001-05-07","5460","5670","5330","5650","6669707","1883.3"
"2001-05-08","5500","5650","5350","5390","4949905","1796.7"
"2001-05-09","5450","5490","5180","5200","3310803","1733.3"
"2001-05-10","5100","5260","5080","5160","2030302","1720"
"2001-05-11","5180","5280","5160","5180","1465501","1726.7"
"2001-05-14","5100","5120","5020","5060","1193401","1686.7"
"2001-05-15","5010","5310","4980","5290","2358402","1763.3"
"2001-05-16","5190","5230","5020","5020","1567802","1673.3"
"2001-05-17","5220","5240","5040","5100","1876802","1700"
"2001-05-18","5120","5130","4980","4980","1667702","1660"
"2001-05-21","4990","5150","4960","5100","1236701","1700"
"2001-05-22","5290","5330","5150","5150","2474702","1716.7"
"2001-05-23","5170","5250","5100","5100","1488101","1700"
"2001-05-24","5010","5040","4920","4990","2043502","1663.3"
"2001-05-25","5040","5060","4900","4970","1208401","1656.7"
"2001-05-28","4870","4870","4780","4790","1579802","1596.7"
"2001-05-29","4820","4850","4750","4790","1047801","1596.7"
"2001-05-30","4690","4710","4600","4620","1273201","1540"
"2001-05-31","4470","4550","4450","4520","1994602","1506.7"
"2001-06-01","4570","4610","4410","4420","1901002","1473.3"
"2001-06-04","4470","4480","4360","4400","1007801","1466.7"
"2001-06-05","4390","4430","4230","4430","1624402","1476.7"
"2001-06-06","4500","4590","4400","4400","1967302","1466.7"
"2001-06-07","4350","4500","4330","4500","872501","1500"
"2001-06-08","4540","4650","4540","4580","1947502","1526.7"
"2001-06-11","4490","4510","4400","4410","781801","1470"
"2001-06-12","4320","4340","4180","4230","1644802","1410"
"2001-06-13","4250","4310","4200","4250","1250401","1416.7"
"2001-06-14","4180","4420","4120","4270","1902202","1423.3"
"2001-06-15","4100","4160","4070","4120","1626002","1373.3"
"2001-06-18","4070","4100","3890","3940","1757802","1313.3"
"2001-06-19","3890","4160","3890","3900","2389702","1300"
"2001-06-20","3930","4010","3820","3920","2712103","1306.7"
"2001-06-21","4070","4340","4020","4340","4141704","1446.7"
"2001-06-22","4390","4500","4240","4310","3868004","1436.7"
"2001-06-25","4260","4290","4160","4160","1073901","1386.7"
"2001-06-26","4150","4220","4110","4170","1366601","1390"
"2001-06-27","4170","4260","4160","4180","986301","1393.3"
"2001-06-28","4160","4180","4010","4040","1082601","1346.7"
"2001-06-29","4140","4200","4080","4090","1117701","1363.3"
"2001-07-02","4060","4070","3960","4040","1095801","1346.7"
"2001-07-03","4040","4080","4000","4040","621001","1346.7"
"2001-07-04","3990","4000","3880","3880","1711202","1293.3"
"2001-07-05","3850","3940","3830","3860","1268601","1286.7"
"2001-07-06","3710","3740","3680","3720","1918002","1240"
"2001-07-09","3500","3560","3440","3560","2467502","1186.7"
"2001-07-10","3600","3680","3500","3600","1727702","1200"
"2001-07-11","3500","3540","3450","3450","1412901","1150"
"2001-07-12","3600","3670","3510","3650","2386702","1216.7"
"2001-07-13","3800","3800","3550","3570","2117702","1190"
"2001-07-16","3520","3530","3450","3500","1271901","1166.7"
"2001-07-17","3400","3410","3330","3380","1585902","1126.7"
"2001-07-18","3400","3440","3200","3200","2486402","1066.7"
"2001-07-19","3160","3400","3090","3310","3642804","1103.3"
"2001-07-23","3190","3220","3060","3080","2810603","1026.7"
"2001-07-24","3030","3260","3030","3250","2880503","1083.3"
"2001-07-25","3100","3320","3090","3180","3521904","1060"
"2001-07-26","3230","3290","3180","3280","1946102","1093.3"
"2001-07-27","3290","3320","3230","3300","1568202","1100"
"2001-07-30","3320","3410","3000","3010","3487603","1003.3"
"2001-07-31","3100","3180","3040","3140","2360602","1046.7"
"2001-08-01","3180","3220","3110","3200","1575002","1066.7"
"2001-08-02","3260","3360","3230","3300","2159202","1100"
"2001-08-03","3340","3460","3280","3410","3379503","1136.7"
"2001-08-06","3300","3300","3200","3200","2013702","1066.7"
"2001-08-07","3120","3380","3110","3350","2647203","1116.7"
"2001-08-08","3340","3390","3200","3240","1668702","1080"
"2001-08-09","3120","3180","3100","3130","2192602","1043.3"
"2001-08-10","3150","3210","3060","3070","2132502","1023.3"
"2001-08-13","3070","3080","2980","3020","2355002","1006.7"
"2001-08-14","3060","3150","3020","3140","1711502","1046.7"
"2001-08-15","3100","3100","3030","3070","881401","1023.3"
"2001-08-16","2995","3030","2980","2990","1532002","996.7"
"2001-08-17","2990","3010","2935","2950","1919802","983.3"
"2001-08-20","2900","2940","2850","2860","1411801","953.3"
"2001-08-21","2900","2925","2840","2885","1156501","961.7"
"2001-08-22","2810","2935","2810","2830","1674502","943.3"
"2001-08-23","2870","2875","2590","2595","3030803","865"
"2001-08-24","2635","2670","2540","2570","2498102","856.7"
"2001-08-27","2730","2730","2650","2660","1401401","886.7"
"2001-08-28","2610","2630","2550","2625","1455601","875"
"2001-08-29","2525","2565","2505","2525","1636202","841.7"
"2001-08-30","2450","2495","2355","2455","3074803","818.3"
"2001-08-31","2335","2410","2310","2310","2652003","770"
"2001-09-03","2310","2320","2055","2175","5011305","725"
"2001-09-04","2165","2360","2110","2360","4799205","786.7"
"2001-09-05","2250","2435","2180","2230","4909205","743.3"
"2001-09-06","2240","2550","2225","2500","5456705","833.3"
"2001-09-07","2420","2700","2395","2450","8763209","816.7"
"2001-09-10","2400","2530","2320","2400","4269704","800"
"2001-09-11","2520","2580","2460","2545","3995704","848.3"
"2001-09-12","2345","2425","2345","2345","1954702","781.7"
"2001-09-13","2345","2410","2210","2245","3522004","748.3"
"2001-09-14","2220","2380","2185","2290","3429203","763.3"
"2001-09-17","2210","2230","2100","2100","2751103","700"
"2001-09-18","2260","2365","2210","2295","3099203","765"
"2001-09-19","2355","2510","2350","2380","3474603","793.3"
"2001-09-20","2345","2405","2280","2290","2280902","763.3"
"2001-09-21","2170","2285","2150","2280","2016402","760"
"2001-09-25","2440","2455","2240","2240","2118602","746.7"
"2001-09-26","2230","2260","2200","2215","1342001","738.3"
"2001-09-27","2175","2230","2110","2110","2952303","703.3"
"2001-09-28","2190","2210","2110","2110","1835502","703.3"
"2001-10-01","2090","2175","2030","2110","3664804","703.3"
"2001-10-02","2120","2180","2090","2180","2029102","726.7"
"2001-10-03","2220","2255","2105","2105","2985603","701.7"
"2001-10-04","2185","2210","2145","2175","1884302","725"
"2001-10-05","2195","2260","2165","2215","2799103","738.3"
"2001-10-09","2190","2205","2130","2130","1512002","710"
"2001-10-10","2105","2155","2080","2135","1954102","711.7"
"2001-10-11","2215","2350","2190","2350","4795405","783.3"
"2001-10-12","2500","2565","2420","2425","6842807","808.3"
"2001-10-15","2385","2465","2375","2380","2369702","793.3"
"2001-10-16","2380","2590","2375","2580","4911805","860"
"2001-10-17","2700","2980","2695","2980","9409509","993.3"
"2001-10-18","2945","3120","2780","2785","11427311","928.3"
"2001-10-19","2840","3030","2790","3020","8679609","1006.7"
"2001-10-22","3170","3250","3030","3040","11009011","1013.3"
"2001-10-23","3190","3190","2910","3040","9133809","1013.3"
"2001-10-24","3000","3120","2970","3070","5485105","1023.3"
"2001-10-25","3120","3170","3050","3090","3821804","1030"
"2001-10-26","3140","3150","2980","2990","3619704","996.7"
"2001-10-29","2790","2830","2670","2700","5896406","900"
"2001-10-30","2540","2655","2530","2600","5275305","866.7"
"2001-10-31","2600","2670","2565","2620","3146903","873.3"
"2001-11-01","2680","2705","2580","2585","2413002","861.7"
"2001-11-02","2640","2665","2575","2595","2655803","865"
"2001-11-05","2575","2590","2465","2535","2203902","845"
"2001-11-06","2600","2660","2540","2660","3811304","886.7"
"2001-11-07","2680","2690","2500","2500","3484903","833.3"
"2001-11-08","2520","2545","2455","2525","1567702","841.7"
"2001-11-09","2485","2500","2405","2430","2126602","810"
"2001-11-12","2405","2420","2315","2325","1978902","775"
"2001-11-13","2300","2470","2245","2470","3140303","823.3"
"2001-11-14","2520","2540","2405","2420","2795603","806.7"
"2001-11-15","2475","2660","2450","2650","3689704","883.3"
"2001-11-16","2675","2740","2620","2660","3458403","886.7"
"2001-11-19","2690","2745","2670","2695","2040102","898.3"
"2001-11-20","2775","2780","2630","2635","2504903","878.3"
"2001-11-21","2515","2575","2475","2540","3031303","846.7"
"2001-11-22","2530","2570","2495","2560","1495201","853.3"
"2001-11-26","2625","2705","2600","2695","2404502","898.3"
"2001-11-27","2735","2935","2720","2830","7704708","943.3"
"2001-11-28","2775","2910","2760","2800","5343705","933.3"
"2001-11-29","2725","2770","2660","2700","3010403","900"
"2001-11-30","2780","2795","2680","2680","1691002","893.3"
"2001-12-03","2640","2645","2470","2470","3292303","823.3"
"2001-12-04","2480","2530","2450","2505","2362102","835"
"2001-12-05","2585","2620","2550","2620","1908302","873.3"
"2001-12-06","2740","2770","2650","2660","3361103","886.7"
"2001-12-07","2780","2790","2675","2700","2510303","900"
"2001-12-10","2670","2680","2560","2560","1569302","853.3"
"2001-12-11","2480","2540","2470","2500","2812503","833.3"
"2001-12-12","2485","2650","2480","2650","2476202","883.3"
"2001-12-13","2570","2590","2495","2520","2030802","840"
"2001-12-14","2440","2505","2440","2475","2442602","825"
"2001-12-17","2475","2490","2315","2340","2638903","780"
"2001-12-18","2330","2355","1940","1958","9088209","652.7"
"2001-12-19","1928","2195","1928","2145","7382207","715"
"2001-12-20","2140","2150","2050","2100","2843403","700"
"2001-12-21","2030","2090","1999","2030","3560304","676.7"
"2001-12-25","2055","2080","2000","2070","1738802","690"
"2001-12-26","2070","2075","2015","2030","1047601","676.7"
"2001-12-27","2070","2110","2060","2085","1684102","695"
"2001-12-28","2125","2140","2100","2120","984101","706.7"
