9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2007-05-28","2570","2640","2555","2635","21620600","2635"
"2007-05-29","2635","2690","2635","2690","21455500","2690"
"2007-05-30","2695","2720","2615","2640","23134500","2640"
"2007-05-31","2700","2710","2655","2685","10855900","2685"
"2007-06-01","2695","2710","2645","2660","9757600","2660"
"2007-06-04","2670","2685","2645","2650","6657700","2650"
"2007-06-05","2665","2750","2660","2750","26711900","2750"
"2007-06-06","2765","2775","2715","2725","17382100","2725"
"2007-06-07","2710","2820","2700","2795","25549900","2795"
"2007-06-08","2790","2875","2755","2845","47717900","2845"
"2007-06-11","2860","2865","2755","2755","18688600","2755"
"2007-06-12","2740","2745","2665","2695","12133900","2695"
"2007-06-13","2655","2745","2650","2725","12933600","2725"
"2007-06-14","2720","2735","2695","2715","9618800","2715"
"2007-06-15","2720","2790","2720","2765","12651700","2765"
"2007-06-18","2780","2840","2775","2825","15899200","2825"
"2007-06-19","2820","2840","2800","2815","10077500","2815"
"2007-06-20","2815","2845","2810","2820","10061200","2820"
"2007-06-21","2805","2840","2795","2820","8954200","2820"
"2007-06-22","2805","2820","2755","2775","9710200","2775"
"2007-06-25","2760","2770","2735","2735","6245500","2735"
"2007-06-26","2735","2750","2670","2680","8833900","2680"
"2007-06-27","2670","2675","2625","2640","11624700","2640"
"2007-06-28","2640","2690","2640","2675","9428000","2675"
"2007-06-29","2675","2700","2650","2660","8170400","2660"
"2007-07-02","2670","2685","2650","2670","5908000","2670"
"2007-07-03","2680","2750","2675","2745","22982400","2745"
"2007-07-04","2780","2850","2770","2845","25039600","2845"
"2007-07-05","2845","2860","2790","2805","19320300","2805"
"2007-07-06","2785","2850","2770","2795","21653900","2795"
"2007-07-09","2805","2810","2735","2760","10245500","2760"
"2007-07-10","2730","2745","2695","2710","7742100","2710"
"2007-07-11","2710","2735","2680","2695","10237500","2695"
"2007-07-12","2715","2715","2655","2675","6955700","2675"
"2007-07-13","2695","2760","2690","2735","16230600","2735"
"2007-07-17","2730","2755","2720","2745","7527900","2745"
"2007-07-18","2725","2730","2705","2725","7809300","2725"
"2007-07-19","2750","2770","2735","2740","8094200","2740"
"2007-07-20","2725","2730","2655","2665","9455600","2665"
"2007-07-23","2650","2655","2555","2575","11276600","2575"
"2007-07-24","2605","2645","2555","2620","13786900","2620"
"2007-07-25","2580","2645","2555","2605","11971600","2605"
"2007-07-26","2585","2620","2560","2565","6042600","2565"
"2007-07-27","2500","2535","2480","2515","8744500","2515"
"2007-07-30","2495","2510","2465","2490","6849400","2490"
"2007-07-31","2490","2535","2490","2515","7008200","2515"
"2007-08-01","2490","2495","2400","2410","12635800","2410"
"2007-08-02","2425","2465","2375","2460","14054000","2460"
"2007-08-03","2470","2545","2460","2480","15152000","2480"
"2007-08-06","2410","2485","2410","2450","11195300","2450"
"2007-08-07","2455","2480","2405","2445","13390000","2445"
"2007-08-08","2470","2575","2470","2555","19159800","2555"
"2007-08-09","2595","2685","2595","2600","29255400","2600"
"2007-08-10","2560","2660","2510","2550","21645300","2550"
"2007-08-13","2595","2615","2520","2540","9114500","2540"
"2007-08-14","2545","2545","2500","2515","7646400","2515"
"2007-08-15","2450","2475","2385","2395","12194700","2395"
"2007-08-16","2320","2340","2240","2310","16711100","2310"
"2007-08-17","2295","2310","2115","2140","18365600","2140"
"2007-08-20","2260","2300","2220","2250","13259000","2250"
"2007-08-21","2265","2345","2260","2295","12065600","2295"
"2007-08-22","2255","2310","2240","2260","7830600","2260"
"2007-08-23","2330","2330","2260","2290","8508300","2290"
"2007-08-24","2280","2290","2245","2270","7695000","2270"
"2007-08-27","2290","2295","2255","2270","6582400","2270"
"2007-08-28","2255","2330","2245","2310","12006300","2310"
"2007-08-29","2245","2270","2235","2250","11226000","2250"
"2007-08-30","2270","2290","2190","2210","11328200","2210"
"2007-08-31","2195","2230","2160","2225","8806400","2225"
"2007-09-03","2210","2225","2185","2185","6619600","2185"
"2007-09-04","2165","2190","2120","2130","11169100","2130"
"2007-09-05","2150","2180","2095","2105","11159100","2105"
"2007-09-06","2095","2205","2050","2200","17159000","2200"
"2007-09-07","2165","2200","2115","2130","11601300","2130"
"2007-09-10","2050","2060","2020","2030","14266900","2030"
"2007-09-11","2015","2075","1984","2050","15359700","2050"
"2007-09-12","2055","2070","2000","2010","10218500","2010"
"2007-09-13","1990","2025","1986","1995","9897100","1995"
"2007-09-14","2015","2045","2005","2045","15998000","2045"
"2007-09-18","2025","2030","1951","1951","13216300","1951"
"2007-09-19","2015","2030","1978","2010","8966200","2010"
"2007-09-20","2015","2020","1953","1980","11630100","1980"
"2007-09-21","1969","2020","1963","2005","9962600","2005"
"2007-09-25","2010","2010","1966","1982","7403300","1982"
"2007-09-26","1977","2060","1977","2055","9546000","2055"
"2007-09-27","2120","2145","2085","2130","18061900","2130"
"2007-09-28","2145","2160","2095","2120","9041900","2120"
"2007-10-01","2125","2175","2115","2140","7740000","2140"
"2007-10-02","2175","2185","2140","2155","8637200","2155"
"2007-10-03","2160","2240","2140","2230","11915300","2230"
"2007-10-04","2215","2295","2205","2240","14002400","2240"
"2007-10-05","2230","2380","2215","2360","24880700","2360"
"2007-10-09","2400","2450","2400","2410","29085800","2410"
"2007-10-10","2440","2495","2435","2440","29252800","2440"
"2007-10-11","2425","2590","2425","2575","31263800","2575"
"2007-10-12","2575","2585","2505","2540","24572300","2540"
"2007-10-15","2580","2655","2560","2630","28428100","2630"
"2007-10-16","2600","2715","2585","2705","34531000","2705"
"2007-10-17","2720","2730","2535","2575","38361800","2575"
"2007-10-18","2625","2660","2595","2635","23659600","2635"
"2007-10-19","2620","2680","2605","2660","21167900","2660"
"2007-10-22","2540","2625","2525","2605","22574700","2605"
"2007-10-23","2630","2660","2535","2540","15407400","2540"
"2007-10-24","2575","2610","2540","2575","13407000","2575"
"2007-10-25","2570","2575","2445","2460","11745200","2460"
"2007-10-26","2455","2685","2450","2675","23461500","2675"
"2007-10-29","2715","2770","2650","2720","29113500","2720"
"2007-10-30","2720","2750","2700","2745","21169100","2745"
"2007-10-31","2740","2745","2630","2670","18039300","2670"
"2007-11-01","2710","2825","2685","2810","32188700","2810"
"2007-11-02","2740","2885","2715","2820","49306200","2820"
"2007-11-05","2835","2860","2615","2675","37336600","2675"
"2007-11-06","2655","2740","2490","2500","48090300","2500"
"2007-11-07","2600","2630","2490","2515","35539100","2515"
"2007-11-08","2505","2560","2460","2555","30049200","2555"
"2007-11-09","2555","2590","2500","2520","17688700","2520"
"2007-11-12","2500","2535","2440","2510","18466800","2510"
"2007-11-13","2520","2530","2445","2475","16327900","2475"
"2007-11-14","2540","2640","2525","2640","19132500","2640"
"2007-11-15","2630","2635","2560","2565","14975900","2565"
"2007-11-16","2515","2535","2490","2510","11857000","2510"
"2007-11-19","2530","2580","2380","2395","16011400","2395"
"2007-11-20","2275","2430","2270","2425","20637200","2425"
"2007-11-21","2395","2420","2325","2335","14318000","2335"
"2007-11-22","2300","2415","2295","2400","20351100","2400"
"2007-11-26","2415","2470","2385","2450","12489200","2450"
"2007-11-27","2415","2485","2395","2475","12940000","2475"
"2007-11-28","2470","2525","2450","2470","15347200","2470"
"2007-11-29","2545","2550","2500","2525","11770200","2525"
"2007-11-30","2535","2570","2530","2545","11392300","2545"
"2007-12-03","2565","2615","2545","2610","16137500","2610"
"2007-12-04","2625","2680","2600","2600","19872700","2600"
"2007-12-05","2605","2655","2580","2635","11340700","2635"
"2007-12-06","2665","2680","2600","2625","11338800","2625"
"2007-12-07","2640","2670","2615","2615","14007600","2615"
"2007-12-10","2610","2640","2585","2595","7510300","2595"
"2007-12-11","2610","2625","2550","2580","8727900","2580"
"2007-12-12","2520","2565","2515","2535","10735900","2535"
"2007-12-13","2495","2500","2375","2390","18293300","2390"
"2007-12-14","2390","2450","2360","2375","17748400","2375"
"2007-12-17","2380","2420","2280","2285","13086700","2285"
"2007-12-18","2255","2340","2220","2325","12800200","2325"
"2007-12-19","2320","2335","2270","2290","7547900","2290"
"2007-12-20","2290","2295","2230","2235","7617800","2235"
"2007-12-21","2235","2345","2230","2340","12622800","2340"
"2007-12-25","2390","2410","2350","2370","7328900","2370"
"2007-12-26","2375","2395","2340","2395","5600500","2395"
"2007-12-27","2410","2415","2365","2375","5031000","2375"
"2007-12-28","2345","2365","2295","2310","6160000","2310"
