9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2013-01-04","3190","3195","3110","3125","6011500","3125"
"2013-01-07","3075","3090","3000","3065","6946200","3065"
"2013-01-08","3095","3120","3080","3105","5374900","3105"
"2013-01-09","3080","3085","3010","3040","5775800","3040"
"2013-01-10","3030","3080","3030","3040","4430100","3040"
"2013-01-11","3035","3055","3010","3020","6823700","3020"
"2013-01-15","3070","3080","3015","3035","5847800","3035"
"2013-01-16","3020","3025","2935","2936","9256900","2936"
"2013-01-17","3000","3040","2920","2997","11110600","2997"
"2013-01-18","3035","3040","2990","3020","7006800","3020"
"2013-01-21","3010","3015","2956","2968","6657100","2968"
"2013-01-22","2972","3005","2946","2961","7775700","2961"
"2013-01-23","2956","2983","2937","2945","5761900","2945"
"2013-01-24","2916","2954","2882","2953","7398600","2953"
"2013-01-25","3000","3030","2992","3025","6255200","3025"
"2013-01-28","3060","3065","3020","3040","4645300","3040"
"2013-01-29","3045","3075","3020","3065","5094100","3065"
"2013-01-30","3120","3200","3105","3175","12322900","3175"
"2013-01-31","3200","3260","3180","3260","11497400","3260"
"2013-02-01","3305","3480","3300","3445","23091000","3445"
"2013-02-04","3460","3475","3375","3455","8803600","3455"
"2013-02-05","3400","3450","3380","3380","7131200","3380"
"2013-02-06","3430","3545","3400","3515","12734200","3515"
"2013-02-07","3475","3510","3440","3465","6703700","3465"
"2013-02-08","3415","3485","3380","3385","7625100","3385"
"2013-02-12","3480","3615","3475","3545","12969600","3545"
"2013-02-13","3515","3555","3430","3470","6915300","3470"
"2013-02-14","3480","3515","3410","3460","5765300","3460"
"2013-02-15","3470","3485","3400","3425","5159300","3425"
"2013-02-18","3490","3510","3425","3450","4407000","3450"
"2013-02-19","3410","3450","3390","3410","3660400","3410"
"2013-02-20","3455","3455","3395","3395","3369100","3395"
"2013-02-21","3385","3395","3300","3310","4450200","3310"
"2013-02-22","3285","3380","3230","3345","7283100","3345"
"2013-02-25","3450","3485","3405","3475","6974800","3475"
"2013-02-26","3430","3490","3420","3420","7119900","3420"
"2013-02-27","3460","3470","3330","3330","4307700","3330"
"2013-02-28","3355","3440","3350","3435","6127600","3435"
"2013-03-01","3390","3430","3380","3390","3040500","3390"
"2013-03-04","3435","3515","3425","3495","7523300","3495"
"2013-03-05","3530","3550","3495","3500","5682300","3500"
"2013-03-06","3535","3750","3515","3740","14861600","3740"
"2013-03-07","3750","3900","3645","3660","17731600","3660"
"2013-03-08","3700","3800","3675","3775","21477600","3775"
"2013-03-11","3775","3845","3725","3745","9582700","3745"
"2013-03-12","3790","3835","3750","3795","8348600","3795"
"2013-03-13","3835","3890","3775","3780","7743300","3780"
"2013-03-14","3805","3835","3735","3780","4091700","3780"
"2013-03-15","3810","3815","3765","3790","4183100","3790"
"2013-03-18","3650","3715","3625","3630","7225400","3630"
"2013-03-19","3705","3730","3660","3665","4338800","3665"
