9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2013-03-21","3740","3865","3720","3850","11907400","3850"
"2013-03-22","3795","3810","3760","3760","6761200","3760"
"2013-03-25","3800","3910","3775","3880","12540500","3880"
"2013-03-26","4000","4065","3940","3975","17177000","3975"
"2013-03-27","4040","4275","4030","4265","23885500","4265"
"2013-03-28","4280","4420","4265","4320","19295300","4320"
"2013-03-29","4360","4400","4295","4340","11230500","4340"
"2013-04-01","4340","4390","4245","4255","9919500","4255"
"2013-04-02","4200","4350","4175","4270","9112100","4270"
"2013-04-03","4335","4485","4300","4485","14716300","4485"
"2013-04-04","4420","4520","4355","4520","15827800","4520"
"2013-04-05","4730","4745","4580","4650","16429400","4650"
"2013-04-08","4745","4775","4665","4760","9828400","4760"
"2013-04-09","4830","4850","4770","4815","9663700","4815"
"2013-04-10","4800","4820","4660","4660","11573700","4660"
"2013-04-11","4700","4775","4690","4765","8574300","4765"
"2013-04-12","4800","4800","4685","4715","8665600","4715"
"2013-04-15","4660","4745","4660","4685","5204800","4685"
"2013-04-16","4265","4530","4235","4365","32785300","4365"
"2013-04-17","4410","4500","4345","4415","12941400","4415"
"2013-04-18","4400","4410","4310","4345","7778600","4345"
"2013-04-19","4335","4395","4330","4365","4824500","4365"
"2013-04-22","4430","4455","4390","4415","5628600","4415"
"2013-04-23","4365","4480","4360","4435","7123500","4435"
"2013-04-24","4490","4650","4480","4620","12417500","4620"
"2013-04-25","4710","4795","4665","4780","10829900","4780"
"2013-04-26","4760","4800","4700","4770","8232400","4770"
"2013-04-30","4840","4870","4780","4825","7390000","4825"
"2013-05-01","4845","4855","4740","4745","5288700","4745"
"2013-05-02","4700","4790","4650","4750","5564100","4750"
"2013-05-07","4875","4900","4810","4820","8974200","4820"
"2013-05-08","4890","5020","4875","4960","13604600","4960"
"2013-05-09","5020","5380","5010","5230","21352500","5230"
"2013-05-10","5460","5840","5390","5570","32358700","5570"
"2013-05-13","5670","5700","5520","5580","10707400","5580"
"2013-05-14","5570","5700","5420","5700","9834700","5700"
"2013-05-15","5850","6040","5800","5960","14510400","5960"
"2013-05-16","5910","6000","5700","5820","10617600","5820"
"2013-05-17","5720","5870","5620","5810","7489200","5810"
"2013-05-20","5920","6100","5910","6080","10260700","6080"
"2013-05-21","6010","6080","5820","5850","8847000","5850"
"2013-05-22","5850","5860","5710","5730","7422000","5730"
"2013-05-23","5830","6000","5300","5320","15095000","5320"
"2013-05-24","5600","5650","5060","5390","12253800","5390"
"2013-05-27","5110","5260","5080","5170","7479200","5170"
"2013-05-28","5070","5300","5070","5210","6658200","5210"
"2013-05-29","5410","5450","5240","5320","8230600","5320"
"2013-05-30","5350","5400","5060","5090","11455100","5090"
"2013-05-31","5250","5310","5140","5170","8509000","5170"
"2013-06-03","4900","5050","4875","4920","8933600","4920"
"2013-06-04","4920","5180","4900","5120","8973000","5120"
"2013-06-05","5120","5370","5040","5110","12816700","5110"
"2013-06-06","5010","5190","4950","5100","10040400","5100"
"2013-06-07","5000","5130","4850","5040","10694900","5040"
"2013-06-10","5240","5520","5200","5520","11063200","5520"
"2013-06-11","5420","5620","5360","5500","10248400","5500"
"2013-06-12","5500","5560","5340","5500","6480200","5500"
"2013-06-13","5250","5360","4955","4980","12759900","4980"
"2013-06-14","5010","5180","4980","5040","16334000","5040"
"2013-06-17","5020","5280","5010","5250","6571300","5250"
"2013-06-18","5280","5350","5200","5240","4984300","5240"
"2013-06-19","5410","5540","5380","5460","9888400","5460"
"2013-06-20","5410","5530","5400","5460","7358100","5460"
"2013-06-21","5260","5600","5230","5560","9467500","5560"
"2013-06-24","5720","5870","5590","5600","11476000","5600"
"2013-06-25","5650","5680","5270","5430","11145200","5430"
"2013-06-26","5630","5660","5400","5420","8524500","5420"
"2013-06-27","5530","5660","5490","5650","9533700","5650"
"2013-06-28","5800","5810","5730","5790","8260500","5790"
"2013-07-01","5790","5840","5700","5820","6251300","5820"
"2013-07-02","5830","5950","5800","5900","7781700","5900"
"2013-07-03","5920","5930","5780","5800","5002500","5800"
"2013-07-04","5820","5870","5690","5710","5495600","5710"
"2013-07-05","5790","5880","5770","5880","4938600","5880"
"2013-07-08","5980","5980","5600","5680","9448400","5680"
"2013-07-09","5730","5790","5550","5740","8951900","5740"
"2013-07-10","5730","5880","5680","5760","8757400","5760"
"2013-07-11","5720","5780","5630","5720","5499500","5720"
"2013-07-12","5750","5790","5720","5760","6077300","5760"
"2013-07-16","5790","5980","5750","5910","11065900","5910"
"2013-07-17","5980","6220","5890","6200","20605200","6200"
"2013-07-18","6400","6610","6370","6450","22676900","6450"
"2013-07-19","6480","6650","6200","6430","21151200","6430"
"2013-07-22","6530","6620","6430","6490","11971300","6490"
"2013-07-23","6460","6870","6430","6820","27098000","6820"
"2013-07-24","6810","7000","6690","6980","27637500","6980"
"2013-07-25","6980","7010","6700","6700","15586800","6700"
"2013-07-26","6600","6730","6460","6520","15344600","6520"
"2013-07-29","6370","6460","6200","6240","10088600","6240"
"2013-07-30","6260","6310","6080","6300","13587200","6300"
"2013-07-31","6310","6610","6220","6240","20307900","6240"
"2013-08-01","6320","6700","6190","6670","16381700","6670"
"2013-08-02","6790","6910","6740","6900","15288300","6900"
"2013-08-05","6800","6930","6760","6770","8519000","6770"
"2013-08-06","6770","6780","6490","6650","13197400","6650"
"2013-08-07","6450","6490","6310","6340","11798600","6340"
"2013-08-08","6350","6510","6120","6170","14944600","6170"
"2013-08-09","6230","6370","6170","6240","10610100","6240"
"2013-08-12","6180","6180","5950","5990","10088800","5990"
"2013-08-13","6150","6380","6150","6370","10648500","6370"
"2013-08-14","6470","6490","6220","6450","11108100","6450"
"2013-08-15","6350","6370","6200","6240","8990800","6240"
"2013-08-16","6100","6240","6050","6170","7727400","6170"
"2013-08-19","6190","6380","6190","6320","8237100","6320"
"2013-08-20","6340","6390","6220","6250","9211100","6250"
"2013-08-21","6310","6350","6170","6210","9056700","6210"
"2013-08-22","6160","6240","6070","6190","6418200","6190"
"2013-08-23","6310","6360","6260","6300","6340300","6300"
"2013-08-26","6310","6350","6200","6270","5112100","6270"
"2013-08-27","6270","6280","6200","6240","3874200","6240"
"2013-08-28","6040","6160","6030","6120","6213100","6120"
"2013-08-29","6160","6250","6130","6190","5460200","6190"
"2013-08-30","6240","6330","6120","6190","7566600","6190"
"2013-09-02","6200","6360","6180","6300","6070100","6300"
"2013-09-03","6400","6530","6390","6470","8576900","6470"
"2013-09-04","6470","6570","6430","6540","6959900","6540"
"2013-09-05","6620","6650","6490","6520","7700200","6520"
"2013-09-06","6330","6430","6300","6380","8861700","6380"
"2013-09-09","6500","6500","6350","6450","4908800","6450"
"2013-09-10","6530","6550","6460","6480","6187300","6480"
"2013-09-11","6520","6750","6500","6620","11142100","6620"
"2013-09-12","6700","6750","6610","6670","7475000","6670"
"2013-09-13","6650","6700","6520","6610","11086900","6610"
"2013-09-17","6600","6600","6320","6360","8228400","6360"
"2013-09-18","6450","6610","6390","6500","7946500","6500"
"2013-09-19","6590","6630","6510","6610","6628500","6610"
"2013-09-20","6610","6650","6550","6560","5496300","6560"
"2013-09-24","6590","6670","6520","6630","5947100","6630"
"2013-09-25","6660","6670","6540","6540","6047700","6540"
"2013-09-26","6580","6840","6560","6780","11210700","6780"
"2013-09-27","6840","6930","6810","6890","10120100","6890"
"2013-09-30","6860","6860","6740","6790","5785700","6790"
"2013-10-01","6850","7030","6840","6960","16125900","6960"
"2013-10-02","6990","7270","6980","7240","31466500","7240"
"2013-10-03","7180","7540","7130","7530","26724600","7530"
"2013-10-04","7430","7470","7240","7270","17484200","7270"
"2013-10-07","7360","7540","7310","7480","18696600","7480"
"2013-10-08","7420","7500","7300","7420","12024700","7420"
"2013-10-09","7120","7150","6930","7000","17860100","7000"
"2013-10-10","7050","7180","6990","7070","10055300","7070"
"2013-10-11","7150","7280","7120","7230","11284900","7230"
"2013-10-15","7340","7380","7220","7240","6561100","7240"
"2013-10-16","7380","7430","7330","7400","9670900","7400"
"2013-10-17","7490","7500","7280","7300","11378400","7300"
"2013-10-18","7300","7370","7160","7280","9054200","7280"
"2013-10-21","7350","7490","7300","7480","10063500","7480"
"2013-10-22","7510","7640","7510","7620","12250400","7620"
"2013-10-23","7690","7910","7600","7600","24429900","7600"
"2013-10-24","7550","7780","7460","7770","15983800","7770"
"2013-10-25","7660","7660","7400","7400","16415300","7400"
"2013-10-28","7480","7520","7310","7480","9580400","7480"
"2013-10-29","7470","7470","7310","7370","6583700","7370"
"2013-10-30","7520","7610","7420","7520","9246600","7520"
"2013-10-31","7460","7470","7300","7300","6592600","7300"
"2013-11-01","7430","7650","7420","7550","19112300","7550"
"2013-11-05","7630","7800","7540","7710","17420700","7710"
"2013-11-06","7560","7590","7420","7550","12957800","7550"
"2013-11-07","7560","7640","7470","7480","8061900","7480"
"2013-11-08","7370","7380","7210","7280","13382100","7280"
"2013-11-11","7400","7500","7380","7420","12402900","7420"
"2013-11-12","7450","7580","7350","7580","9581400","7580"
"2013-11-13","7550","7570","7490","7510","4883600","7510"
"2013-11-14","7600","7650","7560","7600","10158200","7600"
"2013-11-15","7710","7750","7660","7740","10002600","7740"
"2013-11-18","7800","7800","7730","7770","7442700","7770"
"2013-11-19","7780","7810","7690","7720","6689600","7720"
"2013-11-20","7780","7800","7730","7730","5335400","7730"
"2013-11-21","7790","7990","7760","7970","19460700","7970"
"2013-11-22","8200","8330","8050","8150","23798800","8150"
"2013-11-25","8380","8600","8370","8590","19321800","8590"
"2013-11-26","8500","8590","8430","8550","16331600","8550"
"2013-11-27","8480","8500","8280","8310","16068600","8310"
"2013-11-28","8470","8480","8330","8430","9585500","8430"
"2013-11-29","8340","8360","8240","8290","9479900","8290"
"2013-12-02","8270","8340","8250","8280","5910700","8280"
"2013-12-03","8400","8660","8330","8640","21108500","8640"
"2013-12-04","8460","8630","8420","8500","25484200","8500"
"2013-12-05","8470","8820","8450","8660","30430600","8660"
"2013-12-06","8730","8810","8570","8710","18975600","8710"
"2013-12-09","8860","8950","8840","8900","15757600","8900"
"2013-12-10","8900","8910","8830","8900","9382400","8900"
"2013-12-11","8870","9090","8840","9060","20333700","9060"
"2013-12-12","8970","8990","8850","8960","14003800","8960"
"2013-12-13","8920","8980","8840","8900","22381600","8900"
"2013-12-16","8890","8890","8600","8620","13774200","8620"
"2013-12-17","8770","8850","8690","8770","13245000","8770"
"2013-12-18","8750","8960","8720","8930","15350500","8930"
"2013-12-19","9090","9100","8890","8930","15113900","8930"
"2013-12-20","8940","8990","8860","8920","11542600","8920"
"2013-12-24","8950","8990","8770","8810","10072300","8810"
"2013-12-25","8700","8840","8690","8770","14405700","8770"
"2013-12-26","8860","9130","8820","9070","12987000","9070"
"2013-12-27","9130","9320","9090","9220","18745800","9220"
"2013-12-30","9270","9300","9150","9200","9763600","9200"
