9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2009-07-16","1727","1728","1682","1692","5294000","1692"
"2009-07-17","1703","1749","1699","1738","5535400","1738"
"2009-07-21","1780","1804","1760","1804","6208000","1804"
"2009-07-22","1785","1851","1783","1848","8401300","1848"
"2009-07-23","1845","1872","1827","1855","6357700","1855"
"2009-07-24","1871","1877","1833","1847","5631100","1847"
"2009-07-27","1885","1932","1870","1917","10514800","1917"
"2009-07-28","1924","1944","1899","1914","7262600","1914"
"2009-07-29","1931","2040","1926","1998","24007100","1998"
"2009-07-30","2010","2040","1979","2035","13111100","2035"
"2009-07-31","2065","2085","1986","2015","13338100","2015"
"2009-08-03","2000","2020","1976","1976","9211600","1976"
"2009-08-04","1988","2005","1957","1964","7652600","1964"
"2009-08-05","1979","2005","1960","1967","9033300","1967"
"2009-08-06","1993","2025","1989","2005","8420600","2005"
"2009-08-07","2010","2025","1964","1988","11192400","1988"
"2009-08-10","2005","2055","1997","2055","10214900","2055"
"2009-08-11","2055","2095","2040","2090","11812600","2090"
"2009-08-12","2070","2085","2050","2060","6908100","2060"
"2009-08-13","2075","2085","2060","2080","4836100","2080"
"2009-08-14","2100","2135","2080","2085","9579600","2085"
"2009-08-17","2085","2095","2035","2040","7291700","2040"
"2009-08-18","2000","2035","1982","2030","12148700","2030"
"2009-08-19","2010","2020","1991","2000","7472500","2000"
"2009-08-20","1992","2040","1988","2030","4067700","2030"
"2009-08-21","2005","2015","1987","2000","7384900","2000"
"2009-08-24","2030","2050","2025","2045","4322600","2045"
"2009-08-25","2055","2070","2010","2020","3675600","2020"
"2009-08-26","2030","2120","2025","2115","8837000","2115"
"2009-08-27","2095","2110","2075","2085","7148300","2085"
"2009-08-28","2105","2115","2065","2080","4785400","2080"
"2009-08-31","2110","2150","2065","2085","6951400","2085"
"2009-09-01","2085","2125","2070","2100","4314600","2100"
"2009-09-02","2035","2060","2030","2045","4654700","2045"
"2009-09-03","2040","2060","2020","2045","4808200","2045"
"2009-09-04","2055","2070","2020","2030","3291100","2030"
"2009-09-07","2055","2065","2035","2060","3324300","2060"
"2009-09-08","2055","2090","2045","2090","4499100","2090"
"2009-09-09","2050","2080","2045","2055","4006600","2055"
"2009-09-10","2070","2110","2060","2110","5585500","2110"
"2009-09-11","2110","2110","2070","2080","12061000","2080"
"2009-09-14","2080","2100","2040","2045","5321700","2045"
"2009-09-15","2055","2055","2005","2015","4207700","2015"
"2009-09-16","2025","2045","2010","2015","3697800","2015"
"2009-09-17","2040","2045","2020","2045","3052000","2045"
"2009-09-18","2020","2040","1992","2020","5300200","2020"
"2009-09-24","1991","2040","1991","2010","4650200","2010"
"2009-09-25","1998","2005","1940","1955","7106800","1955"
"2009-09-28","1910","1937","1903","1917","5680000","1917"
"2009-09-29","1930","1963","1930","1961","4163400","1961"
"2009-09-30","1970","1982","1944","1973","3449100","1973"
"2009-10-01","1967","1969","1914","1936","4098000","1936"
"2009-10-02","1900","1910","1890","1896","5198100","1896"
"2009-10-05","1896","1954","1896","1939","6559000","1939"
"2009-10-06","1961","2005","1949","1950","10178800","1950"
"2009-10-07","1960","1976","1931","1937","6989600","1937"
"2009-10-08","1967","1979","1953","1968","4839800","1968"
"2009-10-09","1992","2035","1970","2035","9344100","2035"
"2009-10-13","2035","2055","2015","2035","4741800","2035"
"2009-10-14","2030","2085","2025","2055","6394800","2055"
"2009-10-15","2075","2095","2070","2090","4321000","2090"
"2009-10-16","2080","2100","2055","2070","3810000","2070"
"2009-10-19","2050","2085","2030","2075","4130800","2075"
"2009-10-20","2085","2120","2080","2115","6754600","2115"
"2009-10-21","2115","2175","2105","2170","11716900","2170"
"2009-10-22","2150","2190","2145","2155","8268400","2155"
"2009-10-23","2175","2240","2175","2190","13345900","2190"
"2009-10-26","2200","2230","2180","2215","5149200","2215"
"2009-10-27","2225","2270","2175","2175","13918700","2175"
"2009-10-28","2150","2160","2100","2100","6603100","2100"
"2009-10-29","2065","2125","2060","2100","9357200","2100"
"2009-10-30","2180","2180","2115","2175","9874100","2175"
"2009-11-02","2135","2150","2105","2130","6435500","2130"
"2009-11-04","2130","2155","2110","2135","6100700","2135"
"2009-11-05","2120","2170","2120","2130","5218900","2130"
"2009-11-06","2150","2155","2110","2140","4769000","2140"
"2009-11-09","2130","2155","2115","2145","4718100","2145"
"2009-11-10","2175","2230","2175","2190","10332300","2190"
"2009-11-11","2180","2225","2170","2210","5843700","2210"
"2009-11-12","2215","2280","2180","2205","10868500","2205"
"2009-11-13","2190","2225","2180","2225","6838200","2225"
"2009-11-16","2235","2270","2190","2195","5959000","2195"
"2009-11-17","2205","2210","2075","2085","10288800","2085"
"2009-11-18","2090","2120","2055","2080","6964900","2080"
"2009-11-19","2095","2095","2010","2075","7604500","2075"
"2009-11-20","2050","2135","2050","2105","6244200","2105"
"2009-11-24","2130","2140","2085","2085","4610900","2085"
"2009-11-25","2065","2130","2055","2120","4619600","2120"
"2009-11-26","2100","2150","2095","2115","4088600","2115"
"2009-11-27","2075","2090","2015","2025","7633400","2025"
"2009-11-30","2065","2080","2060","2070","5418400","2070"
"2009-12-01","2030","2110","2025","2100","6821200","2100"
"2009-12-02","2075","2120","2065","2100","4429400","2100"
"2009-12-03","2115","2160","2115","2160","4917100","2160"
"2009-12-04","2170","2180","2130","2155","3834100","2155"
"2009-12-07","2160","2180","2140","2165","3939200","2165"
"2009-12-08","2150","2180","2140","2155","4563200","2155"
"2009-12-09","2145","2150","2125","2135","3520200","2135"
"2009-12-10","2120","2135","2095","2115","4430100","2115"
"2009-12-11","2145","2165","2105","2165","11473400","2165"
"2009-12-14","2175","2185","2150","2165","3510900","2165"
"2009-12-15","2180","2180","2160","2160","2391900","2160"
"2009-12-16","2160","2170","2130","2140","3085300","2140"
"2009-12-17","2125","2160","2125","2135","2695300","2135"
"2009-12-18","2135","2145","2110","2130","4209300","2130"
"2009-12-21","2120","2140","2115","2130","1783400","2130"
"2009-12-22","2135","2145","2125","2145","3633600","2145"
"2009-12-24","2130","2160","2130","2155","4422300","2155"
"2009-12-25","2160","2210","2150","2190","10856600","2190"
"2009-12-28","2195","2220","2180","2210","4652700","2210"
"2009-12-29","2215","2225","2170","2185","5747800","2185"
"2009-12-30","2195","2200","2170","2170","2860100","2170"
