9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2004-04-14","5330","5430","5300","5320","6449906","1773.3"
"2004-04-15","5360","5390","5030","5090","11858812","1696.7"
"2004-04-16","5100","5230","4980","5110","11470111","1703.3"
"2004-04-19","5150","5170","4840","4990","9524710","1663.3"
"2004-04-20","5040","5310","4880","5310","14865415","1770"
"2004-04-21","5240","5380","5150","5210","12285612","1736.7"
"2004-04-22","5350","5360","5080","5140","7144207","1713.3"
"2004-04-23","5180","5260","5030","5150","9311609","1716.7"
"2004-04-26","5110","5120","4970","4970","6466306","1656.7"
"2004-04-27","4900","5110","4850","5090","11142411","1696.7"
"2004-04-28","5070","5180","5040","5080","6388906","1693.3"
"2004-04-30","4930","5050","4900","5000","4185604","1666.7"
"2004-05-06","5040","5060","4870","4890","3789404","1630"
"2004-05-07","4820","4870","4730","4750","6439006","1583.3"
"2004-05-10","4600","4620","4250","4250","8352208","1416.7"
"2004-05-11","4050","4170","3750","3880","23738724","1293.3"
"2004-05-12","4080","4260","3990","4180","19996820","1393.3"
"2004-05-13","4230","4310","4040","4070","18612819","1356.7"
"2004-05-14","4120","4160","3600","3800","17261317","1266.7"
"2004-05-17","3720","3740","3310","3420","18172418","1140"
"2004-05-18","3520","3840","3450","3800","16071916","1266.7"
"2004-05-19","3930","4190","3840","4040","21236521","1346.7"
"2004-05-20","4000","4150","3850","3850","18795019","1283.3"
"2004-05-21","4000","4100","3940","4080","12994913","1360"
"2004-05-24","4100","4180","4060","4100","9256609","1366.7"
"2004-05-25","4180","4290","4080","4170","22947623","1390"
"2004-05-26","4360","4380","4130","4130","12959413","1376.7"
"2004-05-27","4180","4230","4090","4160","8192708","1386.7"
"2004-05-28","4250","4290","4190","4230","9921710","1410"
"2004-05-31","4310","4700","4270","4700","29238129","1566.7"
"2004-06-01","4660","4860","4610","4640","32054032","1546.7"
"2004-06-02","4610","4700","4460","4500","14555915","1500"
"2004-06-03","4550","4640","4370","4380","16753017","1460"
"2004-06-04","4430","4480","4330","4460","11650312","1486.7"
"2004-06-07","4530","4700","4520","4660","17059117","1553.3"
"2004-06-08","4750","4750","4550","4560","11816812","1520"
"2004-06-09","4580","4620","4530","4560","6536607","1520"
"2004-06-10","4490","4580","4420","4550","8063808","1516.7"
"2004-06-11","4550","4670","4540","4590","6958507","1530"
"2004-06-14","4630","4750","4580","4610","11532812","1536.7"
"2004-06-15","4620","4650","4530","4620","9733310","1540"
"2004-06-16","4690","4760","4650","4670","10665711","1556.7"
"2004-06-17","4700","4900","4650","4880","17925918","1626.7"
"2004-06-18","4830","4860","4610","4630","19659520","1543.3"
"2004-06-21","4680","4770","4670","4740","10471710","1580"
"2004-06-22","4710","4790","4580","4660","8427908","1553.3"
"2004-06-23","4700","4720","4360","4380","8659109","1460"
"2004-06-24","4480","4710","4380","4660","11513012","1553.3"
"2004-06-25","4650","4690","4530","4620","6683907","1540"
"2004-06-28","4600","4810","4570","4770","10178410","1590"
"2004-06-29","4750","4820","4700","4760","7419007","1586.7"
"2004-06-30","4770","4830","4740","4800","6037006","1600"
"2004-07-01","4870","4890","4660","4690","7903508","1563.3"
"2004-07-02","4600","4760","4590","4740","6198606","1580"
"2004-07-05","4690","4710","4540","4580","5263105","1526.7"
"2004-07-06","4580","4640","4370","4410","6394006","1470"
"2004-07-07","4260","4500","4130","4420","16063016","1473.3"
"2004-07-08","4370","4450","4210","4210","8560909","1403.3"
"2004-07-09","4260","4480","4230","4420","12912113","1473.3"
"2004-07-12","4470","4550","4390","4420","5923206","1473.3"
"2004-07-13","4410","4420","4290","4330","4613405","1443.3"
"2004-07-14","4380","4390","4200","4220","4649405","1406.7"
"2004-07-15","4250","4260","3960","4130","9839610","1376.7"
"2004-07-16","4030","4240","3960","4200","7639908","1400"
"2004-07-20","4100","4160","4040","4080","4499904","1360"
"2004-07-21","4180","4300","4140","4230","9388009","1410"
"2004-07-22","4090","4290","4090","4170","8201508","1390"
"2004-07-23","4180","4220","4050","4080","6570107","1360"
"2004-07-26","4050","4110","4010","4040","5540006","1346.7"
"2004-07-27","4030","4090","3840","3850","10314510","1283.3"
"2004-07-28","3950","4050","3900","4000","8827509","1333.3"
"2004-07-29","3970","4000","3800","3840","7039207","1280"
"2004-07-30","3920","3960","3850","3920","4972005","1306.7"
"2004-08-02","3890","3920","3840","3880","3674704","1293.3"
"2004-08-03","3900","3930","3760","3790","4493204","1263.3"
"2004-08-04","3710","3880","3560","3860","9792010","1286.7"
"2004-08-05","3830","3970","3730","3880","9884410","1293.3"
"2004-08-06","3750","3880","3730","3850","8351408","1283.3"
"2004-08-09","3750","3940","3730","3940","7166007","1313.3"
"2004-08-10","3990","4220","3970","4180","20818921","1393.3"
"2004-08-11","4270","4290","4070","4110","11826912","1370"
"2004-08-12","4160","4270","4110","4240","13482713","1413.3"
"2004-08-13","4160","4260","4150","4200","8746009","1400"
"2004-08-16","4250","4280","4170","4260","11844612","1420"
"2004-08-17","4320","4360","4230","4250","10012510","1416.7"
"2004-08-18","4220","4240","4130","4150","4690105","1383.3"
"2004-08-19","4210","4360","4180","4360","12166312","1453.3"
"2004-08-20","4320","4450","4280","4310","14790715","1436.7"
"2004-08-23","4400","4460","4340","4380","7741408","1460"
"2004-08-24","4410","4530","4380","4520","15371815","1506.7"
"2004-08-25","4480","4540","4440","4480","9439009","1493.3"
"2004-08-26","4570","4590","4450","4480","8200808","1493.3"
"2004-08-27","4480","4580","4460","4580","6636407","1526.7"
"2004-08-30","4630","4730","4610","4710","12152412","1570"
"2004-08-31","4670","4700","4600","4680","9261209","1560"
"2004-09-01","4760","4880","4750","4860","19022019","1620"
"2004-09-02","4890","4960","4820","4940","18775419","1646.7"
"2004-09-03","4930","5000","4810","4830","18571519","1610"
"2004-09-06","4880","4980","4820","4940","8917609","1646.7"
"2004-09-07","4960","4970","4860","4920","11362911","1640"
"2004-09-08","5080","5090","4920","4940","19391219","1646.7"
"2004-09-09","4890","4960","4830","4850","10572211","1616.7"
"2004-09-10","4780","4830","4710","4800","11293211","1600"
"2004-09-13","4840","4910","4820","4850","9086709","1616.7"
"2004-09-14","4850","4880","4750","4770","5173905","1590"
"2004-09-15","4720","4740","4650","4660","7495607","1553.3"
"2004-09-16","4610","4720","4570","4670","12529013","1556.7"
"2004-09-17","4660","4740","4640","4740","8272708","1580"
"2004-09-21","4760","4820","4740","4790","6313006","1596.7"
"2004-09-22","4820","4830","4740","4790","6111006","1596.7"
"2004-09-24","4740","4760","4690","4740","5581306","1580"
"2004-09-27","4770","4790","4660","4700","5264305","1566.7"
"2004-09-28","4650","4740","4630","4720","5666606","1573.3"
"2004-09-29","4760","4830","4740","4790","10652911","1596.7"
"2004-09-30","4840","5160","4830","5110","31118531","1703.3"
"2004-10-01","5060","5090","4970","5020","14524315","1673.3"
"2004-10-04","5120","5200","5080","5140","17497317","1713.3"
"2004-10-05","5110","5160","5070","5090","8872509","1696.7"
"2004-10-06","5120","5340","5110","5330","20689521","1776.7"
"2004-10-07","5370","5420","5250","5260","16937717","1753.3"
"2004-10-08","5180","5340","5170","5320","12174112","1773.3"
"2004-10-12","5330","5430","5210","5210","15550116","1736.7"
"2004-10-13","5270","5330","5210","5230","10524011","1743.3"
"2004-10-14","5160","5190","5090","5130","6909207","1710"
"2004-10-15","5030","5130","5020","5090","8671209","1696.7"
"2004-10-18","5090","5100","4920","4950","10031210","1650"
"2004-10-19","5030","5060","4970","5020","7492407","1673.3"
"2004-10-20","4980","4990","4900","4910","5931806","1636.7"
"2004-10-21","4900","4910","4750","4780","9017609","1593.3"
"2004-10-22","4830","4870","4780","4850","5784406","1616.7"
"2004-10-25","4700","4780","4680","4740","5878506","1580"
"2004-10-26","4760","4940","4720","4910","8687509","1636.7"
"2004-10-27","4950","5000","4890","4930","6453906","1643.3"
"2004-10-28","5000","5010","4920","4940","6025206","1646.7"
"2004-10-29","4930","4930","4770","4800","5279905","1600"
"2004-11-01","4750","4770","4660","4730","5156605","1576.7"
"2004-11-02","4780","4930","4760","4900","7103207","1633.3"
"2004-11-04","4940","4960","4810","4810","4426004","1603.3"
"2004-11-05","4870","4890","4790","4840","3836704","1613.3"
"2004-11-08","4820","4830","4750","4790","3054303","1596.7"
"2004-11-09","4780","4870","4770","4850","4617505","1616.7"
"2004-11-10","4840","4940","4830","4920","7001507","1640"
"2004-11-11","4930","5030","4840","4870","10473010","1623.3"
"2004-11-12","4890","5100","4880","5090","14835715","1696.7"
"2004-11-15","5140","5190","5090","5100","10708011","1700"
"2004-11-16","5100","5140","5030","5080","10279310","1693.3"
"2004-11-17","5050","5200","5040","5160","10955411","1720"
"2004-11-18","5240","5280","5140","5160","8863709","1720"
"2004-11-19","5190","5220","5070","5140","5489605","1713.3"
"2004-11-22","5050","5080","5010","5040","4101804","1680"
"2004-11-24","5050","5100","5030","5050","3593904","1683.3"
"2004-11-25","5030","5070","5020","5040","3466703","1680"
"2004-11-26","5050","5060","4970","4990","3222203","1663.3"
"2004-11-29","4990","5170","4970","5160","8663309","1720"
"2004-11-30","5110","5140","5040","5080","5475505","1693.3"
"2004-12-01","4980","4990","4860","4880","11030211","1626.7"
"2004-12-02","4960","5000","4900","4930","5369505","1643.3"
"2004-12-03","4980","4990","4910","4950","3530304","1650"
"2004-12-06","4940","5020","4900","4920","4994305","1640"
"2004-12-07","4900","4940","4840","4860","3450103","1620"
"2004-12-08","4810","4900","4810","4890","3750804","1630"
"2004-12-09","4890","4910","4810","4860","4211504","1620"
"2004-12-10","4820","4940","4820","4880","8060108","1626.7"
"2004-12-13","4880","4910","4790","4810","2929803","1603.3"
"2004-12-14","4830","4850","4760","4830","3875904","1610"
"2004-12-15","4840","4860","4810","4810","2116202","1603.3"
"2004-12-16","4800","4820","4760","4770","2476702","1590"
"2004-12-17","4760","4900","4750","4880","6485606","1626.7"
"2004-12-20","4890","4930","4870","4870","3229303","1623.3"
"2004-12-21","4870","4910","4860","4860","2256902","1620"
"2004-12-22","4880","4930","4830","4850","4028504","1616.7"
"2004-12-24","4890","4940","4850","4880","2929103","1626.7"
"2004-12-27","4890","4910","4830","4850","1923702","1616.7"
"2004-12-28","4860","5040","4850","5040","8522309","1680"
"2004-12-29","5080","5100","5000","5000","5090805","1666.7"
"2004-12-30","5010","5030","4980","4990","1372501","1663.3"
