9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2002-07-26","2990","3100","2975","3050","393700","3050"
"2002-07-29","3050","3080","2980","2990","190500","2990"
"2002-07-30","3050","3120","3010","3090","229700","3090"
"2002-07-31","3100","3170","3050","3150","372500","3150"
"2002-08-01","3130","3200","3090","3100","296200","3100"
"2002-08-02","3170","3270","3160","3220","997200","3220"
"2002-08-05","3020","3200","3000","3170","523400","3170"
"2002-08-06","3070","3130","2960","3010","292200","3010"
"2002-08-07","3030","3060","2975","2995","293300","2995"
"2002-08-08","3000","3080","2995","3050","152100","3050"
"2002-08-09","3150","3200","3100","3180","215800","3180"
"2002-08-12","3080","3120","2990","2990","112200","2990"
"2002-08-13","2990","3130","2990","3120","171300","3120"
"2002-08-14","3030","3090","3020","3090","84200","3090"
"2002-08-15","2990","3220","2990","3210","237400","3210"
"2002-08-16","3280","3420","3270","3410","623600","3410"
"2002-08-19","3310","3390","3300","3350","259100","3350"
"2002-08-20","3300","3350","3250","3290","225900","3290"
"2002-08-21","3330","3430","3320","3390","216000","3390"
"2002-08-22","3340","3530","3310","3500","293200","3500"
"2002-08-23","3540","3540","3430","3450","295800","3450"
"2002-08-26","3430","3550","3400","3480","288700","3480"
"2002-08-27","3360","3410","3300","3350","309100","3350"
"2002-08-28","3250","3320","3250","3290","258000","3290"
"2002-08-29","3240","3460","3240","3410","277100","3410"
"2002-08-30","3460","3460","3320","3430","245600","3430"
"2002-09-02","3460","3460","3390","3390","111700","3390"
"2002-09-03","3370","3380","3230","3310","115400","3310"
"2002-09-04","3210","3220","3050","3060","218300","3060"
"2002-09-05","3060","3410","3060","3320","259500","3320"
"2002-09-06","3270","3340","3250","3320","231900","3320"
"2002-09-09","3280","3280","3170","3230","160000","3230"
"2002-09-10","3210","3290","3200","3240","130900","3240"
"2002-09-11","3190","3200","3100","3140","168000","3140"
"2002-09-12","3040","3080","3000","3050","623300","3050"
"2002-09-13","2950","3090","2950","3090","446900","3090"
"2002-09-17","3070","3100","3060","3080","148400","3080"
"2002-09-18","3100","3100","3010","3040","103500","3040"
"2002-09-19","3090","3120","3020","3040","255500","3040"
"2002-09-20","3050","3080","2990","3040","175300","3040"
"2002-09-24","2950","3060","2930","3060","234500","3060"
"2002-09-25","3000","3010","2960","3010","131500","3010"
"2002-09-26","3040","3050","3000","3030","193000","3030"
"2002-09-27","3080","3100","3000","3040","178700","3040"
"2002-09-30","3060","3140","3060","3140","147800","3140"
"2002-10-01","3150","3200","3090","3120","211300","3120"
"2002-10-02","3130","3150","2985","2990","228600","2990"
"2002-10-03","3160","3250","3130","3240","835100","3240"
"2002-10-04","3340","3490","3300","3460","742300","3460"
"2002-10-07","3330","3460","3260","3270","526300","3270"
"2002-10-08","3330","3360","3290","3330","290600","3330"
"2002-10-09","3320","3320","3170","3240","330200","3240"
"2002-10-10","3140","3140","2890","3060","526800","3060"
"2002-10-11","3090","3170","3060","3170","246800","3170"
"2002-10-15","3250","3280","3160","3220","238500","3220"
"2002-10-16","3270","3270","3040","3080","248400","3080"
"2002-10-17","3130","3350","3130","3290","361200","3290"
"2002-10-18","3220","3570","3090","3470","899500","3470"
"2002-10-21","3570","3610","3500","3540","424500","3540"
"2002-10-22","3530","3660","3420","3530","442900","3530"
"2002-10-23","3380","3520","3330","3460","184300","3460"
"2002-10-24","3510","3520","3350","3350","170600","3350"
"2002-10-25","3400","3500","3390","3480","187900","3480"
"2002-10-28","3390","3630","3360","3630","280000","3630"
"2002-10-29","3680","3720","3600","3660","368800","3660"
"2002-10-30","3610","3710","3580","3700","371400","3700"
"2002-10-31","3810","3910","3740","3790","749300","3790"
"2002-11-01","3800","3850","3760","3800","446300","3800"
"2002-11-05","3790","3880","3750","3810","475100","3810"
"2002-11-06","3560","3700","3450","3610","832700","3610"
"2002-11-07","3560","3660","3550","3640","306700","3640"
"2002-11-08","3640","3640","3520","3560","152300","3560"
"2002-11-11","3500","3640","3460","3520","142800","3520"
"2002-11-12","3560","3710","3530","3620","244000","3620"
"2002-11-13","3650","3710","3650","3650","266300","3650"
"2002-11-14","3690","3700","3650","3670","143300","3670"
"2002-11-15","3680","3690","3660","3680","183200","3680"
"2002-11-18","3680","3750","3620","3720","268700","3720"
"2002-11-19","3730","3910","3730","3880","658400","3880"
"2002-11-20","3800","3830","3750","3800","329900","3800"
"2002-11-21","3770","3900","3580","3610","667400","3610"
"2002-11-22","3760","4110","3730","3980","885500","3980"
"2002-11-25","4000","4480","3940","4410","865100","4410"
"2002-11-26","4360","4400","4150","4230","615700","4230"
"2002-11-27","4200","4400","4200","4300","207500","4300"
"2002-11-28","4400","4490","4350","4420","435900","4420"
"2002-11-29","4370","4400","4300","4390","172000","4390"
"2002-12-02","4360","4370","4290","4350","119300","4350"
"2002-12-03","4300","4300","4210","4280","186600","4280"
"2002-12-04","4200","4280","4170","4190","244700","4190"
"2002-12-05","4150","4190","3990","4010","319000","4010"
"2002-12-06","4060","4130","3940","4000","233500","4000"
"2002-12-09","3950","3960","3860","3870","198500","3870"
"2002-12-10","3820","3920","3810","3840","400500","3840"
"2002-12-11","3940","4050","3930","3980","396500","3980"
"2002-12-12","3980","4000","3930","4000","102700","4000"
"2002-12-13","3900","4000","3840","3950","278100","3950"
"2002-12-16","3970","4010","3780","3790","145700","3790"
"2002-12-17","3860","3920","3760","3850","170100","3850"
"2002-12-18","3840","3850","3720","3730","78300","3730"
"2002-12-19","3730","3920","3630","3910","170200","3910"
"2002-12-20","3860","3940","3810","3830","202300","3830"
"2002-12-24","3780","3840","3720","3800","163300","3800"
"2002-12-25","3750","3820","3750","3790","99400","3790"
"2002-12-26","3800","4010","3790","4000","124100","4000"
"2002-12-27","4000","4080","3980","4060","167300","4060"
"2002-12-30","4050","4180","4030","4180","88000","4180"
