9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2013-08-27","31300","31800","31150","31300","310900","31300"
"2013-08-28","30150","31100","30050","30900","636500","30900"
"2013-08-29","31300","31800","31150","31800","601000","31800"
"2013-08-30","32100","32350","31700","31900","662300","31900"
"2013-09-02","32050","32900","31850","32750","503100","32750"
"2013-09-03","33000","34100","33000","34050","874800","34050"
"2013-09-04","34050","34100","33100","34050","851700","34050"
"2013-09-05","34500","34800","33900","34200","677500","34200"
"2013-09-06","34500","34500","32950","32950","697000","32950"
"2013-09-09","34350","34350","33800","34050","619100","34050"
"2013-09-10","34400","34800","34150","34750","607300","34750"
"2013-09-11","34950","35900","34750","34750","747500","34750"
"2013-09-12","34900","35650","34900","35300","617400","35300"
"2013-09-13","35150","35600","35000","35500","2078900","35500"
"2013-09-17","35650","35750","35150","35200","365700","35200"
"2013-09-18","35500","36500","35450","36350","766900","36350"
"2013-09-19","37000","37200","36500","36900","832800","36900"
"2013-09-20","36950","37100","36600","36750","570600","36750"
"2013-09-24","36550","37300","36350","37200","465100","37200"
"2013-09-25","36900","37200","36350","36350","613500","36350"
"2013-09-26","36750","37800","36400","37600","777400","37600"
"2013-09-27","37700","38100","37400","37750","727400","37750"
"2013-09-30","36800","37350","36650","36850","626000","36850"
"2013-10-01","37200","37650","36950","37100","574500","37100"
"2013-10-02","37150","37250","35450","35550","1194000","35550"
"2013-10-03","34850","35450","34550","35250","1047800","35250"
"2013-10-04","34750","35200","34300","34600","738600","34600"
"2013-10-07","35000","35050","34000","34050","658800","34050"
"2013-10-08","33950","34600","33700","34550","520300","34550"
"2013-10-09","34150","34850","33850","34750","512600","34750"
"2013-10-10","35300","35350","34250","34550","463200","34550"
"2013-10-11","33150","33500","32700","33450","2100600","33450"
"2013-10-15","33650","34350","33650","34200","623100","34200"
"2013-10-16","34000","34200","33650","33850","583900","33850"
"2013-10-17","34450","34600","33850","34150","645600","34150"
"2013-10-18","33950","34250","33700","33850","508300","33850"
"2013-10-21","34050","34300","33950","34200","431100","34200"
"2013-10-22","34000","34650","34000","34450","327200","34450"
"2013-10-23","34650","34700","33350","33500","689000","33500"
"2013-10-24","33300","33650","32600","33300","715600","33300"
"2013-10-25","33050","33350","32150","32150","816500","32150"
"2013-10-28","32850","33250","32600","33200","458000","33200"
"2013-10-29","32700","33100","32600","33000","467800","33000"
"2013-10-30","33550","34000","33400","33900","657900","33900"
"2013-10-31","33700","33800","32850","32850","546200","32850"
"2013-11-01","33050","33350","32400","32650","563900","32650"
"2013-11-05","32800","32850","32200","32500","436600","32500"
"2013-11-06","31500","32350","31400","32250","617700","32250"
"2013-11-07","32400","32550","31700","31750","456700","31750"
"2013-11-08","30900","31050","30350","30600","1058200","30600"
"2013-11-11","30900","31000","30650","30800","589700","30800"
"2013-11-12","30950","32250","30850","32200","823500","32200"
"2013-11-13","31800","32650","31800","32550","543300","32550"
"2013-11-14","33050","34650","32950","34250","1565600","34250"
"2013-11-15","35050","35750","34600","35600","1321200","35600"
"2013-11-18","36050","36300","35300","35700","896500","35700"
"2013-11-19","35550","36000","35250","35950","667000","35950"
"2013-11-20","36150","36400","35800","35800","643600","35800"
"2013-11-21","36400","37350","36100","37100","1143900","37100"
"2013-11-22","37800","38000","36750","36800","1197400","36800"
"2013-11-25","37400","37950","37100","37700","879500","37700"
"2013-11-26","37200","37800","37150","37700","591200","37700"
"2013-11-27","37250","37700","36850","37650","668100","37650"
"2013-11-28","38000","39000","37950","38950","1176500","38950"
"2013-11-29","38650","39600","38350","38800","1152600","38800"
"2013-12-02","38600","39050","38400","38950","592800","38950"
"2013-12-03","39350","39450","38700","38950","1009900","38950"
"2013-12-04","38300","38800","37800","38200","1072000","38200"
"2013-12-05","38050","38350","36750","37000","1092400","37000"
"2013-12-06","36500","37550","36500","37450","834700","37450"
"2013-12-09","38300","38750","38000","38700","791700","38700"
"2013-12-10","38450","38500","38000","38150","661900","38150"
"2013-12-11","37600","37900","37150","37700","860600","37700"
"2013-12-12","37250","37400","36700","37200","834800","37200"
"2013-12-13","37000","38400","37000","38100","2793800","38100"
"2013-12-16","38250","38300","37350","37400","623600","37400"
"2013-12-17","37850","38300","37750","37950","633700","37950"
"2013-12-18","37950","39050","37900","39000","1005900","39000"
"2013-12-19","40150","41050","39850","40750","1714000","40750"
"2013-12-20","40500","41900","40500","41850","988100","41850"
"2013-12-24","42800","43300","42150","42350","1319800","42350"
"2013-12-25","42550","44450","42350","44350","1209900","44350"
"2013-12-26","44800","45350","43300","44050","1219600","44050"
"2013-12-27","43950","44150","42650","43300","941900","43300"
"2013-12-30","43400","43800","42600","43400","841000","43400"
