9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2016-03-16","36000","36260","35660","35910","437900","35910"
"2016-03-17","36280","36810","35630","35850","572700","35850"
"2016-03-18","35810","35960","34840","35120","639500","35120"
"2016-03-22","35760","35900","35100","35660","455200","35660"
"2016-03-23","36000","36860","35900","36760","765600","36760"
"2016-03-24","36690","36900","36210","36240","620800","36240"
"2016-03-25","36480","36720","36270","36410","405700","36410"
"2016-03-28","36690","36760","36070","36150","391200","36150"
"2016-03-29","35940","36780","35390","36780","635000","36780"
"2016-03-30","37040","37050","36470","36500","417200","36500"
"2016-03-31","36850","36950","36020","36020","648000","36020"
"2016-04-01","35800","35940","33860","34070","803200","34070"
"2016-04-04","33770","34080","33300","33410","654300","33410"
"2016-04-05","32970","32990","31890","32020","850800","32020"
"2016-04-06","31860","32250","31550","31640","631900","31640"
"2016-04-07","31880","31880","30370","30490","777300","30490"
"2016-04-08","27500","27785","26395","26610","2352200","26610"
"2016-04-11","26620","27090","26375","26815","1159400","26815"
"2016-04-12","26590","27025","26320","26915","833600","26915"
"2016-04-13","27500","28825","27140","28695","1606000","28695"
"2016-04-14","29275","29935","29140","29800","1174300","29800"
"2016-04-15","29000","30250","28850","29615","1047300","29615"
"2016-04-18","28640","28825","28030","28075","964900","28075"
"2016-04-19","28985","30020","28950","29870","1059500","29870"
"2016-04-20","30310","30420","29180","29425","1070000","29425"
"2016-04-21","30500","31280","30310","30890","1271300","30890"
"2016-04-22","30610","32220","30610","31950","1255200","31950"
"2016-04-25","32110","32490","31050","31140","936700","31140"
"2016-04-26","30880","31250","30150","30540","887400","30540"
"2016-04-27","30550","31290","30530","30980","1306500","30980"
"2016-04-28","31490","32040","29160","29185","1499200","29185"
"2016-05-02","27685","28260","27560","27945","1017200","27945"
"2016-05-06","28140","28330","27355","28020","923300","28020"
"2016-05-09","28195","28670","28050","28610","535900","28610"
"2016-05-10","29065","29095","28160","28895","755400","28895"
"2016-05-11","29395","29520","28650","28750","531800","28750"
"2016-05-12","28610","29115","28205","29020","452600","29020"
"2016-05-13","29380","29380","28490","28500","874500","28500"
"2016-05-16","28655","28950","28050","28150","594700","28150"
"2016-05-17","28750","28945","28235","28660","650500","28660"
"2016-05-18","28510","28860","28135","28585","799200","28585"
"2016-05-19","28800","29065","28255","28475","466800","28475"
"2016-05-20","28375","28870","27930","28775","487300","28775"
"2016-05-23","28520","28610","27615","27965","593200","27965"
"2016-05-24","27995","28035","27515","27665","605500","27665"
"2016-05-25","28165","28830","28090","28740","762100","28740"
"2016-05-26","29240","29745","29135","29400","685900","29400"
"2016-05-27","29700","29725","28970","29000","461300","29000"
"2016-05-30","29195","29485","28905","29385","476000","29385"
"2016-05-31","29195","29995","29155","29885","532200","29885"
"2016-06-01","29510","29845","28880","28965","583400","28965"
"2016-06-02","28800","28800","28100","28180","726800","28180"
"2016-06-03","29205","30450","29100","30120","1410200","30120"
"2016-06-06","29420","30200","29335","30090","704700","30090"
"2016-06-07","30050","30190","29710","29995","662200","29995"
"2016-06-08","30030","30450","29810","30450","548200","30450"
"2016-06-09","30260","30500","29855","29940","505800","29940"
"2016-06-10","29950","30270","29630","29815","1320400","29815"
"2016-06-13","29380","29605","29050","29055","737300","29055"
"2016-06-14","29060","29190","28055","28330","800300","28330"
"2016-06-15","28010","28390","27750","28255","733600","28255"
"2016-06-16","28390","28865","27210","27260","895500","27260"
"2016-06-17","27535","27900","27435","27550","789100","27550"
"2016-06-20","27940","28695","27940","28395","736600","28395"
"2016-06-21","28230","28645","27800","28595","471200","28595"
"2016-06-22","28465","28550","27765","28230","571500","28230"
"2016-06-23","28500","29425","28375","29340","684400","29340"
"2016-06-24","29525","29925","26120","26295","1569600","26295"
"2016-06-27","26795","27470","26325","27385","823500","27385"
"2016-06-28","27000","27730","26705","27455","693000","27455"
"2016-06-29","27955","27980","27480","27595","790700","27595"
"2016-06-30","27905","27980","27245","27300","721600","27300"
"2016-07-01","27710","27845","27155","27360","485300","27360"
"2016-07-04","26800","27920","26760","27705","555400","27705"
"2016-07-05","27205","27225","26460","26540","928100","26540"
"2016-07-06","26000","26070","25305","25900","995800","25900"
"2016-07-07","26185","26665","25910","26030","603200","26030"
"2016-07-08","26020","26145","25355","25445","993300","25445"
"2016-07-11","26200","26995","26105","26845","757700","26845"
"2016-07-12","27750","27995","27510","27800","909100","27800"
"2016-07-13","28500","28500","27675","28145","765800","28145"
"2016-07-14","27750","28010","27390","27660","570100","27660"
"2016-07-15","31000","32660","31000","32660","1675600","32660"
"2016-07-19","34500","35000","33120","33700","1391900","33700"
"2016-07-20","33160","33280","32750","32920","662300","32920"
"2016-07-21","33420","34450","33420","33720","737000","33720"
"2016-07-22","33160","33240","32530","32640","492500","32640"
"2016-07-25","32630","33350","32560","33170","473700","33170"
"2016-07-26","33040","33300","32360","32530","574100","32530"
"2016-07-27","32880","34240","32830","33630","734500","33630"
"2016-07-28","33300","33370","32850","32910","385700","32910"
"2016-07-29","32230","34150","32210","33430","827000","33430"
"2016-08-01","33300","34900","33110","34670","947300","34670"
"2016-08-02","34330","34580","33610","33640","640000","33640"
"2016-08-03","34340","35080","33900","34540","1288600","34540"
"2016-08-04","35200","35530","34210","35500","1224800","35500"
"2016-08-05","35950","36880","35670","36640","1295200","36640"
"2016-08-08","37800","37950","37150","37880","952000","37880"
"2016-08-09","37700","38250","37180","37500","837900","37500"
"2016-08-10","37600","37860","36930","37000","825600","37000"
"2016-08-12","37530","38250","37120","38080","899600","38080"
"2016-08-15","38140","38230","37580","37630","384700","37630"
"2016-08-16","37590","37680","36500","36500","961900","36500"
"2016-08-17","36740","37170","36700","36970","524600","36970"
"2016-08-18","36880","37620","36450","36560","855000","36560"
"2016-08-19","36950","37590","36840","37150","587300","37150"
"2016-08-22","37270","37360","36910","36980","354100","36980"
"2016-08-23","36680","37050","36480","36580","546500","36580"
"2016-08-24","36160","36850","35470","35600","897700","35600"
"2016-08-25","35400","35890","34660","35460","1371300","35460"
"2016-08-26","35400","35790","34780","35370","1117000","35370"
"2016-08-29","35910","36480","35670","36450","723500","36450"
"2016-08-30","36220","36500","36210","36440","499700","36440"
"2016-08-31","36500","36750","36310","36340","443200","36340"
"2016-09-01","36400","36490","35680","35940","694200","35940"
"2016-09-02","35750","35900","35340","35700","772200","35700"
"2016-09-05","36500","37520","36480","37120","780400","37120"
"2016-09-06","36990","37310","36820","36860","540100","36860"
"2016-09-07","36600","36900","36220","36390","593600","36390"
"2016-09-08","36700","36750","36020","36410","475000","36410"
"2016-09-09","36410","36590","35970","36330","1014200","36330"
"2016-09-12","35930","36180","35340","35470","482400","35470"
"2016-09-13","35880","36140","35560","35750","384100","35750"
"2016-09-14","35400","35540","34950","35080","466300","35080"
"2016-09-15","34740","34820","33930","34110","663400","34110"
"2016-09-16","33990","34400","33600","34360","606600","34360"
"2016-09-20","33480","33530","32480","32510","1042300","32510"
"2016-09-21","32370","33190","31010","33000","1536200","33000"
"2016-09-23","32950","33760","32810","33230","692500","33230"
"2016-09-26","32780","33350","32640","32710","656700","32710"
"2016-09-27","32530","32650","31860","32400","626100","32400"
"2016-09-28","32400","32440","31800","32040","558400","32040"
"2016-09-29","32620","32650","32140","32480","453600","32480"
"2016-09-30","32030","32490","31970","32290","650400","32290"
"2016-10-03","32800","32990","32580","32980","421000","32980"
"2016-10-04","33300","33950","33150","33490","688900","33490"
"2016-10-05","34150","34200","33600","33940","534400","33940"
"2016-10-06","34200","34460","34030","34040","454400","34040"
"2016-10-07","33600","33900","33400","33500","407300","33500"
"2016-10-11","33580","34040","33560","33920","529400","33920"
"2016-10-12","33550","34030","33380","33790","464500","33790"
"2016-10-13","34000","34290","33010","33150","556000","33150"
"2016-10-17","34710","35030","34180","34210","657500","34210"
"2016-10-19","34900","35050","34600","35020","356500","35020"
"2016-10-20","34910","36330","34910","36330","751800","36330"
"2016-10-21","36350","36850","36180","36300","579900","36300"
"2016-10-24","36650","36660","36000","36300","365000","36300"
"2016-10-25","36500","36940","36450","36850","400800","36850"
"2016-10-26","36840","36850","36380","36450","353400","36450"
"2016-10-27","36250","36370","35600","35770","426500","35770"
"2016-10-28","36020","36450","35980","35980","454200","35980"
"2016-10-31","35690","36030","35450","35460","344400","35460"
"2016-11-01","35440","36050","35310","35890","366200","35890"
"2016-11-02","35450","35940","35420","35540","396700","35540"
"2016-11-04","35460","35930","35360","35510","499100","35510"
"2016-11-07","36020","36710","36000","36640","648000","36640"
"2016-11-08","36870","37050","36410","36550","417500","36550"
"2016-11-09","36920","37220","33520","33680","1570400","33680"
"2016-11-10","36480","37110","36000","36890","1309900","36890"
"2016-11-11","37590","37940","37190","37600","1329900","37600"
"2016-11-14","37730","38690","37680","38580","784100","38580"
"2016-11-15","38600","38980","38470","38570","555600","38570"
"2016-11-16","39130","39750","39110","39400","764300","39400"
"2016-11-17","39200","39710","39050","39280","573700","39280"
"2016-11-18","39980","40620","39900","40190","886500","40190"
"2016-11-21","40210","40270","39510","39970","609600","39970"
"2016-11-22","39880","40360","39660","40360","500200","40360"
"2016-11-24","41300","41760","41170","41730","692900","41730"
"2016-11-25","41820","42020","41220","41370","665500","41370"
"2016-11-28","41260","41440","40830","41260","384800","41260"
"2016-11-29","40420","40580","40100","40200","894400","40200"
"2016-11-30","40300","40340","39570","39570","692200","39570"
"2016-12-01","40500","41190","40320","40460","850700","40460"
"2016-12-02","40300","40660","39960","40660","573000","40660"
"2016-12-05","40060","40350","39690","39760","620500","39760"
"2016-12-06","40350","40500","39860","40150","618100","40150"
"2016-12-07","40500","41150","40420","40870","536800","40870"
"2016-12-08","41480","41560","40830","41100","639900","41100"
"2016-12-09","41700","42970","41150","42590","1975600","42590"
"2016-12-12","43950","44000","42880","43130","775300","43130"
"2016-12-13","43130","43300","42630","43210","434500","43210"
"2016-12-14","43300","43440","42590","43090","548800","43090"
"2016-12-15","43440","43880","42550","43000","627400","43000"
"2016-12-16","43350","43550","42810","43130","542000","43130"
"2016-12-19","42790","43150","42740","43130","358700","43130"
"2016-12-20","42910","43630","42860","43620","499400","43620"
"2016-12-21","43900","44370","43610","44000","658900","44000"
"2016-12-22","43660","43840","43190","43480","381600","43480"
"2016-12-26","43310","43660","43090","43340","358200","43340"
"2016-12-27","43140","43700","43140","43620","400100","43620"
"2016-12-28","43940","43970","43270","43270","339900","43270"
"2016-12-29","43000","43220","42540","42660","448400","42660"
"2016-12-30","42120","42330","41700","41830","610000","41830"
