9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2006-09-04","11040","11170","11040","11120","309500","11120"
"2006-09-05","11150","11180","10870","11120","531600","11120"
"2006-09-06","10920","11060","10830","10940","434000","10940"
"2006-09-07","10900","10900","10650","10850","623200","10850"
"2006-09-08","10670","10940","10390","10870","2329600","10870"
"2006-09-11","10620","10660","10380","10450","615700","10450"
"2006-09-12","10440","10640","10210","10360","551900","10360"
"2006-09-13","10610","10680","10320","10470","391100","10470"
"2006-09-14","10600","10770","10510","10680","492600","10680"
"2006-09-15","10520","10660","10380","10460","318400","10460"
"2006-09-19","10700","10760","10530","10530","292600","10530"
"2006-09-20","10570","10720","10430","10660","460300","10660"
"2006-09-21","10730","10740","10470","10590","353600","10590"
"2006-09-22","10580","10580","10280","10410","368700","10410"
"2006-09-25","10210","10640","10210","10400","539000","10400"
"2006-09-26","10350","10570","10260","10490","403700","10490"
"2006-09-27","10640","10900","10560","10880","485800","10880"
"2006-09-28","10770","11050","10770","11030","442400","11030"
"2006-09-29","11220","11220","11000","11090","328800","11090"
"2006-10-02","11250","11380","11170","11250","432100","11250"
"2006-10-03","11050","11200","10910","11160","391400","11160"
"2006-10-04","11270","11550","11180","11230","666200","11230"
"2006-10-05","11500","11590","11310","11490","546000","11490"
"2006-10-06","11490","11560","11330","11390","303600","11390"
"2006-10-10","11190","11500","11150","11340","367300","11340"
"2006-10-11","11280","11410","11250","11350","453200","11350"
"2006-10-12","11340","11670","11270","11570","703300","11570"
"2006-10-13","11570","11700","11200","11240","1284900","11240"
"2006-10-16","11440","11440","11130","11210","619600","11210"
"2006-10-17","11110","11140","10930","11030","528100","11030"
"2006-10-18","11090","11430","11010","11370","562300","11370"
"2006-10-19","11260","11370","11110","11160","479500","11160"
"2006-10-20","11160","11290","11130","11260","297500","11260"
"2006-10-23","11160","11530","11150","11380","389000","11380"
"2006-10-24","11300","11380","11210","11260","474100","11260"
"2006-10-25","11360","11370","11160","11180","344400","11180"
"2006-10-26","11190","11190","11010","11080","456300","11080"
"2006-10-27","11200","11200","10940","10990","662300","10990"
"2006-10-30","11000","11000","10810","10830","466100","10830"
"2006-10-31","11030","11170","10900","11070","366900","11070"
"2006-11-01","10920","11130","10860","11040","481000","11040"
"2006-11-02","10850","10930","10760","10900","349800","10900"
"2006-11-06","10910","10910","10530","10610","631000","10610"
"2006-11-07","10620","10690","10480","10530","578300","10530"
"2006-11-08","10550","10550","10120","10300","732400","10300"
"2006-11-09","10390","10390","10140","10340","606600","10340"
"2006-11-10","10200","10400","10190","10220","957700","10220"
"2006-11-13","10020","10090","9920","9990","1054900","9990"
"2006-11-14","10180","10350","10120","10230","618100","10230"
"2006-11-15","10200","10220","9920","9990","654500","9990"
"2006-11-16","10090","10230","9940","9990","397800","9990"
"2006-11-17","10090","10140","9900","9910","315300","9910"
"2006-11-20","9920","9980","9810","9810","514000","9810"
"2006-11-21","9760","9950","9630","9760","435900","9760"
"2006-11-22","9720","9920","9650","9910","335400","9910"
"2006-11-24","9720","9830","9560","9650","562800","9650"
"2006-11-27","9610","10050","9610","9980","615300","9980"
"2006-11-28","9780","9830","9670","9790","657500","9790"
"2006-11-29","9970","10030","9850","9950","481600","9950"
"2006-11-30","10050","10240","9950","10210","563200","10210"
"2006-12-01","10300","10430","10220","10320","666400","10320"
"2006-12-04","10190","10410","10140","10320","446800","10320"
"2006-12-05","11120","11130","10760","10910","1187100","10910"
"2006-12-06","10920","10920","10720","10810","661900","10810"
"2006-12-07","10980","11030","10690","10930","655500","10930"
"2006-12-08","10730","11040","10680","10790","2834000","10790"
"2006-12-11","10800","10870","10690","10700","478000","10700"
"2006-12-12","10780","10830","10690","10740","262000","10740"
"2006-12-13","10740","10740","10580","10690","284500","10690"
"2006-12-14","10750","10830","10730","10750","308800","10750"
"2006-12-15","10850","10950","10780","10900","288500","10900"
"2006-12-18","10830","10890","10700","10710","328400","10710"
"2006-12-19","10780","10800","10630","10650","413300","10650"
"2006-12-20","10850","11070","10730","11030","799400","11030"
"2006-12-21","11080","11170","10970","11070","433600","11070"
"2006-12-22","11080","11140","10930","11030","413000","11030"
"2006-12-25","11200","11260","11120","11210","343300","11210"
"2006-12-26","11300","11460","11240","11410","344800","11410"
"2006-12-27","11500","11530","11250","11440","355400","11440"
"2006-12-28","11590","11590","11350","11440","395100","11440"
"2006-12-29","11440","11510","11360","11360","180300","11360"
