9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2001-07-30","22700","22950","22400","22820","149300","11410"
"2001-07-31","21920","22440","21300","22360","208500","11180"
"2001-08-01","22660","22950","22630","22900","87100","11450"
"2001-08-02","22300","22800","22160","22800","175900","11400"
"2001-08-03","21190","21650","21090","21150","199400","10575"
"2001-08-06","21450","21450","21010","21200","80700","10600"
"2001-08-07","21050","21230","20570","20730","177400","10365"
"2001-08-08","21030","21030","20730","20780","85300","10390"
"2001-08-09","20580","20580","20300","20550","62600","10275"
"2001-08-10","20300","20500","20100","20240","79400","10120"
"2001-08-13","20450","20600","20100","20600","50600","10300"
"2001-08-14","20490","20700","20130","20250","68400","10125"
"2001-08-15","20460","20460","19590","20050","101500","10025"
"2001-08-16","19300","19490","18500","19250","166200","9625"
"2001-08-17","18650","18980","17920","18950","250000","9475"
"2001-08-20","18510","19250","18270","18800","84800","9400"
"2001-08-21","18800","19300","18800","19100","114200","9550"
"2001-08-22","18900","18900","18600","18700","38500","9350"
"2001-08-23","18100","18150","17050","17260","273100","8630"
"2001-08-24","15260","15260","15260","15260","88700","7630"
"2001-08-27","14460","15440","14050","14480","551500","7240"
"2001-08-28","14820","15650","14800","15500","286100","7750"
"2001-08-29","16500","16600","15720","15900","342100","7950"
"2001-08-30","15690","15890","15400","15600","174500","7800"
"2001-08-31","15410","15430","14900","15000","202200","7500"
"2001-09-03","14200","14500","13010","13620","250400","6810"
"2001-09-04","13820","14900","13820","14800","234800","7400"
"2001-09-05","12800","13180","12800","12800","434200","6400"
"2001-09-06","12400","12500","10800","10800","429900","5400"
"2001-09-07","11400","12280","11400","11900","645600","5950"
"2001-09-10","12060","12250","11980","12040","319000","6020"
"2001-09-11","12060","12140","11800","12140","230900","6070"
"2001-09-12","11140","11580","11140","11250","82000","5625"
"2001-09-13","11850","11850","11640","11700","74200","5850"
"2001-09-14","12700","12700","12200","12700","113200","6350"
"2001-09-17","12720","12770","12400","12770","291700","6385"
"2001-09-18","12450","12800","12450","12570","108300","6285"
"2001-09-19","12370","12510","12200","12360","219300","6180"
"2001-09-20","11560","11750","11250","11300","139000","5650"
"2001-09-21","10800","11200","10000","10020","160000","5010"
"2001-09-25","11300","11400","10800","11400","108400","5700"
"2001-09-26","11200","11500","11100","11500","96600","5750"
"2001-09-27","12100","12300","11500","12300","137800","6150"
"2001-09-28","12900","13480","12800","13390","197200","6695"
"2001-10-01","14000","14200","12820","13300","178700","6650"
"2001-10-02","13500","15300","13380","15300","312300","7650"
"2001-10-03","16700","16910","15300","15600","441000","7800"
"2001-10-04","15600","15800","14050","14570","230000","7285"
"2001-10-05","14610","14700","14450","14570","180200","7285"
"2001-10-09","14170","14310","13550","14040","184000","7020"
"2001-10-10","15000","15700","14900","15000","156200","7500"
"2001-10-11","15200","15300","14000","14000","206800","7000"
"2001-10-12","14500","14700","14400","14600","216200","7300"
"2001-10-15","14100","14300","14040","14240","94000","7120"
"2001-10-16","14310","14950","14240","14250","91600","7125"
"2001-10-17","14850","14990","14750","14950","124700","7475"
"2001-10-18","15000","15050","14610","14800","155000","7400"
"2001-10-19","14900","15200","14800","15000","74500","7500"
"2001-10-22","15160","15280","15000","15140","56700","7570"
"2001-10-23","15200","15290","14900","15000","53200","7500"
"2001-10-24","14800","15000","14700","15000","44800","7500"
"2001-10-25","14800","15000","14780","15000","114300","7500"
"2001-10-26","14810","14990","14810","14920","62600","7460"
"2001-10-29","14900","14900","14540","14750","100100","7375"
"2001-10-30","14460","14480","14190","14310","100300","7155"
"2001-10-31","14330","14660","13990","14250","134600","7125"
"2001-11-01","14260","14420","14000","14420","97600","7210"
"2001-11-02","14220","14330","13900","13950","142200","6975"
"2001-11-05","11950","11950","11950","11950","9700","5975"
"2001-11-06","10550","10900","10450","10670","949400","5335"
"2001-11-07","11000","11370","10800","11000","774000","5500"
"2001-11-08","11400","11600","11350","11500","372200","5750"
"2001-11-09","11790","12300","11650","12040","404900","6020"
"2001-11-12","11840","11990","11320","11510","103900","5755"
"2001-11-13","11710","11950","11600","11850","108800","5925"
"2001-11-14","12500","12660","12220","12410","127400","6205"
"2001-11-15","12320","12600","12230","12460","119100","6230"
"2001-11-16","12610","12700","12100","12490","181800","6245"
"2001-11-19","12490","12490","12110","12390","77200","6195"
"2001-11-20","12350","12350","11800","11860","146900","5930"
"2001-11-21","12120","12590","12090","12500","224700","6250"
"2001-11-22","12000","12090","11850","12080","229600","6040"
"2001-11-26","12680","13050","12610","13050","203000","6525"
"2001-11-27","13450","13700","13250","13260","184200","6630"
"2001-11-28","13600","13600","12640","12950","181800","6475"
"2001-11-29","12550","12950","12550","12650","66600","6325"
"2001-11-30","12450","12570","12120","12210","231300","6105"
"2001-12-03","12220","12450","12100","12250","210700","6125"
"2001-12-04","11900","12340","11730","12300","138800","6150"
"2001-12-05","12900","12940","12600","12890","70800","6445"
"2001-12-06","13090","13300","13000","13250","71100","6625"
"2001-12-07","13500","13500","12510","13300","159700","6650"
"2001-12-10","13490","13490","12690","13150","117500","6575"
"2001-12-11","12550","12850","12490","12850","107700","6425"
"2001-12-12","12650","13190","12500","12850","111300","6425"
"2001-12-13","12850","13150","12750","12900","131000","6450"
"2001-12-14","12640","13090","12550","12800","237000","6400"
"2001-12-17","12650","12730","12500","12700","89300","6350"
"2001-12-18","12720","12750","12300","12400","116400","6200"
"2001-12-19","12000","12100","11500","11830","171900","5915"
"2001-12-20","11830","12150","11670","12050","106000","6025"
"2001-12-21","11750","12020","11620","12020","82100","6010"
"2001-12-25","11800","11900","11560","11780","51500","5890"
"2001-12-26","11580","11740","11500","11580","45600","5790"
"2001-12-27","11570","11600","11350","11600","84100","5800"
"2001-12-28","11600","11740","11550","11660","38500","5830"
