9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2009-03-23","10460","11000","10450","10820","753800","10820"
"2009-03-24","11040","11110","10680","11110","1308800","11110"
"2009-03-25","10910","11250","10850","11080","759700","11080"
"2009-03-26","11070","12000","10870","12000","1202300","12000"
"2009-03-27","12010","12080","11470","11470","845200","11470"
"2009-03-30","11520","11740","11360","11360","855500","11360"
"2009-03-31","11360","11690","11160","11170","848500","11170"
"2009-04-01","11360","11390","10880","11390","875700","11390"
"2009-04-02","11510","11590","11180","11440","1058100","11440"
"2009-04-03","11640","11670","11000","11000","1008800","11000"
"2009-04-06","10920","11250","10920","11250","855300","11250"
"2009-04-07","11050","11260","11010","11110","652500","11110"
"2009-04-08","10960","11460","10950","11400","797400","11400"
"2009-04-09","11500","11640","11260","11630","790100","11630"
"2009-04-10","11830","11840","10510","10750","2381200","10750"
"2009-04-13","10550","10580","10080","10130","993700","10130"
"2009-04-14","10030","10320","9900","10050","1127700","10050"
"2009-04-15","10140","10560","10010","10340","752500","10340"
"2009-04-16","10700","10770","10370","10460","721700","10460"
"2009-04-17","10660","10750","10230","10400","768800","10400"
"2009-04-20","10450","10490","10320","10360","437200","10360"
"2009-04-21","10140","10390","10080","10300","580700","10300"
"2009-04-22","10310","10460","10150","10380","585300","10380"
"2009-04-23","10520","10680","10340","10680","578100","10680"
"2009-04-24","10480","10620","10230","10270","526800","10270"
"2009-04-27","10070","10180","10030","10110","647500","10110"
"2009-04-28","9950","10350","9920","9950","1122200","9950"
"2009-04-30","10080","10300","10050","10300","600000","10300"
"2009-05-01","10200","10450","10160","10370","455900","10370"
"2009-05-07","10500","10570","10210","10290","917800","10290"
"2009-05-08","10420","10750","10300","10460","1321800","10460"
"2009-05-11","10470","10500","10330","10460","612200","10460"
"2009-05-12","10360","10470","10310","10360","466400","10360"
"2009-05-13","10280","10740","10280","10730","724500","10730"
"2009-05-14","10730","10890","10580","10830","733000","10830"
"2009-05-15","10900","10930","10730","10880","686900","10880"
"2009-05-18","10480","10610","10370","10370","702600","10370"
"2009-05-19","10510","10780","10510","10520","724500","10520"
"2009-05-20","10750","10780","10550","10560","452000","10560"
"2009-05-21","10510","10600","10410","10410","546800","10410"
"2009-05-22","10370","10570","10370","10510","515100","10510"
"2009-05-25","10490","10970","10490","10970","883400","10970"
"2009-05-26","10820","10940","10600","10850","644800","10850"
"2009-05-27","11020","11130","10950","11130","670200","11130"
"2009-05-28","11120","11130","10970","10970","646100","10970"
"2009-05-29","10970","11290","10910","11290","682500","11290"
"2009-06-01","11160","11370","11080","11370","764000","11370"
"2009-06-02","11500","11700","11300","11580","955800","11580"
"2009-06-03","11700","11860","11620","11860","841500","11860"
"2009-06-04","11720","12270","11720","12090","929300","12090"
"2009-06-05","12200","12480","12100","12480","848800","12480"
"2009-06-08","12300","12660","12240","12460","630300","12460"
"2009-06-09","12420","12440","12160","12380","487000","12380"
"2009-06-10","12330","12780","12320","12770","711600","12770"
"2009-06-11","12710","12790","12480","12480","558600","12480"
"2009-06-12","12830","12830","12520","12780","3364000","12780"
"2009-06-15","12670","12800","12520","12620","574500","12620"
"2009-06-16","12450","12780","12440","12600","613700","12600"
"2009-06-17","12760","12780","12470","12770","670400","12770"
"2009-06-18","12570","12640","12450","12500","571700","12500"
"2009-06-19","12520","12580","12230","12580","645400","12580"
"2009-06-22","12380","12710","12380","12650","419200","12650"
"2009-06-23","12450","12590","12250","12250","985300","12250"
"2009-06-24","12340","12390","12060","12100","626000","12100"
"2009-06-25","12060","12330","11980","12260","608500","12260"
"2009-06-26","12250","12500","12080","12400","494700","12400"
"2009-06-29","12370","12650","12370","12550","451000","12550"
"2009-06-30","12570","12750","12550","12600","616000","12600"
"2009-07-01","12460","12710","12380","12500","529300","12500"
"2009-07-02","12510","12590","12360","12410","565800","12410"
"2009-07-03","12040","12120","11950","12050","672000","12050"
"2009-07-06","11850","12000","11680","11680","614300","11680"
"2009-07-07","11670","11910","11600","11800","561400","11800"
"2009-07-08","11490","11810","11480","11710","500100","11710"
"2009-07-09","11710","11980","11630","11690","634500","11690"
"2009-07-10","11890","12110","11560","11590","1626200","11590"
"2009-07-13","11500","11620","11290","11290","565400","11290"
"2009-07-14","11480","11520","11180","11460","528100","11460"
"2009-07-15","11310","11570","11280","11460","575300","11460"
"2009-07-16","11850","11850","11240","11340","615300","11340"
"2009-07-17","11420","11680","11340","11600","428100","11600"
"2009-07-21","11650","11660","11400","11550","516200","11550"
"2009-07-22","11400","11800","11400","11750","546100","11750"
"2009-07-23","11660","11860","11600","11760","464000","11760"
"2009-07-24","11920","11930","11600","11740","661400","11740"
"2009-07-27","11700","12150","11700","12150","642800","12150"
"2009-07-28","12000","12200","12000","12060","584900","12060"
"2009-07-29","12040","12160","12000","12100","360200","12100"
"2009-07-30","12190","12240","12080","12200","452700","12200"
"2009-07-31","12290","12450","12130","12290","524300","12290"
"2009-08-03","12180","12210","11900","11930","618800","11930"
"2009-08-04","11850","11970","11810","11810","855600","11810"
"2009-08-05","11400","11630","11340","11400","874200","11400"
"2009-08-06","11340","11770","11340","11620","747000","11620"
"2009-08-07","11600","11730","11520","11730","467600","11730"
"2009-08-10","11750","11800","11470","11500","723100","11500"
"2009-08-11","11500","11750","11500","11720","407200","11720"
"2009-08-12","11520","11780","11520","11650","477100","11650"
"2009-08-13","11670","11680","11530","11530","465300","11530"
"2009-08-14","11640","11640","11210","11230","1558500","11230"
"2009-08-17","11170","11200","10830","10830","851000","10830"
"2009-08-18","10900","11030","10750","10850","460100","10850"
"2009-08-19","10780","10800","10570","10610","500500","10610"
"2009-08-20","10610","10830","10570","10790","446700","10790"
"2009-08-21","10700","10800","10620","10730","588800","10730"
"2009-08-24","11000","11170","10880","11170","584300","11170"
"2009-08-25","11020","11220","11020","11020","547000","11020"
"2009-08-26","11000","11340","10970","11280","640400","11280"
"2009-08-27","11290","11430","11200","11230","581900","11230"
"2009-08-28","11430","11430","11120","11200","586000","11200"
"2009-08-31","11010","11280","11010","11150","954900","11150"
"2009-09-01","11060","11120","10790","10840","752500","10840"
"2009-09-02","10440","10670","10340","10500","1173800","10500"
"2009-09-03","10990","11010","10800","10800","940000","10800"
"2009-09-04","10970","10990","10730","10930","692900","10930"
"2009-09-07","11030","11050","10850","10930","436100","10930"
"2009-09-08","10870","11040","10870","11040","458200","11040"
"2009-09-09","10860","11040","10860","11040","374500","11040"
"2009-09-10","11030","11060","10910","11050","449400","11050"
"2009-09-11","11110","11110","10940","11000","2801500","11000"
"2009-09-14","10850","10910","10700","10700","549400","10700"
"2009-09-15","10850","10850","10700","10770","384000","10770"
"2009-09-16","10730","10770","10520","10620","718000","10620"
"2009-09-17","10650","10850","10640","10840","561400","10840"
"2009-09-18","10730","10820","10580","10580","620800","10580"
"2009-09-24","10840","11140","10830","11140","1113700","11140"
"2009-09-25","10940","11110","10780","11030","679300","11030"
"2009-09-28","11140","11350","11030","11320","888400","11320"
"2009-09-29","11210","11340","11100","11280","679200","11280"
"2009-09-30","11290","11450","11290","11360","423500","11360"
"2009-10-01","11470","11920","11400","11900","1187600","11900"
"2009-10-02","12070","12210","11780","11780","1400500","11780"
"2009-10-05","13580","13780","13160","13530","2072100","13530"
"2009-10-06","13330","13330","13020","13080","1053000","13080"
"2009-10-07","13200","13310","13030","13230","798200","13230"
"2009-10-08","13300","13300","12910","12940","683000","12940"
"2009-10-09","13140","13430","13080","13200","1980600","13200"
"2009-10-13","13280","13310","12990","13200","528900","13200"
"2009-10-14","13340","14100","13210","14000","1160200","14000"
"2009-10-15","14300","14520","14240","14520","988200","14520"
"2009-10-16","14720","15370","14720","15320","1571400","15320"
"2009-10-19","14920","14980","14700","14750","1142300","14750"
"2009-10-20","14760","15160","14650","14910","824100","14910"
"2009-10-21","15060","15670","15040","15650","907000","15650"
"2009-10-22","15450","15610","15340","15410","781300","15410"
"2009-10-23","15610","15800","15460","15520","708900","15520"
"2009-10-26","15600","15850","15510","15850","540000","15850"
"2009-10-27","15650","16120","15590","16000","770700","16000"
"2009-10-28","16010","16250","15670","15680","839800","15680"
"2009-10-29","15210","15340","14880","15280","894900","15280"
"2009-10-30","15370","15420","15020","15120","621200","15120"
"2009-11-02","14520","15330","14500","15120","1156900","15120"
"2009-11-04","15360","15830","15210","15790","845800","15790"
"2009-11-05","15590","15700","15200","15200","845600","15200"
"2009-11-06","15600","15750","15470","15570","650200","15570"
"2009-11-09","15630","16040","15600","15910","622500","15910"
"2009-11-10","16200","16810","16180","16690","941000","16690"
"2009-11-11","16960","17340","16800","16920","905200","16920"
"2009-11-12","17260","17370","16570","16640","840000","16640"
"2009-11-13","16480","16840","16390","16680","1037700","16680"
"2009-11-16","16880","17540","16800","17540","644400","17540"
"2009-11-17","17700","18030","17040","17380","1196000","17380"
"2009-11-18","17580","17940","17170","17240","872700","17240"
"2009-11-19","17300","17300","16280","16360","1389200","16360"
"2009-11-20","16000","16140","15480","15820","1599600","15820"
"2009-11-24","16020","16160","15650","15860","892800","15860"
"2009-11-25","15490","16020","15490","15840","829200","15840"
"2009-11-26","15840","16420","15700","16200","782900","16200"
"2009-11-27","16000","16200","15550","15590","1162700","15590"
"2009-11-30","15900","16030","15590","15680","885600","15680"
"2009-12-01","15520","16070","15430","15980","1094900","15980"
"2009-12-02","16050","16380","15910","16320","820000","16320"
"2009-12-03","15780","16170","15680","16170","1249200","16170"
"2009-12-04","16180","16270","15910","16030","703800","16030"
"2009-12-07","16040","16200","15780","15890","618300","15890"
"2009-12-08","15620","15730","15490","15590","829600","15590"
"2009-12-09","15370","15560","15150","15390","660400","15390"
"2009-12-10","15190","15390","15010","15060","692600","15060"
"2009-12-11","15320","15490","15070","15470","2738400","15470"
"2009-12-14","15430","15730","15270","15470","569900","15470"
"2009-12-15","15480","15570","15310","15390","318000","15390"
"2009-12-16","15650","15960","15480","15940","710000","15940"
"2009-12-17","16000","16250","15790","15800","486300","15800"
"2009-12-18","15760","15780","15430","15640","585500","15640"
"2009-12-21","15940","16050","15850","16040","365500","16040"
"2009-12-22","16220","16390","16000","16390","620800","16390"
"2009-12-24","16190","16980","16190","16780","1092700","16780"
"2009-12-25","16970","16970","16700","16840","412800","16840"
"2009-12-28","16890","17360","16870","17360","701800","17360"
"2009-12-29","17500","17790","17360","17650","1093400","17650"
"2009-12-30","17850","17920","17460","17470","651500","17470"
