9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2008-07-11","10300","10310","10020","10230","1944000","10230"
"2008-07-14","10300","10470","10270","10350","708900","10350"
"2008-07-15","10450","10710","10250","10680","1075800","10680"
"2008-07-16","10700","10910","10590","10820","752500","10820"
"2008-07-17","10930","10940","10730","10780","439100","10780"
"2008-07-18","10800","10840","10620","10700","554400","10700"
"2008-07-22","10900","11370","10720","11370","890700","11370"
"2008-07-23","11490","11550","11300","11390","633300","11390"
"2008-07-24","11580","11580","11330","11370","680900","11370"
"2008-07-25","11170","11310","11040","11240","593800","11240"
"2008-07-28","11400","11970","11300","11860","621400","11860"
"2008-07-29","11800","11830","11530","11680","517900","11680"
"2008-07-30","11940","12130","11830","12080","501200","12080"
"2008-07-31","12130","12290","11880","12110","740800","12110"
"2008-08-01","12100","12210","12010","12130","624200","12130"
"2008-08-04","12200","12830","12140","12770","897700","12770"
"2008-08-05","12780","12830","11700","11780","1577400","11780"
"2008-08-06","11800","12050","11650","11860","892700","11860"
"2008-08-07","11660","11670","11040","11430","984000","11430"
"2008-08-08","11430","12210","11310","11770","1895900","11770"
"2008-08-11","11970","12140","11790","11890","571800","11890"
"2008-08-12","11560","11640","11440","11540","846300","11540"
"2008-08-13","11340","11430","10800","11160","1012500","11160"
"2008-08-14","11170","11360","11010","11050","509700","11050"
"2008-08-15","11250","11250","10890","10950","425900","10950"
"2008-08-18","10660","11040","10470","11010","930200","11010"
"2008-08-19","10800","10900","10590","10770","702300","10770"
"2008-08-20","10860","11030","10830","10890","465600","10890"
"2008-08-21","11090","11120","10640","10680","427900","10680"
"2008-08-22","10600","10680","10480","10570","444600","10570"
"2008-08-25","10720","11000","10650","10730","368500","10730"
"2008-08-26","10470","10670","10320","10510","445300","10510"
"2008-08-27","10310","10510","10230","10510","507900","10510"
"2008-08-28","10800","10890","10630","10760","516100","10760"
"2008-08-29","10960","11200","10720","11130","888100","11130"
"2008-09-01","10930","11060","10900","10950","421800","10950"
"2008-09-02","11100","11480","10740","11010","989600","11010"
"2008-09-03","11270","11460","11050","11330","857100","11330"
"2008-09-04","11490","12000","11400","11880","1180100","11880"
"2008-09-05","11680","11860","11270","11310","1073000","11310"
"2008-09-08","11320","11510","11200","11420","712600","11420"
"2008-09-09","11220","11530","11140","11380","480500","11380"
"2008-09-10","11180","11410","11070","11370","694300","11370"
"2008-09-11","11170","11480","11150","11410","745000","11410"
"2008-09-12","11700","11800","11300","11410","2437900","11410"
"2008-09-16","10810","11070","10720","10740","902700","10740"
"2008-09-17","10940","10970","10580","10940","748800","10940"
"2008-09-18","10340","10730","9780","10450","1154700","10450"
"2008-09-19","10460","10740","10130","10270","1096200","10270"
"2008-09-22","10070","10680","9990","10000","845300","10000"
"2008-09-24","10000","10360","9910","10330","1122800","10330"
"2008-09-25","10350","10580","10140","10490","626900","10490"
"2008-09-26","10480","10500","10150","10370","621100","10370"
"2008-09-29","10410","11040","10410","10900","870300","10900"
"2008-09-30","10340","11140","10280","10550","1060100","10550"
"2008-10-01","10750","10880","10560","10620","713500","10620"
"2008-10-02","10700","11070","10700","10890","958300","10890"
"2008-10-03","12090","12670","11980","12370","2116400","12370"
"2008-10-06","12340","12340","11890","12060","949300","12060"
"2008-10-07","12060","12630","11310","11310","1446700","11310"
"2008-10-08","11310","11310","10010","10310","1474100","10310"
"2008-10-09","10110","10400","9240","9560","1673900","9560"
"2008-10-10","8560","8810","8560","8560","2502600","8560"
"2008-10-14","9020","9430","8780","9110","1989700","9110"
"2008-10-15","9100","9560","8980","9480","1348300","9480"
"2008-10-16","8480","8740","8480","8480","2029700","8480"
"2008-10-17","8680","8860","8510","8780","1876800","8780"
"2008-10-20","9080","9510","8990","9410","1626500","9410"
"2008-10-21","9810","9910","9300","9480","1459400","9480"
"2008-10-22","9580","9860","9300","9450","1608000","9450"
"2008-10-23","9050","9800","8710","9690","2943200","9690"
"2008-10-24","9190","9280","8690","8690","2089200","8690"
"2008-10-27","8790","9210","7750","8190","2681300","8190"
"2008-10-28","8390","9050","8040","9050","1838300","9050"
"2008-10-29","9550","9910","9090","9910","1937000","9910"
"2008-10-30","10600","10910","10330","10910","1356300","10910"
"2008-10-31","10400","10980","10110","10260","1220500","10260"
"2008-11-04","10660","11030","10330","10990","1126500","10990"
"2008-11-05","10390","10650","10120","10450","1764300","10450"
"2008-11-06","9650","9930","9510","9800","1277600","9800"
"2008-11-07","9470","10100","9380","9710","1663900","9710"
"2008-11-10","10020","10250","9980","10250","795300","10250"
"2008-11-11","9990","10360","9760","10070","812600","10070"
"2008-11-12","10080","10300","9810","10040","1106400","10040"
"2008-11-13","9440","9800","9160","9640","1531000","9640"
"2008-11-14","9630","10130","9630","9800","1901400","9800"
"2008-11-17","9800","10570","9750","10250","1117300","10250"
"2008-11-18","10180","10190","9870","10090","1012100","10090"
"2008-11-19","10120","10280","9970","10230","1062400","10230"
"2008-11-20","9630","9860","9440","9440","1433700","9440"
"2008-11-21","9240","9520","9050","9320","1500300","9320"
"2008-11-25","9820","10320","9700","10320","1058500","10320"
"2008-11-26","10260","10430","10000","10250","623700","10250"
"2008-11-27","10550","10640","10350","10640","743900","10640"
"2008-11-28","10830","10950","10600","10950","848100","10950"
"2008-12-01","10750","10960","10650","10890","722700","10890"
"2008-12-02","10090","10400","9790","9790","1244400","9790"
"2008-12-03","10790","10790","10790","10790","107700","10790"
"2008-12-04","11700","11820","11490","11710","2231600","11710"
"2008-12-05","11910","11960","11620","11840","1016300","11840"
"2008-12-08","12430","12840","12350","12810","1323500","12810"
"2008-12-09","12800","12910","12480","12600","919300","12600"
"2008-12-10","12500","13500","12470","13280","897200","13280"
"2008-12-11","13080","13260","12660","12930","1136500","12930"
"2008-12-12","12130","12600","11550","11990","3074500","11990"
"2008-12-15","12590","13150","12580","13060","1002800","13060"
"2008-12-16","13170","13600","13030","13510","774500","13510"
"2008-12-17","13520","14000","13510","13770","1023500","13770"
"2008-12-18","13570","14550","13520","14550","1071000","14550"
"2008-12-19","14400","14420","13540","13820","1010100","13820"
"2008-12-22","13420","13970","13420","13670","783500","13670"
"2008-12-24","13300","13510","13170","13170","540800","13170"
"2008-12-25","13000","13240","12590","12800","450800","12800"
"2008-12-26","12870","13260","12750","13210","422000","13210"
"2008-12-29","13120","13220","12750","12750","345200","12750"
"2008-12-30","12600","13030","12470","12980","324500","12980"
