9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2014-01-06","42500","42600","40900","40900","1562000","40900"
"2014-01-07","40200","41250","40200","40500","1093600","40500"
"2014-01-08","40850","41550","40750","41350","722800","41350"
"2014-01-09","40450","40550","39700","39800","943200","39800"
"2014-01-10","40250","41600","40200","41100","2206300","41100"
"2014-01-14","39050","39800","38900","39015","1504400","39015"
"2014-01-15","39900","39945","39215","39755","938700","39755"
"2014-01-16","39210","39500","38600","38820","917700","38820"
"2014-01-17","38245","39040","38200","38630","998100","38630"
"2014-01-20","38300","38400","37850","38005","634600","38005"
"2014-01-21","38100","39295","38100","39120","927200","39120"
"2014-01-22","38500","39070","38120","38840","952300","38840"
"2014-01-23","39025","39680","38740","38825","954600","38825"
"2014-01-24","38135","38475","37680","38215","1293600","38215"
"2014-01-27","37150","37790","37120","37600","1047200","37600"
"2014-01-28","37895","38130","37525","38130","691900","38130"
"2014-01-29","38830","39375","38700","39360","904700","39360"
"2014-01-30","38670","38815","37980","38765","939400","38765"
"2014-01-31","39205","39340","37500","38110","842000","38110"
"2014-02-03","37410","37580","37015","37185","714600","37185"
"2014-02-04","36400","36665","36000","36035","998200","36035"
"2014-02-05","36705","36895","35520","35960","1014400","35960"
"2014-02-06","35865","36730","35805","35830","674600","35830"
"2014-02-07","36480","36520","36100","36260","519500","36260"
"2014-02-10","36840","37360","36620","37335","554900","37335"
"2014-02-12","37600","37795","36455","36630","737000","36630"
"2014-02-13","36235","36380","35600","35715","731500","35715"
"2014-02-14","35625","36030","34500","34600","1375500","34600"
"2014-02-17","34520","35085","34425","34750","493600","34750"
"2014-02-18","35290","36685","34605","36265","1022900","36265"
"2014-02-19","35590","36125","35490","35720","471100","35720"
"2014-02-20","35230","35375","34505","34525","730500","34525"
"2014-02-21","34930","35940","34900","35755","763800","35755"
"2014-02-24","35300","36080","35240","35995","610100","35995"
"2014-02-25","36650","36845","36305","36530","569000","36530"
"2014-02-26","35785","36670","35710","36180","436100","36180"
"2014-02-27","35965","35970","35360","35550","457000","35550"
"2014-02-28","35605","35700","34820","35050","588100","35050"
"2014-03-03","34550","35675","34550","35480","792200","35480"
