9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2011-06-20","12140","12230","12100","12100","432600","12100"
"2011-06-21","12300","12560","12260","12530","958200","12530"
"2011-06-22","12600","12670","12570","12620","619100","12620"
"2011-06-23","12580","12910","12560","12880","884600","12880"
"2011-06-24","12880","12960","12840","12910","684400","12910"
"2011-06-27","12810","12890","12740","12810","407100","12810"
"2011-06-28","12940","12960","12880","12930","425100","12930"
"2011-06-29","13060","13150","13030","13140","749400","13140"
"2011-06-30","13110","13170","12950","12970","643000","12970"
"2011-07-01","13070","13080","12620","12680","889600","12680"
"2011-07-04","12870","13030","12820","13000","547200","13000"
"2011-07-05","12860","12860","12690","12770","556100","12770"
"2011-07-06","12760","13040","12720","12990","572500","12990"
"2011-07-07","12940","13090","12910","13040","369100","13040"
"2011-07-08","13330","13350","13220","13290","890100","13290"
"2011-07-11","13290","13580","13220","13550","676300","13550"
"2011-07-12","13510","13520","13360","13490","576000","13490"
"2011-07-13","13450","13620","13420","13480","481400","13480"
"2011-07-14","13380","13620","13350","13530","448000","13530"
"2011-07-15","13380","13500","13340","13440","596100","13440"
"2011-07-19","13390","13400","13160","13160","503400","13160"
"2011-07-20","13360","13430","13260","13340","351100","13340"
"2011-07-21","13470","13780","13460","13720","1029000","13720"
"2011-07-22","13890","14030","13840","14000","586500","14000"
"2011-07-25","13860","13910","13710","13790","388900","13790"
"2011-07-26","13910","13970","13710","13920","338800","13920"
"2011-07-27","13860","14040","13830","13890","541600","13890"
"2011-07-28","13700","13750","13510","13590","437900","13590"
"2011-07-29","13550","13820","13540","13680","409200","13680"
"2011-08-01","13880","14040","13810","14010","576900","14010"
"2011-08-02","13920","14120","13890","13970","501500","13970"
"2011-08-03","13980","14200","13800","13890","967700","13890"
"2011-08-04","14110","14280","13960","14230","929600","14230"
"2011-08-05","13770","13790","13420","13420","1074600","13420"
"2011-08-08","13280","13500","13130","13160","665600","13160"
"2011-08-09","12740","13090","12670","13050","1009200","13050"
"2011-08-10","13400","13590","13300","13520","736600","13520"
"2011-08-11","13300","14320","13220","14090","1246700","14090"
"2011-08-12","14180","14560","14170","14480","1567000","14480"
"2011-08-15","14730","14890","14400","14720","1157500","14720"
"2011-08-16","14720","14730","14300","14390","910300","14390"
"2011-08-17","14170","14460","14100","14380","745200","14380"
"2011-08-18","14680","14980","14680","14850","1128800","14850"
"2011-08-19","14690","14960","14650","14750","846000","14750"
"2011-08-22","14830","15080","14640","14700","976900","14700"
"2011-08-23","14940","14950","14240","14670","1558200","14670"
"2011-08-24","14670","14680","14380","14410","911300","14410"
"2011-08-25","14600","14900","14420","14460","943000","14460"
"2011-08-26","14370","14620","14190","14250","848600","14250"
"2011-08-29","14240","14490","14230","14370","657500","14370"
"2011-08-30","14400","14410","14200","14330","610700","14330"
"2011-08-31","14340","14530","14270","14480","630300","14480"
"2011-09-01","14510","14600","14420","14470","503400","14470"
"2011-09-02","14290","14350","14130","14140","717000","14140"
"2011-09-05","13660","13990","13560","13900","1270000","13900"
"2011-09-06","13660","13980","13660","13820","868500","13820"
"2011-09-07","13960","14180","13840","14180","776200","14180"
"2011-09-08","14270","14400","14230","14370","563300","14370"
"2011-09-09","14290","14710","14290","14630","2845000","14630"
"2011-09-12","14330","14480","14040","14050","769500","14050"
"2011-09-13","14050","14130","13530","13580","1062500","13580"
"2011-09-14","13520","13850","13480","13630","973600","13630"
"2011-09-15","13950","13970","13750","13940","579800","13940"
"2011-09-16","14100","14120","13850","13930","410600","13930"
"2011-09-20","13810","13970","13700","13780","476900","13780"
"2011-09-21","13660","13860","13640","13750","360100","13750"
"2011-09-22","13640","13990","13640","13770","810900","13770"
"2011-09-26","13800","14140","13780","13880","768200","13880"
"2011-09-27","14090","14220","13990","14200","564200","14200"
"2011-09-28","14240","14250","13530","13660","828600","13660"
"2011-09-29","13580","13920","13330","13880","721900","13880"
"2011-09-30","13870","14070","13800","13990","569700","13990"
"2011-10-03","13990","14220","13890","14030","631300","14030"
"2011-10-04","13950","13990","13810","13900","782800","13900"
"2011-10-05","13600","13600","13140","13340","1415700","13340"
"2011-10-06","13390","13520","13270","13500","686200","13500"
"2011-10-07","13440","13490","13350","13400","522800","13400"
"2011-10-11","13420","13650","13360","13640","698800","13640"
"2011-10-12","13500","13610","13250","13270","493400","13270"
"2011-10-13","13390","13400","13030","13080","755100","13080"
"2011-10-14","13110","13490","13000","13490","1342200","13490"
"2011-10-17","13790","13820","13570","13590","425000","13590"
"2011-10-18","13480","13620","13350","13370","425800","13370"
"2011-10-19","13570","13710","13430","13710","585200","13710"
"2011-10-20","13680","13980","13640","13740","651200","13740"
"2011-10-21","13750","13790","13580","13710","306800","13710"
"2011-10-24","13870","14100","13780","14030","701600","14030"
"2011-10-25","14000","14220","13920","14080","462300","14080"
"2011-10-26","13910","14120","13760","13890","454600","13890"
"2011-10-27","13900","14050","13850","13900","517500","13900"
"2011-10-28","14030","14090","13600","14030","668200","14030"
"2011-10-31","14040","14280","14000","14230","549500","14230"
"2011-11-01","14120","14220","14090","14170","393300","14170"
"2011-11-02","14040","14070","13750","13750","634400","13750"
"2011-11-04","13680","13780","13210","13310","1468000","13310"
"2011-11-07","13230","13470","13170","13290","567600","13290"
"2011-11-08","13300","13570","13260","13340","737000","13340"
"2011-11-09","13530","13710","13450","13690","706400","13690"
"2011-11-10","13500","13640","13450","13480","745300","13480"
"2011-11-11","13570","13880","13480","13480","803100","13480"
"2011-11-14","13560","13780","13520","13620","461200","13620"
"2011-11-15","13600","13620","13380","13470","395800","13470"
"2011-11-16","13440","13510","13200","13270","506800","13270"
"2011-11-17","13120","13130","12740","12780","1020700","12780"
"2011-11-18","12390","12750","12370","12540","970400","12540"
"2011-11-21","12540","12720","12490","12610","458100","12610"
"2011-11-22","12550","12590","12160","12190","693400","12190"
"2011-11-24","12050","12250","11950","12090","722100","12090"
"2011-11-25","12220","12290","11970","12090","627000","12090"
"2011-11-28","12240","12330","12020","12190","414200","12190"
"2011-11-29","12290","12420","12190","12420","486500","12420"
"2011-11-30","12330","12470","12320","12320","565000","12320"
"2011-12-01","12470","12670","12380","12590","750800","12590"
"2011-12-02","12560","12650","12480","12490","547400","12490"
"2011-12-05","12860","13070","12860","13050","841800","13050"
"2011-12-06","12960","13040","12840","12950","500700","12950"
"2011-12-07","13070","13240","13020","13200","595900","13200"
"2011-12-08","13100","13190","12990","13070","486100","13070"
"2011-12-09","12770","12950","12760","12810","3380900","12810"
"2011-12-12","12980","13120","12860","13030","407400","13030"
"2011-12-13","12880","12950","12750","12820","442700","12820"
"2011-12-14","12730","13040","12720","12980","645800","12980"
"2011-12-15","12850","13070","12830","12940","567600","12940"
"2011-12-16","13070","13380","13030","13360","868100","13360"
"2011-12-19","13270","13500","13230","13250","600200","13250"
"2011-12-20","13300","13390","13220","13340","291000","13340"
"2011-12-21","13470","13760","13440","13760","819500","13760"
"2011-12-22","13700","13760","13560","13600","671400","13600"
"2011-12-26","13740","13890","13600","13600","351100","13600"
"2011-12-27","13640","13790","13570","13760","291400","13760"
"2011-12-28","13790","13940","13750","13930","660000","13930"
"2011-12-29","13820","13870","13730","13840","342900","13840"
"2011-12-30","13940","14050","13930","14000","412100","14000"
