9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2007-05-24","9190","9200","9020","9100","404200","9100"
"2007-05-25","9020","9080","9000","9030","542200","9030"
"2007-05-28","8960","9060","8930","8950","396500","8950"
"2007-05-29","8900","9030","8900","9010","256200","9010"
"2007-05-30","9160","9290","9150","9260","846800","9260"
"2007-05-31","9360","9470","9270","9430","666500","9430"
"2007-06-01","9380","9430","9310","9370","455800","9370"
"2007-06-04","9290","9430","9230","9300","477100","9300"
"2007-06-05","9060","9060","8830","8900","1106700","8900"
"2007-06-06","8850","8890","8760","8790","849000","8790"
"2007-06-07","8690","8870","8690","8850","620800","8850"
"2007-06-08","8800","8800","8580","8630","3218800","8630"
"2007-06-11","8730","8730","8640","8650","394000","8650"
"2007-06-12","8610","8710","8580","8620","349200","8620"
"2007-06-13","8620","8740","8600","8650","414200","8650"
"2007-06-14","8650","8650","8530","8580","485900","8580"
"2007-06-15","8730","8770","8640","8710","474100","8710"
"2007-06-18","8790","8840","8700","8700","486600","8700"
"2007-06-19","8800","8800","8650","8730","409400","8730"
"2007-06-20","8760","8790","8690","8790","393700","8790"
"2007-06-21","8690","8770","8660","8660","642900","8660"
"2007-06-22","8660","8760","8620","8720","459600","8720"
"2007-06-25","8640","8700","8560","8600","485500","8600"
"2007-06-26","8630","8700","8590","8590","445900","8590"
"2007-06-27","8500","8670","8500","8660","385200","8660"
"2007-06-28","8600","8790","8590","8770","353900","8770"
"2007-06-29","8850","8850","8720","8770","376000","8770"
"2007-07-02","8820","8820","8700","8730","327600","8730"
"2007-07-03","8800","8980","8760","8910","853300","8910"
"2007-07-04","8620","8640","8490","8530","908100","8530"
"2007-07-05","8540","8630","8490","8490","458900","8490"
"2007-07-06","8650","8650","8400","8400","726800","8400"
"2007-07-09","8490","8490","8280","8330","563100","8330"
"2007-07-10","8400","8410","8320","8350","339700","8350"
"2007-07-11","8360","8440","8330","8390","449800","8390"
"2007-07-12","8430","8460","8210","8220","717100","8220"
"2007-07-13","8020","8110","7830","8000","2289800","8000"
"2007-07-17","7810","7810","7590","7610","1733000","7610"
"2007-07-18","7420","7470","7250","7280","1295200","7280"
"2007-07-19","7380","7470","7300","7380","707100","7380"
"2007-07-20","7400","7470","7380","7410","523900","7410"
"2007-07-23","7220","7280","7120","7140","607000","7140"
"2007-07-24","7080","7280","6960","7240","1159500","7240"
"2007-07-25","7090","7340","7050","7210","971900","7210"
"2007-07-26","7120","7210","7060","7170","615100","7170"
"2007-07-27","7040","7170","6910","6970","1104300","6970"
"2007-07-30","6870","6900","6770","6820","796900","6820"
"2007-07-31","6720","6830","6660","6750","685500","6750"
"2007-08-01","6670","6740","6500","6510","875500","6510"
"2007-08-02","6550","6850","6530","6820","1357700","6820"
"2007-08-03","6760","6760","6600","6720","1335000","6720"
"2007-08-06","6620","6700","6520","6550","954700","6550"
"2007-08-07","6500","6530","6360","6430","933000","6430"
"2007-08-08","6490","6620","6420","6510","834600","6510"
"2007-08-09","6610","7320","6580","7190","2365800","7190"
"2007-08-10","6990","7600","6990","7490","2769200","7490"
"2007-08-13","7290","7300","7020","7110","1381300","7110"
"2007-08-14","7210","7210","6800","7000","848900","7000"
"2007-08-15","6900","6900","6730","6840","862800","6840"
"2007-08-16","6800","6890","6700","6820","1007700","6820"
"2007-08-17","7030","7260","6910","6940","1481900","6940"
"2007-08-20","6850","7210","6750","7090","1000700","7090"
"2007-08-21","7080","7170","6950","7030","724600","7030"
"2007-08-22","7040","7040","6900","6970","481500","6970"
"2007-08-23","6990","7070","6900","6930","577100","6930"
"2007-08-24","6940","7010","6830","6940","462000","6940"
"2007-08-27","6980","7110","6950","6990","590900","6990"
"2007-08-28","7000","7000","6870","6890","305200","6890"
"2007-08-29","6890","6980","6800","6880","580800","6880"
"2007-08-30","6780","6850","6600","6670","566900","6670"
"2007-08-31","6790","6830","6700","6790","634000","6790"
"2007-09-03","6780","6800","6650","6730","383100","6730"
"2007-09-04","6660","6690","6420","6490","834000","6490"
"2007-09-05","6500","6590","6410","6420","662300","6420"
"2007-09-06","6430","6570","6330","6570","632500","6570"
"2007-09-07","6250","6370","6200","6290","935800","6290"
"2007-09-10","6130","6190","6020","6040","727300","6040"
"2007-09-11","6080","6230","6040","6180","547300","6180"
"2007-09-12","6170","6220","5970","6010","584700","6010"
"2007-09-13","6200","6240","6150","6190","889000","6190"
"2007-09-14","6200","6450","6190","6400","3033800","6400"
"2007-09-18","6410","6450","6010","6030","815900","6030"
"2007-09-19","6300","6410","6270","6350","547900","6350"
"2007-09-20","6560","6610","6450","6460","652300","6460"
"2007-09-21","6430","6510","6280","6280","590100","6280"
"2007-09-25","6560","6560","6440","6490","488500","6490"
"2007-09-26","6330","6530","6300","6440","440400","6440"
"2007-09-27","6530","6780","6460","6770","595800","6770"
"2007-09-28","6970","6990","6630","6630","626700","6630"
"2007-10-01","6720","6920","6720","6920","626800","6920"
"2007-10-02","6930","6930","6720","6780","506500","6780"
"2007-10-03","6680","6790","6490","6790","827700","6790"
"2007-10-04","6850","7030","6800","6990","771800","6990"
"2007-10-05","6890","6980","6810","6920","434100","6920"
"2007-10-09","7120","7410","7050","7400","659400","7400"
"2007-10-10","7600","7620","7520","7550","787800","7550"
"2007-10-11","7500","7770","7340","7510","800800","7510"
"2007-10-12","7430","7430","6850","7060","2072700","7060"
"2007-10-15","7050","7050","6920","6990","753400","6990"
"2007-10-16","6970","7000","6790","6990","602200","6990"
"2007-10-17","6950","6950","6650","6780","908200","6780"
"2007-10-18","6740","6840","6680","6780","474100","6780"
"2007-10-19","6680","6710","6580","6670","469500","6670"
"2007-10-22","6470","6580","6410","6580","541500","6580"
"2007-10-23","6610","6680","6540","6590","450800","6590"
"2007-10-24","6820","7100","6810","7040","1449200","7040"
"2007-10-25","7090","7220","6990","7010","745500","7010"
"2007-10-26","7100","7140","6990","7000","582600","7000"
"2007-10-29","6900","6900","6760","6770","837500","6770"
"2007-10-30","6670","6820","6650","6820","822300","6820"
"2007-10-31","6750","6800","6540","6620","868000","6620"
"2007-11-01","6600","6630","6460","6500","866700","6500"
"2007-11-02","6400","6540","6340","6470","1091800","6470"
"2007-11-05","6650","6840","6550","6650","1133600","6650"
"2007-11-06","6650","6740","6620","6660","495800","6660"
"2007-11-07","6680","6700","6550","6600","394700","6600"
"2007-11-08","6500","6550","6420","6500","630700","6500"
"2007-11-09","6420","6630","6360","6400","1156700","6400"
"2007-11-12","6230","6410","6170","6350","730700","6350"
"2007-11-13","6360","6510","6230","6340","570000","6340"
"2007-11-14","6440","6710","6300","6650","667500","6650"
"2007-11-15","6800","6850","6590","6590","543900","6590"
"2007-11-16","6490","6560","6380","6490","391900","6490"
"2007-11-19","6570","6810","6560","6730","759800","6730"
"2007-11-20","6780","7100","6770","7010","1305100","7010"
"2007-11-21","7020","7120","6910","7060","885500","7060"
"2007-11-22","7160","7400","7100","7300","1108200","7300"
"2007-11-26","7500","7650","7480","7580","871900","7580"
"2007-11-27","7310","7530","7110","7470","1090900","7470"
"2007-11-28","7280","7360","7170","7230","651100","7230"
"2007-11-29","7430","7460","7210","7330","519600","7330"
"2007-11-30","7320","7390","7250","7300","474100","7300"
"2007-12-03","7300","7580","7280","7540","596900","7540"
"2007-12-04","7470","7530","7280","7350","469500","7350"
"2007-12-05","7350","7690","7290","7660","1080700","7660"
"2007-12-06","7800","8150","7790","8100","1662000","8100"
"2007-12-07","8140","8140","7920","8040","909000","8040"
"2007-12-10","8100","8400","8080","8400","954400","8400"
"2007-12-11","8300","8350","8160","8290","602200","8290"
"2007-12-12","8090","8180","7980","8130","534100","8130"
"2007-12-13","8010","8020","7760","7800","919300","7800"
"2007-12-14","7700","7880","7560","7650","2898500","7650"
"2007-12-17","7650","7710","7510","7670","600900","7670"
"2007-12-18","7570","7860","7530","7850","759600","7850"
"2007-12-19","7860","7860","7510","7510","774400","7510"
"2007-12-20","7700","7850","7540","7760","530900","7760"
"2007-12-21","7860","7990","7800","7930","681900","7930"
"2007-12-25","8030","8100","7880","7990","466200","7990"
"2007-12-26","8010","8080","7900","8020","198400","8020"
"2007-12-27","8050","8050","7960","8030","166400","8030"
"2007-12-28","7930","8050","7900","7980","252900","7980"
