9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
"2003-08-29","4850","4980","4800","4850","543500","4850"
"2003-09-01","4700","4780","4690","4740","378400","4740"
"2003-09-02","4750","4810","4720","4780","323800","4780"
"2003-09-03","5230","5280","5070","5190","1247500","5190"
"2003-09-04","5100","5190","5040","5150","652900","5150"
"2003-09-05","5080","5130","5000","5040","209400","5040"
"2003-09-08","5080","5150","5070","5100","257400","5100"
"2003-09-09","5200","5200","5120","5130","108800","5130"
"2003-09-10","5240","5320","5150","5200","448300","5200"
"2003-09-11","5110","5170","4810","4810","516100","4810"
"2003-09-12","4890","5000","4880","4950","466500","4950"
"2003-09-16","5080","5080","4890","4890","451200","4890"
"2003-09-17","4910","5050","4910","4980","504300","4980"
"2003-09-18","5030","5130","4980","5050","671100","5050"
"2003-09-19","5150","5260","5080","5220","865900","5220"
"2003-09-22","5320","5430","5230","5370","790600","5370"
"2003-09-24","5300","5510","5090","5320","624600","5320"
"2003-09-25","5410","5410","5200","5200","286200","5200"
"2003-09-26","5250","5250","5120","5150","285900","5150"
"2003-09-29","5390","5390","5220","5220","200700","5220"
"2003-09-30","5230","5300","5180","5260","253600","5260"
"2003-10-01","5260","5330","5180","5250","411200","5250"
"2003-10-02","5260","5400","5240","5370","627000","5370"
"2003-10-03","5300","5480","5270","5370","599700","5370"
"2003-10-06","5470","5730","5410","5630","605800","5630"
"2003-10-07","5660","5690","5490","5550","410400","5550"
"2003-10-08","5620","5650","5500","5540","209500","5540"
"2003-10-09","5650","5960","5630","5720","690400","5720"
"2003-10-10","5920","6030","5830","5930","647800","5930"
"2003-10-14","6130","6130","5820","5820","295000","5820"
"2003-10-15","5820","5910","5680","5690","271300","5690"
"2003-10-16","5700","5910","5630","5780","498200","5780"
"2003-10-17","6780","6780","6780","6780","160000","6780"
"2003-10-20","6810","7030","6500","6870","1954000","6870"
"2003-10-21","6970","6970","6540","6740","510700","6740"
"2003-10-22","6500","6780","6370","6490","839700","6490"
"2003-10-23","6100","6490","6080","6260","838900","6260"
"2003-10-24","6460","6520","6360","6400","365000","6400"
"2003-10-27","6500","6670","6430","6550","501600","6550"
"2003-10-28","6550","6750","6550","6600","528800","6600"
"2003-10-29","6750","6760","6640","6640","453800","6640"
"2003-10-30","6720","6750","6650","6650","276200","6650"
"2003-10-31","6700","6780","6650","6680","379800","6680"
"2003-11-04","6950","7130","6890","7120","812500","7120"
"2003-11-05","7200","7210","7000","7130","1018100","7130"
"2003-11-06","7100","7260","7000","7110","494100","7110"
"2003-11-07","7120","7120","6760","7020","275500","7020"
"2003-11-10","6980","6990","6770","6800","246400","6800"
"2003-11-11","6500","6660","6370","6490","362300","6490"
"2003-11-12","6510","6750","6490","6530","269200","6530"
"2003-11-13","6720","6790","6620","6780","145200","6780"
"2003-11-14","6790","6850","6500","6510","198300","6510"
"2003-11-17","6110","6340","6010","6170","355200","6170"
"2003-11-18","6130","6320","5990","6280","167300","6280"
"2003-11-19","6000","6200","5990","5990","264800","5990"
"2003-11-20","6060","6080","5840","5960","232000","5960"
"2003-11-21","5960","6260","5910","6170","267300","6170"
"2003-11-25","6470","6500","6330","6380","277700","6380"
"2003-11-26","6490","6570","6430","6510","226800","6510"
"2003-11-27","6460","6600","6350","6600","133700","6600"
"2003-11-28","6600","6600","6420","6460","163500","6460"
"2003-12-01","6540","6820","6340","6820","241500","6820"
"2003-12-02","6900","6970","6730","6780","281200","6780"
"2003-12-03","6480","6500","5920","6220","1529900","6220"
"2003-12-04","6320","6340","6130","6230","365500","6230"
"2003-12-05","6330","6330","6210","6270","207200","6270"
"2003-12-08","6310","6310","6080","6150","204700","6150"
"2003-12-09","6160","6180","5950","6080","139100","6080"
"2003-12-10","5970","6010","5800","5820","294300","5820"
"2003-12-11","5920","6170","5850","6140","192300","6140"
"2003-12-12","6340","6350","6200","6260","331400","6260"
"2003-12-15","6400","6530","6390","6530","320000","6530"
"2003-12-16","6230","6470","6230","6300","176800","6300"
"2003-12-17","6400","6410","6150","6180","139300","6180"
"2003-12-18","6190","6280","6010","6030","140600","6030"
"2003-12-19","6150","6170","6040","6070","186500","6070"
"2003-12-22","6100","6240","6100","6230","113700","6230"
"2003-12-24","6290","6420","6240","6320","148800","6320"
"2003-12-25","6420","6500","6390","6470","138800","6470"
"2003-12-26","6500","6500","6350","6460","68700","6460"
"2003-12-29","6360","6490","6360","6450","92400","6450"
"2003-12-30","6480","6540","6480","6510","97600","6510"
