9983 東証1部 (株)ファーストリテイリング（小売業）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2004-01-05","6530","6700","6510","6580","225900","6580"
"2004-01-06","6600","6710","6550","6640","256500","6640"
"2004-01-07","6850","6960","6760","6850","595900","6850"
"2004-01-08","6930","6930","6760","6810","260300","6810"
"2004-01-09","6820","6820","6650","6720","214800","6720"
"2004-01-13","6710","6710","6550","6550","187000","6550"
"2004-01-14","6550","6710","6550","6670","250300","6670"
"2004-01-15","6670","6670","6550","6640","202100","6640"
"2004-01-16","6570","6770","6570","6770","280600","6770"
"2004-01-19","6960","7020","6830","6970","590500","6970"
"2004-01-20","7070","7100","7010","7040","331000","7040"
"2004-01-21","7000","7090","6960","7010","168000","7010"
"2004-01-22","7000","7010","6900","6970","191000","6970"
"2004-01-23","6780","6940","6780","6890","165700","6890"
"2004-01-26","6890","6940","6820","6820","308000","6820"
"2004-01-27","6890","6900","6830","6860","210700","6860"
"2004-01-28","6820","6870","6650","6740","101500","6740"
"2004-01-29","6640","6690","6550","6670","142500","6670"
"2004-01-30","6740","6850","6700","6850","132500","6850"
"2004-02-02","7050","7060","6930","6930","175900","6930"
"2004-02-03","6830","6970","6710","6910","195700","6910"
"2004-02-04","7000","7020","6940","6950","245200","6950"
"2004-02-05","6980","7120","6930","7110","336400","7110"
"2004-02-06","7120","7140","6800","7060","260300","7060"
"2004-02-09","7010","7030","6860","6920","159300","6920"
"2004-02-10","6850","6970","6840","6850","147200","6850"
"2004-02-12","6940","6980","6800","6800","131800","6800"
"2004-02-13","6800","6970","6740","6940","180700","6940"
"2004-02-16","7000","7010","6940","6980","192900","6980"
"2004-02-17","7000","7000","6880","6890","108800","6890"
"2004-02-18","6990","6990","6820","6840","110300","6840"
"2004-02-19","6940","6940","6840","6860","97100","6860"
"2004-02-20","6850","6900","6540","6730","337000","6730"
"2004-02-23","6650","6850","6610","6790","294000","6790"
"2004-02-24","6840","6840","6710","6710","185200","6710"
"2004-02-25","6810","6820","6720","6760","145600","6760"
"2004-02-26","6940","7020","6850","7020","315900","7020"
"2004-02-27","7420","7730","7260","7450","625300","7450"
"2004-03-01","7550","7920","7540","7910","708000","7910"
"2004-03-02","8000","8040","7620","7790","495800","7790"
"2004-03-03","7990","8000","7610","7640","755700","7640"
"2004-03-04","7610","7690","7530","7570","347600","7570"
"2004-03-05","7550","7570","7380","7470","357000","7470"
"2004-03-08","7500","7540","7230","7250","497000","7250"
"2004-03-09","7230","7460","7220","7460","519000","7460"
"2004-03-10","7560","7580","7370","7540","530200","7540"
"2004-03-11","7450","7700","7350","7670","469100","7670"
"2004-03-12","7570","7690","7550","7590","416800","7590"
"2004-03-15","7690","8030","7650","8000","557800","8000"
"2004-03-16","8000","8200","7950","8000","692100","8000"
"2004-03-17","8100","8220","7970","8190","639200","8190"
"2004-03-18","8290","8670","8250","8350","919700","8350"
"2004-03-19","8340","8340","8000","8080","338600","8080"
"2004-03-22","7980","7980","7830","7980","295300","7980"
"2004-03-23","7900","8190","7840","8190","238700","8190"
"2004-03-24","8170","8170","7910","8060","360800","8060"
"2004-03-25","8160","8180","7950","8120","274700","8120"
"2004-03-26","8320","8320","8110","8220","415200","8220"
"2004-03-29","8260","8380","8240","8380","213400","8380"
"2004-03-30","8450","8520","8380","8440","409100","8440"
"2004-03-31","8420","8550","8310","8510","324200","8510"
"2004-04-01","8610","9100","8610","8910","767900","8910"
"2004-04-02","8920","9000","8710","8730","333800","8730"
"2004-04-05","8730","8850","8570","8680","638000","8680"
"2004-04-06","8580","8640","8340","8370","498000","8370"
"2004-04-07","8400","8610","8400","8450","271800","8450"
"2004-04-08","8450","8520","8400","8480","180500","8480"
"2004-04-09","8450","8450","8300","8440","235700","8440"
"2004-04-12","8450","8550","8410","8550","95300","8550"
"2004-04-13","8650","8750","8640","8700","219800","8700"
"2004-04-14","8730","8800","8620","8700","277300","8700"
"2004-04-15","8790","8790","8320","8550","284800","8550"
"2004-04-16","8450","8490","8020","8180","873600","8180"
"2004-04-19","8180","8180","7800","7930","360200","7930"
"2004-04-20","7940","8290","7940","8200","415200","8200"
"2004-04-21","8280","8280","8050","8080","198200","8080"
"2004-04-22","8100","8210","8080","8100","319200","8100"
"2004-04-23","8000","8100","8000","8030","316000","8030"
"2004-04-26","8100","8370","8030","8310","382900","8310"
"2004-04-27","8340","8600","8220","8600","472100","8600"
"2004-04-28","8600","8800","8570","8710","509800","8710"
"2004-04-30","8450","8700","8230","8600","286400","8600"
"2004-05-06","8510","8640","8380","8520","330500","8520"
"2004-05-07","8090","8100","7930","8000","536800","8000"
"2004-05-10","7750","7750","7310","7340","773800","7340"
"2004-05-11","7040","7410","6980","7210","655900","7210"
"2004-05-12","7710","7980","7400","7940","451800","7940"
"2004-05-13","7740","7740","7360","7440","415300","7440"
"2004-05-14","7450","7450","7200","7290","343600","7290"
"2004-05-17","7250","7250","7010","7070","308800","7070"
"2004-05-18","6970","7610","6960","7310","484200","7310"
"2004-05-19","7400","7730","7370","7730","270200","7730"
"2004-05-20","7910","7920","7630","7790","267300","7790"
"2004-05-21","7800","7960","7650","7860","185800","7860"
"2004-05-24","7800","8020","7760","7960","290400","7960"
"2004-05-25","7890","7900","7610","7820","209200","7820"
"2004-05-26","7850","8010","7830","7920","244900","7920"
"2004-05-27","7820","7900","7730","7750","178000","7750"
"2004-05-28","7760","7940","7760","7910","204200","7910"
"2004-05-31","8000","8190","7910","8110","324100","8110"
"2004-06-01","8200","8350","8180","8270","319600","8270"
"2004-06-02","8420","8600","8420","8580","487900","8580"
"2004-06-03","8730","8730","8370","8450","323600","8450"
"2004-06-04","8450","8520","8090","8220","260800","8220"
"2004-06-07","8520","8560","8350","8420","184500","8420"
"2004-06-08","8700","8700","8600","8610","234800","8610"
"2004-06-09","8620","8650","8400","8400","181700","8400"
"2004-06-10","8350","8760","8350","8760","241900","8760"
"2004-06-11","8630","8760","8570","8660","313700","8660"
"2004-06-14","8620","8820","8620","8800","162200","8800"
"2004-06-15","8850","8890","8670","8700","253400","8700"
"2004-06-16","8710","8760","8590","8590","215800","8590"
"2004-06-17","8600","8660","8510","8550","226400","8550"
"2004-06-18","8500","8500","8290","8480","140700","8480"
"2004-06-21","8680","8760","8550","8560","199600","8560"
"2004-06-22","8360","8450","8350","8400","162400","8400"
"2004-06-23","8490","8490","8250","8410","176700","8410"
"2004-06-24","8550","8630","8430","8550","202200","8550"
"2004-06-25","8630","8630","8510","8600","193600","8600"
"2004-06-28","8650","8730","8640","8720","168200","8720"
"2004-06-29","8750","8930","8700","8900","314200","8900"
"2004-06-30","8850","8910","8750","8830","151700","8830"
"2004-07-01","8800","8820","8690","8730","177400","8730"
"2004-07-02","8710","8800","8610","8710","201700","8710"
"2004-07-05","8700","8700","8500","8570","227100","8570"
"2004-07-06","8570","8580","8460","8470","182700","8470"
"2004-07-07","8270","8460","8250","8430","143700","8430"
"2004-07-08","8360","8390","8310","8310","171300","8310"
"2004-07-09","8620","8820","8530","8800","256900","8800"
"2004-07-12","8900","9050","8700","8790","417800","8790"
"2004-07-13","8720","8810","8650","8800","92400","8800"
"2004-07-14","8780","9020","8760","8950","319900","8950"
"2004-07-15","8970","9020","8730","8900","247900","8900"
"2004-07-16","8900","8980","8770","8800","234300","8800"
"2004-07-20","8650","8690","8460","8550","334800","8550"
"2004-07-21","8700","8750","8640","8700","82500","8700"
"2004-07-22","8700","8740","8600","8630","152000","8630"
"2004-07-23","8620","8640","8450","8470","141800","8470"
"2004-07-26","8300","8400","8300","8340","174700","8340"
"2004-07-27","8300","8340","7990","8120","383700","8120"
"2004-07-28","8190","8200","8000","8040","510300","8040"
"2004-07-29","8020","8020","7620","7630","609800","7630"
"2004-07-30","7690","7950","7650","7850","415300","7850"
"2004-08-02","7950","7990","7880","7880","178800","7880"
"2004-08-03","7930","7960","7700","7850","251500","7850"
"2004-08-04","7860","8060","7760","8050","288400","8050"
"2004-08-05","8050","8060","7880","8010","125500","8010"
"2004-08-06","7870","7990","7810","7960","137400","7960"
"2004-08-09","7660","7860","7610","7860","179400","7860"
"2004-08-10","7780","7960","7760","7890","226000","7890"
"2004-08-11","7990","8020","7940","7980","174400","7980"
"2004-08-12","8000","8050","7970","7990","144300","7990"
"2004-08-13","7890","7900","7700","7770","326200","7770"
"2004-08-16","7670","7770","7320","7570","254600","7570"
"2004-08-17","7670","7690","7460","7460","158800","7460"
"2004-08-18","7400","7460","7260","7350","348900","7350"
"2004-08-19","7390","7470","7390","7420","220700","7420"
"2004-08-20","7400","7620","7400","7550","654600","7550"
"2004-08-23","7810","7850","7650","7670","291900","7670"
"2004-08-24","7840","7840","7500","7530","293400","7530"
"2004-08-25","7630","7880","7580","7880","312100","7880"
"2004-08-26","8130","8130","7880","7980","354700","7980"
"2004-08-27","7900","7950","7780","7950","142200","7950"
"2004-08-30","7890","7970","7880","7920","97300","7920"
"2004-08-31","7920","7940","7810","7900","147300","7900"
"2004-09-01","8000","8040","7930","8020","173600","8020"
"2004-09-02","8030","8110","7920","8110","235100","8110"
"2004-09-03","8010","8050","7940","7950","282800","7950"
"2004-09-06","7970","8150","7910","8110","199500","8110"
"2004-09-07","8120","8170","8020","8170","164700","8170"
"2004-09-08","8030","8050","7900","7900","275900","7900"
"2004-09-09","7940","7940","7760","7780","271300","7780"
"2004-09-10","7760","7840","7640","7800","329300","7800"
"2004-09-13","7800","7840","7630","7670","251200","7670"
"2004-09-14","7650","7660","7410","7440","517400","7440"
"2004-09-15","7400","7460","7350","7350","501700","7350"
"2004-09-16","7390","7480","7350","7350","265400","7350"
"2004-09-17","7400","7420","7350","7390","208700","7390"
"2004-09-21","7350","7370","7190","7210","378600","7210"
"2004-09-22","7010","7170","7000","7060","664300","7060"
"2004-09-24","7160","7300","7100","7230","417700","7230"
"2004-09-27","7330","7330","7200","7230","425000","7230"
"2004-09-28","7230","7330","7150","7310","267100","7310"
"2004-09-29","7320","7430","7280","7430","234700","7430"
"2004-09-30","7470","7500","7400","7490","166200","7490"
"2004-10-01","7500","7680","7490","7680","289400","7680"
"2004-10-04","7780","7900","7740","7890","356300","7890"
"2004-10-05","7290","7430","7130","7290","1688400","7290"
"2004-10-06","7330","7430","7260","7410","487600","7410"
"2004-10-07","7440","7500","7360","7500","275700","7500"
"2004-10-08","7400","7440","7240","7260","429600","7260"
"2004-10-12","7250","7260","7000","7020","692800","7020"
"2004-10-13","7070","7090","6870","6930","665700","6930"
"2004-10-14","7000","7150","6960","7040","728300","7040"
"2004-10-15","7140","7270","7140","7240","890300","7240"
"2004-10-18","7270","7270","7020","7060","477100","7060"
"2004-10-19","7130","7130","7030","7040","343500","7040"
"2004-10-20","7010","7010","6830","6850","411500","6850"
"2004-10-21","6850","6900","6710","6760","424600","6760"
"2004-10-22","6600","6830","6430","6800","744600","6800"
"2004-10-25","6700","6760","6650","6720","209500","6720"
"2004-10-26","6750","6770","6660","6730","211300","6730"
"2004-10-27","6830","6830","6710","6760","271900","6760"
"2004-10-28","6860","6870","6770","6840","270500","6840"
"2004-10-29","6770","6790","6740","6740","138600","6740"
"2004-11-01","6840","6840","6700","6790","223700","6790"
"2004-11-02","6790","6850","6760","6840","194300","6840"
"2004-11-04","7290","7300","7230","7280","2240700","7280"
"2004-11-05","7310","7330","7260","7290","518700","7290"
"2004-11-08","7310","7310","7210","7260","239700","7260"
"2004-11-09","7310","7310","7180","7200","232400","7200"
"2004-11-10","7200","7260","7200","7230","170000","7230"
"2004-11-11","7270","7420","7250","7360","499000","7360"
"2004-11-12","7400","7480","7370","7470","393800","7470"
"2004-11-15","7520","7680","7500","7640","304100","7640"
"2004-11-16","7700","7770","7690","7710","342900","7710"
"2004-11-17","7690","7760","7600","7710","244500","7710"
"2004-11-18","7800","7860","7690","7690","262500","7690"
"2004-11-19","7800","7970","7800","7900","533500","7900"
"2004-11-22","7880","7880","7600","7690","287300","7690"
"2004-11-24","7590","7690","7550","7580","223900","7580"
"2004-11-25","7590","7700","7590","7660","133300","7660"
"2004-11-26","7670","7820","7670","7750","362000","7750"
"2004-11-29","7700","7950","7680","7940","229300","7940"
"2004-11-30","7880","7900","7710","7750","320900","7750"
"2004-12-01","7700","7700","7460","7510","375200","7510"
"2004-12-02","7710","7730","7500","7590","432800","7590"
"2004-12-03","7620","7730","7620","7730","242700","7730"
"2004-12-06","7600","7630","7490","7590","481100","7590"
"2004-12-07","7510","7560","7480","7500","184900","7500"
"2004-12-08","7440","7450","7390","7430","254000","7430"
"2004-12-09","7520","7530","7420","7480","339700","7480"
"2004-12-10","7500","7510","7330","7400","416400","7400"
"2004-12-13","7440","7470","7380","7400","115300","7400"
"2004-12-14","7430","7430","7280","7330","225300","7330"
"2004-12-15","7500","7670","7430","7650","607300","7650"
"2004-12-16","7550","7650","7520","7600","155500","7600"
"2004-12-17","7610","7640","7510","7530","138600","7530"
"2004-12-20","7600","7630","7550","7550","174400","7550"
"2004-12-21","7500","7600","7480","7490","175400","7490"
"2004-12-22","7590","7610","7560","7600","157000","7600"
"2004-12-24","7620","7720","7620","7700","189100","7700"
"2004-12-27","7710","7750","7650","7710","94400","7710"
"2004-12-28","7730","7780","7690","7760","112100","7760"
"2004-12-29","7860","7870","7730","7780","72400","7780"
"2004-12-30","7790","7800","7720","7800","55400","7800"
