,Open,High,Low,Volume,Adj Close,GBP,CAD,CHF,SEK,AUD,ZAR,IDR(100),INR,PHP,SGD,KRW(100),THB,KWD,TWD,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,"SEK_bin_(-0.068, -0.0105]","SEK_bin_(-0.0105, -0.0061]","SEK_bin_(-0.0061, -0.00346]","SEK_bin_(-0.00346, -0.00154]","SEK_bin_(-0.00154, 0.000598]","SEK_bin_(0.000598, 0.00221]","SEK_bin_(0.00221, 0.00413]","SEK_bin_(0.00413, 0.00656]","SEK_bin_(0.00656, 0.01]","SEK_bin_(0.01, 0.0825]","SGD_bin_(-0.0473, -0.00699]","SGD_bin_(-0.00699, -0.00403]","SGD_bin_(-0.00403, -0.00225]","SGD_bin_(-0.00225, -0.000917]","SGD_bin_(-0.000917, 0.000283]","SGD_bin_(0.000283, 0.00139]","SGD_bin_(0.00139, 0.00265]","SGD_bin_(0.00265, 0.00424]","SGD_bin_(0.00424, 0.00671]","SGD_bin_(0.00671, 0.0634]","Volume_bin_(-0.927, -0.512]","Volume_bin_(-0.512, -0.388]","Volume_bin_(-0.388, -0.276]","Volume_bin_(-0.276, -0.155]","Volume_bin_(-0.155, -0.0192]","Volume_bin_(-0.0192, 0.133]","Volume_bin_(0.133, 0.319]","Volume_bin_(0.319, 0.625]","Volume_bin_(0.625, 1.106]","Volume_bin_(1.106, 11.805]","Open_bin_(-0.09620000000000001, -0.0162]","Open_bin_(-0.0162, -0.00927]","Open_bin_(-0.00927, -0.00528]","Open_bin_(-0.00528, -0.00222]","Open_bin_(-0.00222, 0.000725]","Open_bin_(0.000725, 0.00342]","Open_bin_(0.00342, 0.00639]","Open_bin_(0.00639, 0.0102]","Open_bin_(0.0102, 0.0159]","Open_bin_(0.0159, 0.16]","ZAR_bin_(-0.155, -0.0148]","ZAR_bin_(-0.0148, -0.00855]","ZAR_bin_(-0.00855, -0.00494]","ZAR_bin_(-0.00494, -0.00209]","ZAR_bin_(-0.00209, 0.000603]","ZAR_bin_(0.000603, 0.00299]","ZAR_bin_(0.00299, 0.00571]","ZAR_bin_(0.00571, 0.00916]","ZAR_bin_(0.00916, 0.0142]","ZAR_bin_(0.0142, 0.129]"
month_1,-0.025820297241772688,-0.024216728630091132,-0.028037351479018414,0.006747113058174025,-0.02045074341875999,-0.00925323602947964,-0.03615221245867756,-0.017615683978243195,-0.015141715979375202,-0.015296386812140626,-0.03806182989797298,-0.008060357484946311,-0.006427728878194209,-0.01912435799965541,-0.025940268552796263,-0.018774458320263233,-0.007410171806942951,-0.023644061097689552,-0.014226704943938793,1.0,-0.08285706944823502,-0.08726737775571107,-0.08824270622000435,-0.08642562276321661,-0.09044617519660235,-0.08989857237528533,-0.08962396861523644,-0.08329078057662778,-0.08656629223076692,-0.0832907805766278,-0.08571996931831435,-0.051769417448768465,-0.05260545187879812,-0.047168682106724216,0.00784469779776347,0.012332313199715726,0.009248717484188875,0.0020110098370956075,-0.006792531247434985,-0.007528079578619001,-0.006420984604731961,-0.0017485853759200223,-0.005670133973050894,-0.0011977505750918247,-0.005670133973050406,0.004025483454548565,0.008397368752009726,0.0036168023525300565,0.00443715628318304,0.009248717484189163,0.010990291272389072,0.007844697797762954,0.004025483454548561,0.022210507579679663,0.004437156283183232,0.0020110098370956283,0.007143434434060317,0.007143434434060106,0.0024082137453312388,0.011009622735759558,0.012786810111673192,0.04097417621695476,-0.019602042610402732,0.005256196593754741,0.004717585036128867,0.004180465930923921,0.004717585036128873,0.04247041250761612,-0.010629361681317543,-0.013769641435770167,0.014492876354294642,0.004828742040630857,-0.02926555934654193,-0.016909921190220643,-0.007489081926866323,-0.001208522417964394,0.01737596552962488,0.04874402425211346,0.011352596599841887,-0.013769641435769826,-0.010629361681317855,-0.01690992119022127,-0.013769641435769968,0.008212316845390895,-0.020050200944672844,-0.0043488021724156604,0.01110235378512757,-0.01712889906511428,-0.02005020094467288,-0.00434880217241538,0.03019427512655171,-0.004348802172415397,0.030194275126548636,-0.010629361681319003,-0.01062936168131803,0.005072037090938852,0.0016919361683820733,0.04560721837986466,0.008212316845390437,-0.020050200944672865,0.014239159657374562,-0.029265559346541518,0.005072037090939125,-0.02005020094467319,-0.001208522417963478,-0.007489081926866113,0.00482874204063083,0.05815444186886487,0.008212316845390569,-0.0012085224179644014,0.008212316845391109,-0.02947104020802854,-0.02319048069912386,-0.007718481448365542,-0.004115420308665616,-0.007489081926867019,-0.0014448697038670513
month_2,0.003144128029235862,0.0018803057961288923,0.004448770279204062,-0.015542599974819953,0.0018262492859079616,-0.0038181287505829626,0.011121536493623263,0.003636802189487751,-0.005916162624804313,0.01679983090615053,0.025809970069215368,0.014231206882034629,0.0066115251498035914,0.007403583487489033,0.012299501974296927,-0.001988061113200398,0.02089990473419885,0.004076151542917563,0.010882722617926218,-0.08285706944823502,1.0,-0.08819574577874557,-0.08918144998458956,-0.08734503602630758,-0.09140835991002891,-0.09085493157908489,-0.09057740652867079,-0.08417684475420949,-0.08748720196411507,-0.08417684475420932,-0.08663187569725606,0.00632838605538346,0.009863228456068227,0.022172717451202882,0.006766179578719615,0.0058940186550717425,0.008121063376086797,0.0009280691463065226,0.00253540018747408,0.006848104259373645,0.00812106337608679,-0.05146313323283981,-0.006656636005097643,0.008121063376086802,0.003771487248495407,0.0029444338456038484,0.007269325910989491,0.007693628155094341,0.003356445822749562,0.002944433845603888,0.00986322845606782,0.006766179578720086,0.00294443384560384,0.02108077706936414,0.008551685267530557,0.0009280691463065367,0.0009280691463064856,0.006014699494641451,0.001325676373378023,-0.03408643306121252,-0.05232015098707445,-0.03856144944292243,0.009197657832469446,-0.002258827478797817,-0.0027928211860181913,-0.003325374814795111,-0.00047586531374668793,0.006025465030255772,4.8095750375143545e-05,4.809575037550035e-05,0.009384877226347477,0.012243100241517254,-0.002826822002905909,0.0031603562423655487,-0.031074509169533297,0.012497137718338897,-0.009518622997898756,-0.021953893420424232,0.02805844017829223,-0.01240094621758829,-0.0061764252336062595,0.003160356242365744,0.003160356242366571,-0.006176425233606705,0.012497137718338087,-0.006176425233606855,0.00602546503025566,-0.03438916384294686,0.009384877226347496,0.028058440178291996,-0.009288685725597002,0.018721658702320648,0.009384877226348108,0.015609398210329061,-0.02484998818555401,0.015609398210327764,-0.02817152863168432,0.006025465030255789,-0.01551320670958021,-0.006176425233606785,-0.009518622997898393,0.000288894995900685,-0.009288685725596954,0.009384877226347565,0.009384877226347042,0.024946179686299877,-0.009518622997898683,-0.0281715286316852,-0.006176425233606548,0.00627261673435647,-0.021737727693560343,4.8095750374925606e-05,0.00627261673435673,0.03400482348093118,-0.0059425390017137794,-0.0030641647416162427,0.018460735452779067
month_3,0.019657692599034167,0.01893522656195582,0.01650864393626904,-0.01902197733036284,0.01210393448082831,0.006285591983530717,0.013382405666164816,0.009704696617609945,0.014805770122814706,0.009997359199363324,0.0014757323593497624,0.01104942499255627,0.020002906552412877,0.012596614631109245,0.018171194324617168,0.013342179182256463,0.011878037460284345,0.012093066740840234,0.017677737724281276,-0.08726737775571107,-0.08819574577874557,1.0,-0.09392839182501082,-0.09199422939710829,-0.09627383550274739,-0.0956909493405984,-0.0953986522128835,-0.08865740193766423,-0.09214396253010604,-0.08865740193766414,-0.09124310903708568,0.001049753169949992,0.004353393578967805,0.016665579656624768,0.0014893353506647549,0.0006135237573114278,-0.002351010787060782,0.0004904336844821933,-0.002762435410790059,0.0013275200591937066,0.0026055080136152585,0.0028288169951686697,-0.0015193595917671456,-0.002351010787060752,0.003472999689289816,-0.0023510107870607162,0.001750485244832393,0.0021764642630475233,-0.0019366687561743036,-0.002351010787060671,-0.025820775794169675,-0.03438244336981358,-0.007307529587736761,0.015576029993405668,0.0030376686636537018,-0.004379912706958239,-0.004379912706958311,-0.004379912706958804,0.0009075190336435875,0.004665628370945699,0.00615473464611825,0.04130138693553057,0.007152324710472129,-0.000601880176744634,-0.003385164951833583,0.0027008054444036065,-0.005603603662509234,-0.0005000620388945049,-0.003227263814578457,-0.009187117634642882,0.011672370735582844,-0.006453322869883314,0.005972421518779013,-0.006207190724610663,-0.01812689836473946,0.002732590005486098,0.023312981285062595,0.008429829207588505,-0.01812689836473933,-0.0002473369045462774,0.008692443825550471,-0.012167044544675088,-0.0032272638145783477,-0.012167044544675024,-0.030046606004868283,-0.00024733690454627693,0.05903254627099409,-0.024313105362849415,0.008692443825550582,0.008692443825550624,0.014652297645614924,0.008692443825550568,-0.0002473369045460473,0.0027325900054858978,0.005712516915518307,-0.012167044544675088,-0.01240658370087144,0.002476568376599797,0.011672370735582858,-0.015146971454707316,-0.021336474947355234,-0.008943760710641874,0.008692443825550693,0.008692443825550681,0.008692443825550596,-0.036006459824932696,0.04117276377803096,0.011406459623082892,0.014652297645615016,-0.021106825274771902,-0.00024733690454606806,-0.0032272638145783234,-0.024086752184804026,-0.009429953285377941,-0.008943760710642897,0.02955193219577614,0.01140645962308279
month_4,0.006128883501637025,0.009867245602327778,0.009055187103235501,-0.000503262002004558,0.011046112084060589,0.03383257410446729,0.025124956000419932,0.01049718566406715,0.0213511618807884,0.02152267026469048,0.03416199388052706,0.027133307021703856,0.01256736843021926,0.01288520583957011,0.025852787672328945,0.02601401846704975,0.0034658388622549894,0.00866104433399307,0.020745990125349546,-0.08824270622000435,-0.08918144998458956,-0.09392839182501082,1.0,-0.09302238668553076,-0.09734982305441253,-0.09676042236782678,-0.0964648584327846,-0.0896482657621803,-0.09317379328449807,-0.08964826576218046,-0.09226287156121434,-8.068916986954875e-05,0.0031745781723321884,0.015491650048429976,0.010514592904878946,0.0045215834530929234,0.0014248555589387163,-0.0006928248187055932,0.0009953171009122858,0.00014534314057163152,0.0014248555589385628,0.011974726868797992,0.0022932947639125144,0.0014248555589387237,0.0022932947639125105,0.0014248555589389746,0.0005688298279719742,0.0009953171009125113,0.006786252487926806,0.0014248555589386625,0.0031745781723323033,0.0054370114491281984,0.0014248555589389238,0.014402231302338319,0.0018574970604176382,0.004132892494916241,-0.0006928248187055067,-0.0006928248187054168,-0.0002751923417727515,-0.053881933097171604,-0.010197093842259428,-0.04106790980261458,0.00642204309620924,-0.0015252018344063519,0.0001030021730232981,-0.0026634726062165063,-0.002095108030006873,-0.0055134987623989586,0.012452228278217294,0.00949960771957637,0.0006417460436531074,-0.02910833293279889,-0.03752784411074224,-0.01116873619091092,0.01835746939549378,0.02721533107141857,0.0151319811366996,0.01808133540799962,-0.025931838984117675,-0.01412135674955214,0.02131008995413967,-0.014121356749551896,-0.02002659786683743,-0.008216115632269944,0.018357469395499256,0.009499607719576355,0.015131981136700721,-0.0025641444910998058,0.012452228278215783,-0.02297921842547665,-0.011168736190910772,0.027215331071422228,0.006546987160935241,-0.017073977308192875,-0.005263495073628739,0.0035943666022940123,0.009233272594101479,-0.017310915847597693,0.0006417460436531293,0.006546987160935042,-0.005513498762399906,0.021590151245117116,0.015404848836858324,0.00359436660229411,-0.01116873619091118,-0.005263495073628934,-0.008462853033698757,-0.02910833293280179,-0.008216115632270014,0.012452228278216846,-0.011168736190911317,0.021310089954138297,-0.02002659786683385,0.000385209780199924,0.0008988528705648397,0.021310089954140087,0.01218262686539974
month_5,-0.009880628870130838,-0.009544835301382055,-0.0058428688174117695,0.0028615899681422303,-0.0056495782850613015,-0.009770566461226253,-0.0014719577829702547,-0.010896022425669723,-0.015292956241466796,-0.021952233093904275,-0.03489861528094942,-0.008488632223103424,-0.024930083777498252,-0.013082786374592573,-0.020981512317111907,-0.015763918164371272,-0.025180888980147375,-0.006107526259818439,-0.00960595909707647,-0.08642562276321661,-0.08734503602630758,-0.09199422939710829,-0.09302238668553076,1.0,-0.09534520691591693,-0.0947679430991454,-0.09447846538198414,-0.08780223918815705,-0.09125516946122776,-0.0878022391881572,-0.09036300533123197,0.007181974800803277,0.010451565176239859,-0.049723581407839404,-0.05435124078030387,-0.054795003977179,-0.026344379031700775,0.0015223673802127133,0.0032067267343127174,0.007302525417933688,0.003635382328442056,0.00903974420913862,0.004502135166705854,0.003635382328441725,0.004502135166705656,0.00363538232844206,0.007742448911214631,0.0032067267343126723,0.004067167219753759,0.003635382328442025,0.00538184210925043,0.007640849627820928,0.0036353823284420647,0.022168282702000882,0.00406716721975385,0.001522367380212709,0.0015223673802126953,0.001522367380213044,0.0019390176529134875,0.010959556541910826,0.012328265727901059,0.04235599568381631,0.009781137113015191,-0.0023561124339751727,-0.005149494892403801,-0.0012352449956941265,-0.0006767143103893043,-0.004701522628696875,-0.001451853046112266,0.0015521873979332016,0.004556227841979912,0.0012999119199291734,0.025864039817688915,-0.007459933934204552,0.004556227841979735,-0.01046397437825034,-0.013703674451635393,0.010302063742866276,-0.01046397437825088,0.02258047050625673,-0.01046397437825017,0.001552187397933449,-0.0014518530461123315,0.022580470506256473,-0.019476095710388112,0.013568349174118165,-0.02870726082319852,0.0012999119199291614,0.019576430062210427,0.01957643006221031,-0.010463974378250189,-0.02248013615443462,0.016572389618163954,-0.01046397437825033,-0.019476095710388237,-0.010463974378250553,0.016303498291490692,-0.0077022399030100335,0.010564308730071784,0.019576430062210378,0.004300629194241791,-0.010224481309797423,-0.016472055266342548,-0.004455893490158194,0.0015521873979336964,0.022580470506256282,-0.019705109000260203,0.031307084663052945,0.013568349174118078,0.01056430873007173,0.013568349174118059,-0.007459933934204824,0.0015521873979339415,-0.01970510900026053,-0.025261365112914033,-0.016472055266342225,-0.0017008053543836393
month_6,-0.0036452228058465874,-0.004629399013373411,-0.0032158760635577666,0.009059512293690355,-0.0022919422309750355,-0.0028153100663165223,-0.006574867979335696,-0.0012921750870166753,-0.01353458605662822,-0.0032865050409069748,-0.007805066200753202,-0.01228927157695919,-0.018276399895304225,-0.026818721509128483,-0.016494219174368267,-0.014671287942097771,-0.01900764578503333,-0.00615563515754399,-0.01740610812470347,-0.09044617519660235,-0.09140835991002891,-0.09627383550274739,-0.09734982305441253,-0.09534520691591693,1.0,-0.09917658340803297,-0.09887363907872747,-0.09188683233472049,-0.09550039422104155,-0.0918868323347204,-0.09456672628060397,0.00236711864396131,0.0005598507390251531,0.012893200415624797,0.00282761365099587,0.001910156782263398,0.003617749113665107,-0.0033191192159876147,-0.001625546747064115,-0.002478181076058233,-0.0011947208611444852,0.00423095037991201,-0.0003237956254864987,0.003617749113665071,-0.0003237956254865269,-0.001194720861144544,-0.002053350166844972,-0.0016255467470641547,-0.0007608213130360682,-0.001194720861144471,0.005442722836784747,0.002827613650995744,-0.0011947208611445142,0.011803591513997284,-0.0007608213130358756,-0.0033191192159874655,-0.003319119215987776,0.001409682735199049,-0.0029000882289340873,0.00615564367300133,0.002367118643961241,-0.04209339812975748,0.01311483519544842,-0.004191250336328457,-0.002617830254360408,-0.0031997476380455337,-0.0026178302543601382,-0.004255942506959614,0.022041754139893288,0.02204175413989311,-0.006891473712891509,-0.015816430887407376,-0.009532867189132597,-0.003998150927612948,0.013361785784057934,-0.009784796498170299,-0.007146064602071543,-0.0013658204118468411,0.0017884946429438976,0.022041754139893253,0.010468462998779453,-0.02714473320984402,0.007575140213500887,0.019148431354614977,-0.006891473712891432,0.0017884946429440357,-0.02737691926785685,0.05065637730016603,-0.021358087639284158,-0.02714473320984398,-0.006891473712891518,-0.02714473320984242,0.0017884946429439746,-0.0011048281423344706,-0.003998150927612944,0.016255108569336423,0.018865034253935185,0.004414423778377112,-0.0213580876392858,-0.01267811928344842,0.01597491215882499,0.0020532773618518224,0.016255108569333154,0.030721722495724472,-0.015571442068727083,0.010468462998779324,-0.03026704136297003,-0.001365820411847694,0.02204175413989317,0.024935076925169768,-0.012678119283448525,-0.01557144206872729,-0.006891473712891454,-0.012926308792294746,0.022329030326074924,-0.015571442068727188,-0.004255942506959141
month_7,-0.009060444342277917,-0.013009406456177089,-0.013508984691638387,0.0035450874977315736,-0.013569632082847387,0.004927998683419335,0.00021090382522155596,-0.00635028951949502,0.01093977014096767,0.004826521463102583,0.018971362079105984,0.005571394888933383,0.008914351190536676,0.010897781573963507,0.010043797780053244,0.013083319392819788,0.007230650206138268,0.0024150115019180417,-0.004034626672300491,-0.08989857237528533,-0.09085493157908489,-0.0956909493405984,-0.09676042236782678,-0.0947679430991454,-0.09917658340803297,1.0,-0.09827501250777204,-0.09133050711123414,-0.09492219082881885,-0.09133050711123421,-0.09399417574431182,0.0030096681242533577,0.0012035690033581547,0.0135322148806102,0.00847032481449046,0.002552986173183923,-0.0005497097286629715,-0.0026723341914783256,-0.0009801943290666955,-0.00183212554263867,-0.0005497097286629563,0.009931561708014604,0.00032055428137915573,-0.0005497097286629553,0.00032055428137917806,-0.0053861909378634795,-0.01581451193045596,-0.010618771898220282,-0.00982388099547468,-0.01022267214706406,-0.00861090018662433,-0.011531407472582703,-0.0005497097286629642,0.012442714300679196,-0.00011614440585775461,0.0020800615426579427,-0.0026723341914784496,-0.0026723341914787024,-0.002253671172768048,0.0067962789821692385,0.0030096681242527397,0.03809299934096192,-0.016641800433635015,0.006219908896733387,0.003463971303284969,0.0028773297861613796,0.0034639713032850214,-0.026349379594336735,0.02622201111759374,-0.020302127568439896,-0.002855575561175281,-0.00020850152003408466,0.009046410529539537,0.017498735113964874,-0.0057633342290524196,5.21831067018301e-05,0.002696040488221632,-0.02344483758608109,-0.011578851564806897,-0.014486610232684386,0.01749873511396501,0.023314252449715737,0.0029599417745790886,0.008775459110333506,0.011683217778210455,0.002959941774579107,-0.01763575356956933,0.008505124504733468,-0.014486610232684794,5.218310670183419e-05,-0.0028555755611753353,-0.00576333422905257,-0.023209886236317093,0.002959941774579017,0.020406493781841346,0.026222011117595735,-0.011826669553057658,-0.00020850152003421053,0.002959941774579097,0.005867700442456243,-0.011826669553057568,0.026512338847398134,0.005867700442456238,-0.020302127568438508,0.008775459110333513,-0.0028555755611753414,-0.014731211561313498,-0.029253921602592572,-0.02030212756843856,0.0029599417745791354,0.023314252449719516,0.02622201111759427,0.011683217778210585,-0.011826669553057539,-0.011330505841296098,-0.008671092896929591,0.017218750529500875
month_8,-0.016759398311527098,-0.018107393585717776,-0.016148334656741356,-0.0003673537473126953,-0.01675329888333328,-0.03190193096521421,-0.020849200168976085,-0.025076294702322133,-0.018254207300352977,-0.03394395274048989,-0.0351184568293106,-0.03038451399173458,-0.03487034961644849,-0.03022185423846961,-0.032678627831082684,-0.026437350059549964,-0.02861657839563889,-0.016576252653222177,-0.03038524829731677,-0.08962396861523644,-0.09057740652867079,-0.0953986522128835,-0.0964648584327846,-0.09447846538198414,-0.09887363907872747,-0.09827501250777204,1.0,-0.09105152937001568,-0.09463224194725496,-0.09105152937001582,-0.09370706157330581,0.0033333998826899905,0.0015278643175324154,0.013854312832866067,0.0037934932156646352,0.0028768525596521836,-0.0002247876124976361,-0.00234654811281388,0.004176302667652112,-0.0015066952145339403,-0.005073432243361383,-0.004947929570543462,0.000645155456129079,-0.005073432243361311,-0.004238549619323975,-0.00022478761249762353,-0.005896756987088096,-0.0054865152692684365,0.00020861539789003596,-0.0002247876124976306,-0.0033917116390805462,-0.001219515605562664,-0.00022478761249762814,0.007362680227740794,-0.004657460045920332,-0.0023465481128134053,-0.002346548112813237,-0.007110895799355564,-0.0067089022072635155,0.007119099355257456,-0.0016604762671805088,0.031744107650256294,0.01345390670062103,-0.0015740542729238652,-0.002152847066044261,-0.004897280156706538,-0.0043230034552320905,-0.002537342019526461,0.021040538388771034,0.009380252455247694,-0.008110176445040368,0.0061981981827125806,0.030079240618466858,-0.002280033478277613,-0.008110176445040274,-0.025600605345330048,-0.02000842242400338,0.009110044916791904,0.044361110255818785,0.018125466905391678,-0.013940319411803008,-0.0022800334782776166,-0.011025247928421663,-0.022685533861946855,0.0064651809718662984,-0.005195104961658934,-0.02292026915808224,-0.0025373420195262965,-0.005195104961658862,0.01229532393862896,0.012295323938629057,-0.02268553386194987,-0.0022800334782776713,0.02104053838877226,0.000635038005103662,-0.01685539089518425,0.003286351448632521,-0.011272882221764034,0.015210395422010371,0.015210395422010288,0.0032863514486330806,0.015487695667643507,0.003550109488485088,-0.0022800334782775737,-0.008110176445040376,-0.016855390895184202,-0.014184728955844902,0.003286351448632415,0.026870681355532562,0.023955609872152395,0.00646518097186641,0.02104053838877309,-0.002280033478277636,-0.014184728955843814,-0.010777085243839222,-0.011025247928421444,-0.04330319629663969
month_9,2.5674476542979e-06,-0.00047148117476965035,-0.0006428235105677769,0.011629501827472195,-0.002943223281831152,0.0019118628208569968,0.00625828521030869,-0.0015356584295802985,0.008747705178129237,0.000615212547330473,-0.007545173762809795,-0.015326479129319477,0.00635710026045174,-0.0033660879042686455,-0.009380265301326175,-0.011209528087255215,-0.0012706916361824516,-0.003862400101659807,-0.013516228363295147,-0.08329078057662778,-0.08417684475420949,-0.08865740193766423,-0.0896482657621803,-0.08780223918815705,-0.09188683233472049,-0.09133050711123414,-0.09105152937001568,1.0,-0.08794514928637115,-0.0846174641795151,-0.08708534585753902,0.01110466640972281,0.009307589680940918,0.015821197429880796,0.00623436291924046,0.010650069230444557,0.0024112106513489557,0.0003938297932309394,0.007137515958616864,0.006291750801469543,0.0024112106513486387,0.007569268125973066,0.008429743795204283,0.0024112106513488754,0.0032386260505598047,-0.007896490076634895,-0.003521729013108785,-0.008269073366689975,-0.007521349828667093,-0.007896490076634885,-0.006380150047362197,-0.004422758526005096,-0.00789649007663461,-0.04264013221347223,-0.002348971441178099,0.00039382979323098307,0.005458077006187583,0.00039382979323096046,0.000791652402854712,0.014879109295080484,0.011104666409723093,-0.038763297394602755,-0.018526993608151705,0.0009632332907513695,0.005035545200675637,0.004489540545199911,0.00734230557348961,0.005068557849458366,0.00841447393790657,-0.013275483480373069,-0.028768310207715603,0.005068557849458415,-0.0006401947905888502,-0.025669744862247948,-0.0008812220984988581,0.014611604628845377,0.03601993394082194,0.005068557849458455,0.014611604628845093,0.0022173432469692624,-0.022571179516778287,0.017710169974312722,-0.02257117951677813,-0.007078352789436656,-0.0008812220984988124,0.011513039283375567,0.0019734202403219572,0.014353970676867944,0.017710169974313534,-0.016374048825841148,-0.010176918134904553,-0.01017691813490558,-0.007078352789435917,0.01461160462884389,-0.022571179516778336,-0.0039797874439681975,0.023639383504276683,-0.013502267805360969,0.008414473937907648,0.005315908592438004,0.017449108286004773,-0.019252234644524805,-0.010176918134904919,0.002217343246969322,-0.003979787443967563,-0.000881222098499347,0.014353970676867717,0.014353970676867629,-0.03186687555318396,-0.019472614171310743,0.0022173432469700183,0.008414473937906388,0.039400127392593964,0.011258833067731525,0.008665825136378513,-0.010176918134905252,-0.02278768063277134
month_10,-0.007921567306692018,-0.004928080636188453,-0.010124585427324693,0.009886544187308732,-0.006424326014304534,-0.007826248099228097,-0.00992973806401036,-0.008674189331133132,-0.01679599608513709,0.00721276462570135,-0.002458998682990851,0.0010025775082660301,0.0034833008527451236,-0.0006885945515211747,0.006635908953596284,0.009272679813309672,0.004167012229975325,-0.002858332295582448,-0.0005865972550325254,-0.08656629223076692,-0.08748720196411507,-0.09214396253010604,-0.09317379328449807,-0.09125516946122776,-0.09550039422104155,-0.09492219082881885,-0.09463224194725496,-0.08794514928637115,1.0,-0.08794514928637095,-0.0905100834249736,0.0018702432401142362,0.0001463838381180422,0.017518838238452596,0.0023094697152443904,0.0014343803456159264,0.0034625579944138262,0.0013492113662366405,-0.011882540328533437,-0.012626140546847455,-0.011507035403849496,-0.0067911228315827915,-0.010748409089140033,-0.011507035403849685,-0.010748409089139977,-0.0015273064716740169,-0.0023463893237359755,0.003033840083880602,-0.006121202823509787,-0.001527306471674388,0.005209245549588009,0.007468485582482757,-0.0015273064716739713,0.010869596253492706,0.0038944031014176922,-0.0035539009538200473,-0.0035539009538201904,0.0013492113662367043,0.0017659319066986347,0.005483598830192294,0.001870243240114121,0.04217876724043782,-0.016179601198517968,0.0016656090833518614,0.005568935466600551,0.005001002550709797,0.0033355719028259592,0.009987857795986018,-0.010749660379114135,0.03724993610503191,-0.0047497108185955055,-0.007992078852605741,-0.010510075873344939,-0.007749685598854433,0.02225006220373753,-0.0017497360383362628,-0.02597201550119704,-0.01698204717690154,-0.004749710818595308,0.016250112643219055,-0.0017497360383362428,0.019250087423478605,0.004250213522182141,-0.01674960993963197,0.013250137862959959,-0.01674960993963175,0.003994545579788129,0.003994545579788038,-0.019749584719892327,0.01025016308270088,-0.004749710818595622,0.040249910885290376,-0.01974958471989105,-0.019749584719891244,0.019250087423478487,-0.013749635159372794,0.003994545579788316,0.024971138336481413,-0.031749483840928856,0.03124998654450855,-0.01698204717689916,-0.010510075873344214,-0.016749609939632072,0.010250163082700797,-0.0017497360383363569,0.004250213522182072,0.006991201687886816,0.0039945455797882985,-0.010749660379113459,-0.00474971081859541,0.022250062203738062,-0.00174973603833619,-0.0017497360383360056,-0.013985391068803256,0.0045064570340114275,0.0012502387419228047,0.0009978894716903947
month_11,0.013911091710660291,0.011398656820552392,0.017773750510874778,0.00562095793960456,0.017877510569823993,0.013218971801076675,0.008630681671935661,0.009656776901859525,0.005215051314053027,0.0031356754550148323,0.02303028809834934,-0.0038842759463944333,0.0008483457209166901,0.02179530446025054,0.0111514438184095,0.0019264178248927725,0.017726805963471405,0.022026857166017016,0.025086344257629657,-0.0832907805766278,-0.08417684475420932,-0.08865740193766414,-0.08964826576218046,-0.0878022391881572,-0.0918868323347204,-0.09133050711123421,-0.09105152937001582,-0.0846174641795151,-0.08794514928637095,1.0,-0.08708534585753924,0.005796442695221806,0.004078343104840731,-0.047920000760323433,0.0009058021966172908,0.005361940795723929,0.0024112106513491027,0.0054580770061875,0.0020019861835144635,0.0011922550003594086,0.007565061015340509,0.012960339264159532,0.003238626050559805,0.002411210651349131,0.0032386260505597995,0.00241121065134891,0.001595683808547198,0.007137515958617055,0.007995785333800848,0.0024112106513483776,0.004078343104840812,0.011562923641864079,0.0024112106513490637,-0.04838235195167241,-0.007521349828666486,0.005458077006187218,0.0003938297932308072,0.00039382979323107474,0.005873427507259832,0.009400997292523089,0.0057964426952217905,-0.038763297394602735,0.0006426513579100162,0.0009632332907515433,0.000422024455046252,-0.002421331689360511,0.00042202445504627053,0.011258833067731112,-0.02876831020771569,-0.019472614171310163,0.011513039283375697,0.026734521113413894,-0.00064019479058866,0.014611604628844333,-0.02257117951677836,0.011513039283375187,-0.0042168549779513015,0.0019734202403208175,-0.019472614171309712,-0.013275483480372344,-0.019472614171310677,0.0022173432469693825,0.04559725808353112,-0.003979787443967542,-0.003979787443967505,-0.010176918134904017,0.02054424589514107,-0.001121717368814386,-0.003979787443967321,0.00531590859243804,0.023907300665250725,-0.0008812220984996106,-0.022571179516778825,-0.007078352789435881,0.020808735319782196,-0.0008812220984989955,-0.013502267805360069,0.005068557849457421,0.008414473937906475,-0.01637404882584088,0.0050685578494581935,0.002461811851733236,-0.010176918134904584,-0.022571179516779002,-0.01947261417130962,0.014611604628843778,0.03292479633168616,-0.016597405414497883,-0.013275483480372429,-0.01327548348037301,-0.010176918134905073,-0.013275483480373758,-0.007078352789436529,0.03911507154995808,0.01176783177869877,0.020808735319781654,0.0019734202403223957
